                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |    6645714 |    6285229 |    6217564 |    6170565 |    5170008 |    5183476 |    5154679 |    5116963
  Cycles                             |    9434860 |    9434860 |    9434860 |    9434860 |    7157480 |    7157480 |    7157480 |    7157480
  IPC                                |       0.70 |       0.67 |       0.66 |       0.65 |       0.72 |       0.72 |       0.72 |       0.71
  Time (ns)                          |    3253400 |    3253400 |    3253400 |    3253400 |    3253400 |    3253400 |    3253400 |    3253400
  Idle time (ns)                     |        214 |     314792 |     317949 |     319665 |     321342 |     323049 |     324726 |     326433
  Idle time (%)                      |       0.0% |       9.7% |       9.8% |       9.8% |       9.9% |       9.9% |      10.0% |      10.0%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |     802951 |     792337 |     772849 |     759706 |     482464 |     486871 |     483381 |     468189
  num incorrect                      |      12326 |       1720 |       1861 |       2463 |       2417 |       2615 |       2620 |       3025
  misprediction rate                 |      1.51% |      0.22% |      0.24% |      0.32% |      0.50% |      0.53% |      0.54% |      0.64%
  mpki                               |       1.85 |       0.27 |       0.30 |       0.40 |       0.47 |       0.50 |       0.51 |       0.59
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |     449053 |     375910 |     365742 |     354710 |     343368 |     333058 |     322087 |     303420
    num misses                       |        134 |         23 |         23 |         21 |         23 |         23 |         23 |         23
    miss rate                        |      0.03% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.02 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    2333256 |    2066570 |    2063800 |    2048745 |    1874128 |    1876371 |    1867060 |    1875558
    num misses                       |       7825 |       6476 |       6687 |       6637 |       6354 |       6464 |       6267 |       6685
    miss rate                        |      0.34% |      0.31% |      0.32% |      0.32% |      0.34% |      0.34% |      0.34% |      0.36%
    mpki                             |       1.18 |       1.03 |       1.08 |       1.08 |       1.23 |       1.25 |       1.22 |       1.31
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       7959 |       6499 |       6710 |       6658 |       6377 |       6487 |       6290 |       6708
    num misses                       |        585 |        263 |        210 |        269 |        233 |        277 |        221 |        279
    miss rate                        |      7.35% |      4.05% |      3.13% |      4.04% |      3.65% |      4.27% |      3.51% |      4.16%
    mpki                             |       0.09 |       0.04 |       0.03 |       0.04 |       0.05 |       0.05 |       0.04 |       0.05
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |     449053 |     375910 |     365742 |     354710 |     343368 |     333058 |     322087 |     303420
    num cache misses                 |       1862 |        136 |        136 |        131 |        137 |        136 |        136 |        142
    miss rate                        |      0.41% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.05%
    mpki                             |       0.28 |       0.02 |       0.02 |       0.02 |       0.03 |       0.03 |       0.03 |       0.03
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    2333256 |    2066570 |    2063800 |    2048745 |    1874128 |    1876371 |    1867060 |    1875558
    num cache misses                 |      74088 |      62811 |      62638 |      62807 |      64439 |      63778 |      63483 |      63165
    miss rate                        |      3.18% |      3.04% |      3.04% |      3.07% |      3.44% |      3.40% |      3.40% |      3.37%
    mpki                             |      11.15 |       9.99 |      10.07 |      10.18 |      12.46 |      12.30 |      12.32 |      12.34
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      94086 |      75728 |      76932 |      77888 |      79440 |      79232 |      80841 |      80384
    num cache misses                 |      53191 |      44306 |      44857 |      46246 |      45166 |      44584 |      44738 |      43463
    miss rate                        |     56.53% |     58.51% |     58.31% |     59.38% |     56.86% |     56.27% |     55.34% |     54.07%
    mpki                             |       8.00 |       7.05 |       7.21 |       7.49 |       8.74 |       8.60 |       8.68 |       8.49
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      74628 |      59376 |      61083 |      62763 |      61822 |      61208 |      62965 |      61490
    num cache misses                 |      11011 |       1121 |       1110 |       1104 |       1099 |       1117 |       1108 |       1128
    miss rate                        |     14.75% |      1.89% |      1.82% |      1.76% |      1.78% |      1.82% |      1.76% |      1.83%
    mpki                             |       1.66 |       0.18 |       0.18 |       0.18 |       0.21 |       0.22 |       0.21 |       0.22
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      18789 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     540.26 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |     479.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |       6569 |         28 |         32 |         29 |         26 |         37 |         31 |         36
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
