                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |    6879386 |    6828071 |    6808214 |    6777703 |    6703301 |    6656226
  Cycles                             |    9032000 |    9032000 |    9032000 |    9032000 |    9032000 |    9032000
  IPC                                |       0.76 |       0.76 |       0.75 |       0.75 |       0.74 |       0.74
  Time (ns)                          |    2258000 |    2258000 |    2258000 |    2258000 |    2258000 |    2258000
  Idle time (ns)                     |        182 |     186652 |     187088 |     187291 |     187455 |     187642
  Idle time (%)                      |       0.0% |       8.3% |       8.3% |       8.3% |       8.3% |       8.3%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |     603527 |     665512 |     660533 |     650475 |     639855 |     628030
  num incorrect                      |       4550 |       1303 |       1411 |       1536 |       1555 |       1734
  misprediction rate                 |      0.75% |      0.20% |      0.21% |      0.24% |      0.24% |      0.28%
  mpki                               |       0.66 |       0.19 |       0.21 |       0.23 |       0.23 |       0.26
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |     511441 |     449506 |     438899 |     428891 |     417486 |     398305
    num misses                       |        117 |         22 |         24 |         24 |         24 |         24
    miss rate                        |      0.02% |      0.00% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.02 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |    2593627 |    2466464 |    2453499 |    2446362 |    2392643 |    2389433
    num misses                       |      11038 |       8780 |       8682 |       8494 |       9216 |       8437
    miss rate                        |      0.43% |      0.36% |      0.35% |      0.35% |      0.39% |      0.35%
    mpki                             |       1.60 |       1.29 |       1.28 |       1.25 |       1.37 |       1.27
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |      11155 |       8802 |       8706 |       8518 |       9240 |       8461
    num misses                       |        544 |        274 |        284 |        240 |        284 |        286
    miss rate                        |      4.88% |      3.11% |      3.26% |      2.82% |      3.07% |      3.38%
    mpki                             |       0.08 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |     511441 |     449506 |     438899 |     428891 |     417486 |     398305
    num cache misses                 |       1893 |        138 |        142 |        141 |        143 |        147
    miss rate                        |      0.37% |      0.03% |      0.03% |      0.03% |      0.03% |      0.04%
    mpki                             |       0.28 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |    2593627 |    2466464 |    2453499 |    2446362 |    2392643 |    2389433
    num cache misses                 |     120147 |     109353 |     108388 |     107264 |     110829 |     109945
    miss rate                        |      4.63% |      4.43% |      4.42% |      4.38% |      4.63% |      4.60%
    mpki                             |      17.46 |      16.02 |      15.92 |      15.83 |      16.53 |      16.52
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |     149889 |     134884 |     134856 |     132653 |     145149 |     144478
    num cache misses                 |      59802 |      51805 |      52455 |      53066 |      54400 |      54513
    miss rate                        |     39.90% |     38.41% |     38.90% |     40.00% |     37.48% |     37.73%
    mpki                             |       8.69 |       7.59 |       7.70 |       7.83 |       8.12 |       8.19
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |      92412 |      80388 |      81843 |      80814 |      92442 |      91041
    num cache misses                 |      30273 |      20083 |      20880 |      25200 |      39767 |      41513
    miss rate                        |     32.76% |     24.98% |     25.51% |     31.18% |     43.02% |     45.60%
    mpki                             |       4.40 |       2.94 |       3.07 |       3.72 |       5.93 |       6.24
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |       9083 |          0 |          0 |          0 |       9044 |          0
  average dram access latency (ns)   |     259.08 |        inf |        inf |        inf |     260.19 |        inf
  average dram queueing delay        |     197.83 |       0.00 |       0.00 |       0.00 |     198.94 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |       6264 |         19 |         15 |         13 |         20 |          9
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |      15033 |      15110 |      15624 |      15112 |      28486 |      27977
