                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |    81167930 |    81898112 |    81180963 |    81845876 |  3938555040 |    81912343 |    81532054 |    81539648 |           0 |           0 |           0 |           0 |    81319255 |    81674109 |    82037643 |    81377283
  Cycles                             |  4571239550 |  4571239550 |  4571239550 |  4571239550 |  3467836900 |  3467836900 |  3467836900 |  3467836900 |  4571239550 |  4571239550 |  4571239550 |  4571239550 |  3467836900 |  3467836900 |  3467836900 |  3467836900
  IPC                                |        0.02 |        0.02 |        0.02 |        0.02 |        1.14 |        0.02 |        0.02 |        0.02 |        0.00 |        0.00 |        0.00 |        0.00 |        0.02 |        0.02 |        0.02 |        0.02
  Time (ns)                          |  1576289500 |  1576289500 |  1576289500 |  1576289500 |  1576289500 |  1576289500 |  1576289500 |  1576289500 |  1576289500 |  1576289500 |  1576289500 |  1576289500 |  1576289500 |  1576289500 |  1576289500 |  1576289500
  Idle time (ns)                     |  1544441657 |  1544125053 |  1544463890 |  1544175433 |    35013318 |  1541995232 |  1542199625 |  1542208941 |  1576289500 |  1576289500 |  1576289500 |  1576289500 |  1542720632 |  1542556552 |  1542405905 |  1542712318
  Idle time (%)                      |       98.0% |       98.0% |       98.0% |       98.0% |        2.2% |       97.8% |       97.8% |       97.8% |      100.0% |      100.0% |      100.0% |      100.0% |       97.9% |       97.9% |       97.9% |       97.9%
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |     1571481 |     1581189 |     1575083 |     1584411 |   169604431 |     1581708 |     1580902 |     1577043 |           0 |           0 |           0 |           0 |     1576644 |     1582867 |     1587138 |     1578298
  num incorrect                      |       53211 |       53010 |       53413 |       53601 |     6074890 |       53731 |       53579 |       53191 |           0 |           0 |           0 |           0 |       54039 |       53470 |       53243 |       53669
  misprediction rate                 |       3.28% |       3.24% |       3.28% |       3.27% |       3.46% |       3.29% |       3.28% |       3.26% |       0.00% |       0.00% |       0.00% |       0.00% |       3.31% |       3.27% |       3.25% |       3.29%
  mpki                               |        0.66 |        0.65 |        0.66 |        0.65 |        1.54 |        0.66 |        0.66 |        0.65 |        0.00 |        0.00 |        0.00 |        0.00 |        0.66 |        0.65 |        0.65 |        0.66
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    12572498 |    12684632 |    12574255 |    12675695 |   773982075 |    12685598 |    12627680 |    12629977 |           0 |           0 |           0 |           0 |    12594959 |    12649001 |    12705141 |    12604153
    num misses                       |          43 |          44 |          47 |          47 |         199 |          43 |          47 |          43 |           0 |           0 |           0 |           0 |          48 |          47 |          48 |          47
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    51309794 |    51783448 |    51306790 |    51731987 |  2331216029 |    51785215 |    51527083 |    51549366 |           0 |           0 |           0 |           0 |    51391377 |    51622889 |    51855909 |    51428932
    num misses                       |      529396 |      527863 |      536740 |      532250 |    15246818 |      527405 |      538855 |      528604 |           0 |           0 |           0 |           0 |      521242 |      533346 |      540904 |      524391
    miss rate                        |       1.03% |       1.02% |       1.05% |       1.03% |       0.65% |       1.02% |       1.05% |       1.03% |       0.00% |       0.00% |       0.00% |       0.00% |       1.01% |       1.03% |       1.04% |       1.02%
    mpki                             |        6.52 |        6.45 |        6.61 |        6.50 |        3.87 |        6.44 |        6.61 |        6.48 |        0.00 |        0.00 |        0.00 |        0.00 |        6.41 |        6.53 |        6.59 |        6.44
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |      529439 |      527907 |      536787 |      532297 |    15247017 |      527448 |      538902 |      528647 |           0 |           0 |           0 |           0 |      521290 |      533393 |      540952 |      524438
    num misses                       |      278918 |      282120 |      279538 |      281839 |     6569006 |      281755 |      280545 |      280547 |           0 |           0 |           0 |           0 |      279462 |      280916 |      282963 |      279114
    miss rate                        |      52.68% |      53.44% |      52.08% |      52.95% |      43.08% |      53.42% |      52.06% |      53.07% |       0.00% |       0.00% |       0.00% |       0.00% |      53.61% |      52.67% |      52.31% |      53.22%
    mpki                             |        3.44 |        3.44 |        3.44 |        3.44 |        1.67 |        3.44 |        3.44 |        3.44 |        0.00 |        0.00 |        0.00 |        0.00 |        3.44 |        3.44 |        3.45 |        3.43
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    12572498 |    12684632 |    12574255 |    12675695 |   773982075 |    12685598 |    12627680 |    12629977 |           0 |           0 |           0 |           0 |    12594959 |    12649001 |    12705141 |    12604153
