                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  115456872 |  117674611 |  117625367 |  117569400 |   84425035 |   84693875 |   82559712 |   93221193
  Cycles                             |  165326400 |  165326400 |  165326400 |  165326400 |  123994800 |  123994800 |  123994800 |  123994800
  IPC                                |       0.70 |       0.71 |       0.71 |       0.71 |       0.68 |       0.68 |       0.67 |       0.75
  Time (ns)                          |   41331600 |   41331600 |   41331600 |   41331600 |   41331600 |   41331600 |   41331600 |   41331600
  Idle time (ns)                     |    2456013 |    3240247 |    3143252 |    3004209 |     998589 |    1250024 |    1039400 |    1406572
  Idle time (%)                      |       5.9% |       7.8% |       7.6% |       7.3% |       2.4% |       3.0% |       2.5% |       3.4%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   19671788 |   20499067 |   20499336 |   20485378 |   10090979 |   10191940 |    9479027 |   13028733
  num incorrect                      |       4583 |        692 |        641 |        563 |        537 |       1630 |       1864 |       2457
  misprediction rate                 |      0.02% |      0.00% |      0.00% |      0.00% |      0.01% |      0.02% |      0.02% |      0.02%
  mpki                               |       0.04 |       0.01 |       0.01 |       0.00 |       0.01 |       0.02 |       0.02 |       0.03
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   10915301 |   10856809 |   10848698 |   10859968 |    9775461 |    9773971 |    9798622 |    9842361
    num misses                       |        118 |         24 |         24 |         24 |         24 |         24 |         24 |         24
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   34976696 |   35196942 |   35152781 |   35137278 |   27935768 |   27950526 |   27598377 |   29374433
    num misses                       |    1294728 |    1283604 |    1286147 |    1285056 |    1281893 |    1284299 |    1285602 |    1281120
    miss rate                        |      3.70% |      3.65% |      3.66% |      3.66% |      4.59% |      4.59% |      4.66% |      4.36%
    mpki                             |      11.21 |      10.91 |      10.93 |      10.93 |      15.18 |      15.16 |      15.57 |      13.74
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |    1294846 |    1283628 |    1286171 |    1285080 |    1281917 |    1284323 |    1285626 |    1281144
    num misses                       |     526588 |     521948 |     524102 |     528387 |     522233 |     525623 |     526231 |     519101
    miss rate                        |     40.67% |     40.66% |     40.75% |     41.12% |     40.74% |     40.93% |     40.93% |     40.52%
    mpki                             |       4.56 |       4.44 |       4.46 |       4.49 |       6.19 |       6.21 |       6.37 |       5.57
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   10915301 |   10856809 |   10848698 |   10859968 |    9775461 |    9773971 |    9798622 |    9842361
    num cache misses                 |       5168 |       1255 |       1190 |       1251 |       1451 |       1352 |       1383 |       1538
    miss rate                        |      0.05% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.02%
    mpki                             |       0.04 |       0.01 |       0.01 |       0.01 |       0.02 |       0.02 |       0.02 |       0.02
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |   34976696 |   35196942 |   35152781 |   35137278 |   27935768 |   27950526 |   27598377 |   29374433
    num cache misses                 |    1466094 |    1456465 |    1456131 |    1453077 |    1394720 |    1394739 |    1401367 |    1389313
    miss rate                        |      4.19% |      4.14% |      4.14% |      4.14% |      4.99% |      4.99% |      5.08% |      4.73%
    mpki                             |      12.70 |      12.38 |      12.38 |      12.36 |      16.52 |      16.47 |      16.97 |      14.90
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    1546426 |    1530592 |    1528805 |    1526906 |    1445453 |    1447300 |    1453125 |    1441028
    num cache misses                 |     542163 |     528289 |     527204 |     524782 |     473370 |     470750 |     471698 |     470699
    miss rate                        |     35.06% |     34.52% |     34.48% |     34.37% |     32.75% |     32.53% |     32.46% |     32.66%
    mpki                             |       4.70 |       4.49 |       4.48 |       4.46 |       5.61 |       5.56 |       5.71 |       5.05
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |     617343 |     601171 |     598699 |     597371 |     522663 |     521959 |     522073 |     520875
    num cache misses                 |     420202 |     402695 |     404210 |     405439 |     355304 |     349377 |     356536 |     336137
    miss rate                        |     68.07% |     66.99% |     67.51% |     67.87% |     67.98% |     66.94% |     68.29% |     64.53%
    mpki                             |       3.64 |       3.42 |       3.44 |       3.45 |       4.21 |       4.13 |       4.32 |       3.61
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |    4063115 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |    1083.97 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |    1022.71 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     12.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |     285487 |     277342 |     278005 |     278134 |     245938 |     238231 |     240426 |     231899
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
