                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |    4371112 |    4079450 |    4024038 |    3976556 |    3564298 |    3530704 |    3506598 |    3469861 |    3780569 |    3725345 |    3701712 |    3656791 |    3262749 |    3213065 |    3198477 |    3129462
  Cycles                             |    5645720 |    5645720 |    5645720 |    5645720 |    4282960 |    4282960 |    4282960 |    4282960 |    5645720 |    5645720 |    5645720 |    5645720 |    4282960 |    4282960 |    4282960 |    4282960
  IPC                                |       0.77 |       0.72 |       0.71 |       0.70 |       0.83 |       0.82 |       0.82 |       0.81 |       0.67 |       0.66 |       0.66 |       0.65 |       0.76 |       0.75 |       0.75 |       0.73
  Time (ns)                          |    1946800 |    1946800 |    1946800 |    1946800 |    1946800 |    1946800 |    1946800 |    1946800 |    1946800 |    1946800 |    1946800 |    1946800 |    1946800 |    1946800 |    1946800 |    1946800
  Idle time (ns)                     |        267 |     317093 |     320276 |     321996 |     323673 |     325381 |     327058 |     328765 |     330442 |     332149 |     333826 |     335533 |     337210 |     338917 |     340594 |     342301
  Idle time (%)                      |       0.0% |      16.3% |      16.5% |      16.5% |      16.6% |      16.7% |      16.8% |      16.9% |      17.0% |      17.1% |      17.1% |      17.2% |      17.3% |      17.4% |      17.5% |      17.6%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     546529 |     565006 |     550452 |     542327 |     431152 |     422354 |     419361 |     410952 |     503222 |     490879 |     485399 |     477691 |     369070 |     358820 |     354033 |     338175
  num incorrect                      |      11326 |        950 |       1053 |        951 |        889 |        986 |        940 |       1002 |       1125 |       1171 |       1226 |       1647 |       1682 |       1725 |       1901 |       2224
  misprediction rate                 |      2.03% |      0.17% |      0.19% |      0.18% |      0.21% |      0.23% |      0.22% |      0.24% |      0.22% |      0.24% |      0.25% |      0.34% |      0.45% |      0.48% |      0.53% |      0.65%
  mpki                               |       2.59 |       0.23 |       0.26 |       0.24 |       0.25 |       0.28 |       0.27 |       0.29 |       0.30 |       0.31 |       0.33 |       0.45 |       0.52 |       0.54 |       0.59 |       0.71
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     401601 |     325624 |     315223 |     303255 |     291767 |     281186 |     269520 |     258718 |     247957 |     237132 |     226341 |     215392 |     204366 |     193567 |     183206 |     164580
    num misses                       |        131 |         21 |         21 |         23 |         23 |         23 |         21 |         23 |         21 |         23 |         23 |         23 |         21 |         23 |         23 |         21
    miss rate                        |      0.03% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.03 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1721804 |    1438825 |    1425134 |    1404331 |    1328477 |    1319763 |    1307112 |    1293382 |    1328573 |    1309887 |    1299304 |    1278150 |    1213033 |    1191863 |    1186965 |    1172251
    num misses                       |       4839 |       3482 |       4047 |       3550 |       3899 |       4223 |       3394 |       3836 |       3528 |       3608 |       3377 |       3852 |       3260 |       3657 |       3434 |       3468
    miss rate                        |      0.28% |      0.24% |      0.28% |      0.25% |      0.29% |      0.32% |      0.26% |      0.30% |      0.27% |      0.28% |      0.26% |      0.30% |      0.27% |      0.31% |      0.29% |      0.30%
    mpki                             |       1.11 |       0.85 |       1.01 |       0.89 |       1.09 |       1.20 |       0.97 |       1.11 |       0.93 |       0.97 |       0.91 |       1.05 |       1.00 |       1.14 |       1.07 |       1.11
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       4970 |       3503 |       4068 |       3573 |       3922 |       4246 |       3415 |       3859 |       3549 |       3631 |       3400 |       3875 |       3281 |       3680 |       3457 |       3489
    num misses                       |        620 |        213 |        241 |        258 |        214 |        208 |        199 |        243 |        227 |        195 |        224 |        232 |        216 |        203 |        223 |        253
    miss rate                        |     12.47% |      6.08% |      5.92% |      7.22% |      5.46% |      4.90% |      5.83% |      6.30% |      6.40% |      5.37% |      6.59% |      5.99% |      6.58% |      5.52% |      6.45% |      7.25%
    mpki                             |       0.14 |       0.05 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.07 |       0.06 |       0.05 |       0.06 |       0.06 |       0.07 |       0.06 |       0.07 |       0.08
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
