                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  1812145595 |  1813933204 |  1795278575 |  1807550635 |  1058337953 |  1062704276 |  1072195282 |  1079807515
  Cycles                             |  4197186000 |  4197186000 |  4197186000 |  4197186000 |  1049296500 |  1049296500 |  1049296500 |  1049296500
  IPC                                |        0.43 |        0.43 |        0.43 |        0.43 |        1.01 |        1.01 |        1.02 |        1.03
  Time (ns)                          |  1049296500 |  1049296500 |  1049296500 |  1049296500 |  1049296500 |  1049296500 |  1049296500 |  1049296500
  Idle time (ns)                     |    37158689 |    36054683 |    46209264 |    39928507 |     4607857 |     3002192 |     2952169 |     1117103
  Idle time (%)                      |        3.5% |        3.4% |        4.4% |        3.8% |        0.4% |        0.3% |        0.3% |        0.1%
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   448804374 |   449699774 |   446018449 |   448836608 |   197605983 |   198963653 |   203234411 |   205106090
  num incorrect                      |      585548 |      619270 |      637759 |      654802 |      661567 |      648728 |      634977 |      611292
  misprediction rate                 |       0.13% |       0.14% |       0.14% |       0.15% |       0.33% |       0.32% |       0.31% |       0.30%
  mpki                               |        0.32 |        0.34 |        0.36 |        0.36 |        0.63 |        0.61 |        0.59 |        0.57
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    57419380 |    57443474 |    55819282 |    56937514 |    57928366 |    58143370 |    57462634 |    58286244
    num misses                       |         221 |          27 |          27 |          27 |          27 |          27 |          27 |          27
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   498877684 |   498575646 |   492204995 |   495716990 |   372647278 |   373453798 |   373677349 |   375678978
    num misses                       |      602537 |      466699 |      494819 |      509268 |      404342 |      356627 |      454731 |      353074
    miss rate                        |       0.12% |       0.09% |       0.10% |       0.10% |       0.11% |       0.10% |       0.12% |       0.09%
    mpki                             |        0.33 |        0.26 |        0.28 |        0.28 |        0.38 |        0.34 |        0.42 |        0.33
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |      602758 |      466726 |      494846 |      509295 |      404369 |      356654 |      454758 |      353101
    num misses                       |      306459 |      308972 |      291594 |      291819 |      308052 |      302416 |      298743 |      286042
    miss rate                        |      50.84% |      66.20% |      58.93% |      57.30% |      76.18% |      84.79% |      65.69% |      81.01%
    mpki                             |        0.17 |        0.17 |        0.16 |        0.16 |        0.29 |        0.28 |        0.28 |        0.26
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |    57419380 |    57443474 |    55819282 |    56937514 |    57928366 |    58143370 |    57462634 |    58286244
    num cache misses                 |       32034 |       16354 |       16348 |       15967 |       28868 |       28945 |       28871 |       28480
    miss rate                        |       0.06% |       0.03% |       0.03% |       0.03% |       0.05% |       0.05% |       0.05% |       0.05%
    mpki                             |        0.02 |        0.01 |        0.01 |        0.01 |        0.03 |        0.03 |        0.03 |        0.03
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |   498877684 |   498575646 |   492204995 |   495716990 |   372647278 |   373453798 |   373677349 |   375678978
    num cache misses                 |   105853543 |   105732308 |   103825770 |   104497928 |   105343251 |   105291783 |   104409649 |   104655017
    miss rate                        |      21.22% |      21.21% |      21.09% |      21.08% |      28.27% |      28.19% |      27.94% |      27.86%
    mpki                             |       58.41 |       58.29 |       57.83 |       57.81 |       99.54 |       99.08 |       97.38 |       96.92
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |   106402762 |   106264440 |   104348478 |   105024997 |   105880658 |   105831387 |   104943377 |   105191917
    num cache misses                 |    22494643 |    22420925 |    22059584 |    22170047 |    22808996 |    22781458 |    22614158 |    22658408
    miss rate                        |      21.14% |      21.10% |      21.14% |      21.11% |      21.54% |      21.53% |      21.55% |      21.54%
    mpki                             |       12.41 |       12.36 |       12.29 |       12.27 |       21.55 |       21.44 |       21.09 |       20.98
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |    23036218 |    22961327 |    22586799 |    22702867 |    23329032 |    23305270 |    23131419 |    23180403
    num cache misses                 |    19565401 |    19487792 |    19153609 |    19266879 |    19368752 |    19360038 |    19178828 |    19261878
    miss rate                        |      84.93% |      84.87% |      84.80% |      84.87% |      83.02% |      83.07% |      82.91% |      83.10%
    mpki                             |       10.80 |       10.74 |       10.67 |       10.66 |       18.30 |       18.22 |       17.89 |       17.84
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |   160547562 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |       84.80 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       23.55 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |      19.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |    19353157 |    19295746 |    18956680 |    19075407 |    19174301 |    19166595 |    18986562 |    19064604
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
