                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |    3816862 |    3580256 |    3541368 |    3511071 |    3540134 |    3502850 |    3464607 |    3471252 |    3366939 |    3344791 |    3303756 |    3292139 |    3306127 |    3270824 |    3240979 |    3168175
  Cycles                             |    3422200 |    3422200 |    3422200 |    3422200 |   13688800 |   13688800 |   13688800 |   13688800 |    3422200 |    3422200 |    3422200 |    3422200 |   13688800 |   13688800 |   13688800 |   13688800
  IPC                                |       1.12 |       1.05 |       1.03 |       1.03 |       0.26 |       0.26 |       0.25 |       0.25 |       0.98 |       0.98 |       0.97 |       0.96 |       0.24 |       0.24 |       0.24 |       0.23
  Time (ns)                          |    3422200 |    3422200 |    3422200 |    3422200 |    3422200 |    3422200 |    3422200 |    3422200 |    3422200 |    3422200 |    3422200 |    3422200 |    3422200 |    3422200 |    3422200 |    3422200
  Idle time (ns)                     |        175 |     398706 |     399768 |     400580 |     401262 |     401996 |     402667 |     403412 |     404154 |     404826 |     405502 |     406179 |     406859 |     407529 |     408204 |     408877
  Idle time (%)                      |       0.0% |      11.7% |      11.7% |      11.7% |      11.7% |      11.7% |      11.8% |      11.8% |      11.8% |      11.8% |      11.8% |      11.9% |      11.9% |      11.9% |      11.9% |      11.9%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     431021 |     436158 |     427310 |     421560 |     430454 |     424636 |     417354 |     416775 |     397099 |     392863 |     384165 |     383400 |     388288 |     379536 |     374604 |     356604
  num incorrect                      |       4307 |        339 |        318 |        385 |        418 |        326 |        386 |        384 |        444 |        425 |        382 |        717 |        836 |        895 |        929 |       1236
  misprediction rate                 |      0.99% |      0.08% |      0.07% |      0.09% |      0.10% |      0.08% |      0.09% |      0.09% |      0.11% |      0.11% |      0.10% |      0.19% |      0.21% |      0.24% |      0.25% |      0.35%
