                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  4050879598 |   112395247 |   112147145 |   111810093 |   112488514 |   112073481 |   112069063 |   112611718
  Cycles                             |  3149100430 |  3149100430 |  3149100430 |  3149100430 |  3149100430 |  3149100430 |  3149100430 |  3149100430
  IPC                                |        1.29 |        0.04 |        0.04 |        0.04 |        0.04 |        0.04 |        0.04 |        0.04
  Time (ns)                          |  1085896700 |  1085896700 |  1085896700 |  1085896700 |  1085896700 |  1085896700 |  1085896700 |  1085896700
  Idle time (ns)                     |      856700 |  1052943658 |  1053010537 |  1053120124 |  1052946613 |  1053015111 |  1053049315 |  1052894084
  Idle time (%)                      |        0.1% |       97.0% |       97.0% |       97.0% |       97.0% |       97.0% |       97.0% |       97.0%
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   171666894 |     2177883 |     2172744 |     2165911 |     2172396 |     2170834 |     2167440 |     2175458
  num incorrect                      |     6256265 |       74152 |       73787 |       73670 |       73028 |       73998 |       72973 |       73185
  misprediction rate                 |       3.52% |       3.29% |       3.28% |       3.29% |       3.25% |       3.30% |       3.26% |       3.25%
  mpki                               |        1.54 |        0.66 |        0.66 |        0.66 |        0.65 |        0.66 |        0.65 |        0.65
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   791378678 |    17406738 |    17370410 |    17317791 |    17421408 |    17357073 |    17358991 |    17441210
    num misses                       |         196 |          48 |          47 |          47 |          43 |          48 |          43 |          44
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  2402223939 |    71040319 |    70890359 |    70677487 |    71115305 |    70832640 |    70851422 |    71197208
    num misses                       |    14819154 |      747784 |      744149 |      758522 |      763605 |      769002 |      761437 |      753001
    miss rate                        |       0.62% |       1.05% |       1.05% |       1.07% |       1.07% |       1.09% |       1.07% |       1.06%
    mpki                             |        3.66 |        6.65 |        6.64 |        6.78 |        6.79 |        6.86 |        6.79 |        6.69
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |    14819350 |      747832 |      744196 |      758569 |      763648 |      769050 |      761480 |      753045
    num misses                       |     6837916 |      386270 |      385102 |      384846 |      387686 |      385767 |      386400 |      387206
    miss rate                        |      46.14% |      51.65% |      51.75% |      50.73% |      50.77% |      50.16% |      50.74% |      51.42%
    mpki                             |        1.69 |        3.44 |        3.43 |        3.44 |        3.45 |        3.44 |        3.45 |        3.44
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   791378678 |    17406738 |    17370410 |    17317791 |    17421408 |    17357073 |    17358991 |    17441210
    num cache misses                 |     1525867 |        2504 |        2448 |        2408 |        2350 |        2443 |        2316 |        2339
    miss rate                        |       0.19% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01%
    mpki                             |        0.38 |        0.02 |        0.02 |        0.02 |        0.02 |        0.02 |        0.02 |        0.02
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  2402223939 |    71040319 |    70890359 |    70677487 |    71115305 |    70832640 |    70851422 |    71197208
    num cache misses                 |    21234717 |      718231 |      715241 |      713591 |      719037 |      715685 |      715870 |      719560
    miss rate                        |       0.88% |       1.01% |       1.01% |       1.01% |       1.01% |       1.01% |       1.01% |       1.01%
    mpki                             |        5.24 |        6.39 |        6.38 |        6.38 |        6.39 |        6.39 |        6.39 |        6.39
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |    23980807 |      720941 |      717929 |      716189 |      721568 |      718366 |      718419 |      722094
    num cache misses                 |    13196329 |      517459 |      515031 |      513241 |      516995 |      515222 |      514157 |      517465
    miss rate                        |      55.03% |      71.78% |      71.74% |      71.66% |      71.65% |      71.72% |      71.57% |      71.66%
    mpki                             |        3.26 |        4.60 |        4.59 |        4.59 |        4.60 |        4.60 |        4.59 |        4.60
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |    14417441 |      517665 |      515271 |      513430 |      517176 |      515460 |      514388 |      517659
    num cache misses                 |     4399088 |      238650 |      237510 |      237752 |      242368 |      242455 |      241117 |      242071
    miss rate                        |      30.51% |      46.10% |      46.09% |      46.31% |      46.86% |      47.04% |      46.87% |      46.76%
    mpki                             |        1.09 |        2.12 |        2.12 |        2.13 |        2.15 |        2.16 |        2.15 |        2.15
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |     3435174 |           0 |           0 |           0 |     3434728 |           0 |           0 |           0
  average dram access latency (ns)   |       61.26 |         inf |         inf |         inf |       61.26 |         inf |         inf |         inf
  average dram queueing delay        |        0.01 |        0.00 |        0.00 |        0.00 |        0.01 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |     3426612 |       57191 |       57710 |       56997 |       56195 |       56491 |       55974 |       56296
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |      210280 |      115166 |      113975 |      114351 |      118327 |      117634 |      117532 |      118152
