                                     | Core 0     | Core 1    
  Instructions                       |  283857820 |  283545840
  Cycles                             |  299026830 |  299026830
  IPC                                |       0.95 |       0.95
  Time (ns)                          |  103112700 |  103112700
  Idle time (ns)                     |        342 |     273569
  Idle time (%)                      |       0.0% |       0.3%
Branch predictor stats               |            |           
  num correct                        |   21602232 |   21620501
  num incorrect                      |      38947 |      29308
  misprediction rate                 |      0.18% |      0.14%
  mpki                               |       0.14 |       0.10
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |   41252249 |   41159269
    num misses                       |        135 |         23
    miss rate                        |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |  105394759 |  105085676
    num misses                       |    5151537 |    5128031
    miss rate                        |      4.89% |      4.88%
    mpki                             |      18.15 |      18.09
  L2 TLB                             |            |           
    num accesses                     |    5151672 |    5128054
    num misses                       |    2097879 |    2088662
    miss rate                        |     40.72% |     40.73%
    mpki                             |       7.39 |       7.37
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |   41252249 |   41159269
    num cache misses                 |       4571 |       1391
    miss rate                        |      0.01% |      0.00%
    mpki                             |       0.02 |       0.00
  Cache L1-D                         |            |           
    num cache accesses               |  105394759 |  105085676
    num cache misses                 |    2728653 |    2726900
    miss rate                        |      2.59% |      2.59%
    mpki                             |       9.61 |       9.62
  Cache L2                           |            |           
    num cache accesses               |    2854125 |    2846615
    num cache misses                 |    1778319 |    1762969
    miss rate                        |     62.31% |     61.93%
    mpki                             |       6.26 |       6.22
  Cache L3                           |            |           
    num cache accesses               |    1899224 |    1881293
    num cache misses                 |      77191 |      67761
    miss rate                        |      4.06% |      3.60%
    mpki                             |       0.27 |       0.24
DRAM summary                         |            |           
  num dram accesses                  |     144944 |          0
  average dram access latency (ns)   |    8389.23 |        inf
  average dram queueing delay        |    8327.98 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |       7057 |        475
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
