                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |    9675047 |    4394825 |   84315474 |   84063054 |  256068845 |  137503270 |  132886825 |  123530271 |  486971591 |  471370974 |  486852264 |    4616832
  Cycles                             |  348587800 |  348587800 |  348587800 |  348587800 |  459502100 |  459502100 |  459502100 |  459502100 |  348587800 |  348587800 |  348587800 |  348587800
  IPC                                |       0.03 |       0.01 |       0.24 |       0.24 |       0.56 |       0.30 |       0.29 |       0.27 |       1.40 |       1.35 |       1.40 |       0.01
  Time (ns)                          |  158449000 |  158449000 |  158449000 |  158449000 |  158449000 |  158449000 |  158449000 |  158449000 |  158449000 |  158449000 |  158449000 |  158449000
  Idle time (ns)                     |  154813425 |  156098732 |  108634647 |  108897822 |    8405034 |  138156097 |  138722270 |  140257280 |   20240266 |   20009577 |   17093925 |  156786197
  Idle time (%)                      |      97.7% |      98.5% |      68.6% |      68.7% |       5.3% |      87.2% |      87.6% |      88.5% |      12.8% |      12.6% |      10.8% |      99.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1277369 |     172928 |    4237719 |    4224775 |   12884935 |     206341 |     201730 |     196098 |   58169427 |   56449296 |   58097236 |     471766
  num incorrect                      |       7644 |        727 |        632 |        634 |       1906 |       3536 |       3585 |       3575 |    2626467 |    2752876 |    2740291 |       8367
  misprediction rate                 |      0.59% |      0.42% |      0.01% |      0.02% |      0.01% |      1.68% |      1.75% |      1.79% |      4.32% |      4.65% |      4.50% |      1.74%
  mpki                               |       0.79 |       0.17 |       0.01 |       0.01 |       0.01 |       0.03 |       0.03 |       0.03 |       5.39 |       5.84 |       5.63 |       1.81
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1527250 |     430466 |    6367602 |    6347440 |   19362492 |    7733639 |    7476451 |    6962804 |   55473047 |   53799939 |   55580267 |     622589
    num misses                       |        120 |         35 |         32 |         32 |         33 |         39 |         39 |         39 |         46 |         46 |         47 |         41
    miss rate                        |      0.01% |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.01%
    mpki                             |       0.01 |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    4824089 |    3838140 |   56849215 |   56681777 |  172637812 |   32142588 |   31071844 |   28936918 |  239514734 |  227536243 |  236382400 |    2530504
    num misses                       |      12795 |       5345 |        648 |        663 |       1845 |       3001 |       3018 |       2967 |      35745 |      31278 |      28470 |       4501
    miss rate                        |      0.27% |      0.14% |      0.00% |      0.00% |      0.00% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.18%
    mpki                             |       1.32 |       1.22 |       0.01 |       0.01 |       0.01 |       0.02 |       0.02 |       0.02 |       0.07 |       0.07 |       0.06 |       0.97
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      12915 |       5380 |        680 |        695 |       1878 |       3040 |       3057 |       3006 |      35791 |      31324 |      28517 |       4542
    num misses                       |       4136 |       5324 |        623 |        621 |       1740 |       2321 |       2296 |       2246 |       2827 |       2489 |       2320 |       2273
    miss rate                        |     32.02% |     98.96% |     91.62% |     89.35% |     92.65% |     76.35% |     75.11% |     74.72% |      7.90% |      7.95% |      8.14% |     50.04%
    mpki                             |       0.43 |       1.21 |       0.01 |       0.01 |       0.01 |       0.02 |       0.02 |       0.02 |       0.01 |       0.01 |       0.00 |       0.49
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1527250 |     430466 |    6367602 |    6347440 |   19362492 |    7733639 |    7476451 |    6962804 |   55473047 |   53799939 |   55580267 |     622589
    num cache misses                 |       2015 |        559 |        645 |        653 |        779 |       1162 |       1204 |       1092 |      34634 |      34094 |      34011 |        654
    miss rate                        |      0.13% |      0.13% |      0.01% |      0.01% |      0.00% |      0.02% |      0.02% |      0.02% |      0.06% |      0.06% |      0.06% |      0.11%
    mpki                             |       0.21 |       0.13 |       0.01 |       0.01 |       0.00 |       0.01 |       0.01 |       0.01 |       0.07 |       0.07 |       0.07 |       0.14
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    4824089 |    3838140 |   56849215 |   56681777 |  172637812 |   32142588 |   31071844 |   28936918 |  239514734 |  227536243 |  236382400 |    2530504
    num cache misses                 |     171502 |     334386 |      36539 |      36354 |     110106 |      65958 |      63917 |      59955 |    4550346 |    4144527 |    4408002 |      25097
    miss rate                        |      3.56% |      8.71% |      0.06% |      0.06% |      0.06% |      0.21% |      0.21% |      0.21% |      1.90% |      1.82% |      1.86% |      0.99%
    mpki                             |      17.73 |      76.09 |       0.43 |       0.43 |       0.43 |       0.48 |       0.48 |       0.49 |       9.34 |       8.79 |       9.05 |       5.44
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     235349 |     372781 |      37466 |      37314 |     112152 |      68056 |      66074 |      62020 |    4587427 |    4180936 |    4444269 |      29369
    num cache misses                 |     161558 |     333603 |      36700 |      36548 |     109460 |      66590 |      64622 |      60573 |     145426 |     133579 |     138022 |      17632
    miss rate                        |     68.65% |     89.49% |     97.96% |     97.95% |     97.60% |     97.85% |     97.80% |     97.67% |      3.17% |      3.19% |      3.11% |     60.04%
    mpki                             |      16.70 |      75.91 |       0.44 |       0.43 |       0.43 |       0.48 |       0.49 |       0.49 |       0.30 |       0.28 |       0.28 |       3.82
