                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |    4352780 |    4170352 |    4146975 |    4044723 |    3994602 |    4062756 |    3998344 |    3962851 |    3968065 |    3862004 |    3838491 |    3843257
  Cycles                             |    6468000 |    6468000 |    6468000 |    4851000 |    4851000 |    6468000 |    6468000 |    6468000 |    6468000 |    4851000 |    4851000 |    6468000
  IPC                                |       0.67 |       0.64 |       0.64 |       0.83 |       0.82 |       0.63 |       0.62 |       0.61 |       0.61 |       0.80 |       0.79 |       0.59
  Time (ns)                          |    1617000 |    1617000 |    1617000 |    1617000 |    1617000 |    1617000 |    1617000 |    1617000 |    1617000 |    1617000 |    1617000 |    1617000
  Idle time (ns)                     |        265 |     205869 |     206352 |     206616 |     206836 |     207084 |     207332 |     207552 |     207772 |     207992 |     208212 |     208433
  Idle time (%)                      |       0.0% |      12.7% |      12.8% |      12.8% |      12.8% |      12.8% |      12.8% |      12.8% |      12.8% |      12.9% |      12.9% |      12.9%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     457372 |     480465 |     473624 |     450544 |     440929 |     460937 |     445836 |     439593 |     438596 |     419215 |     413159 |     415327
  num incorrect                      |       4274 |        371 |        473 |        517 |        480 |        376 |        431 |        852 |        945 |        986 |       1132 |       1304
  misprediction rate                 |      0.93% |      0.08% |      0.10% |      0.11% |      0.11% |      0.08% |      0.10% |      0.19% |      0.21% |      0.23% |      0.27% |      0.31%
  mpki                               |       0.98 |       0.09 |       0.11 |       0.13 |       0.12 |       0.09 |       0.11 |       0.21 |       0.24 |       0.26 |       0.29 |       0.34
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     393429 |     328322 |     317873 |     306064 |     294855 |     284137 |     273685 |     263118 |     252836 |     241318 |     231473 |     212081
    num misses                       |        118 |         22 |         24 |         24 |         24 |         22 |         24 |         24 |         24 |         22 |         24 |         22
    miss rate                        |      0.03% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.03 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
