                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   43821034 |   44520605 |   44153345 |   44834232 |   44502721 |   43580661 |   43177748 |   43537508
  Cycles                             |   20875600 |   20875600 |   20875600 |   20875600 |   20875600 |   20875600 |   20875600 |   20875600
  IPC                                |       2.10 |       2.13 |       2.12 |       2.15 |       2.13 |       2.09 |       2.07 |       2.09
  Time (ns)                          |    5218900 |    5218900 |    5218900 |    5218900 |    5218900 |    5218900 |    5218900 |    5218900
  Idle time (ns)                     |     128320 |     322873 |     284571 |     245510 |     235686 |     235838 |     235874 |     236985
  Idle time (%)                      |       2.5% |       6.2% |       5.5% |       4.7% |       4.5% |       4.5% |       4.5% |       4.5%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    7561762 |    8001492 |    7909682 |    8336847 |    8091540 |    7707568 |    7359258 |    7775515
  num incorrect                      |      40065 |      31910 |      33255 |      33307 |      34040 |      34451 |      34425 |      31405
  misprediction rate                 |      0.53% |      0.40% |      0.42% |      0.40% |      0.42% |      0.44% |      0.47% |      0.40%
  mpki                               |       0.91 |       0.72 |       0.75 |       0.74 |       0.76 |       0.79 |       0.80 |       0.72
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    1573433 |    1442156 |    1434180 |    1392369 |    1425282 |    1476791 |    1561636 |    1482324
    num misses                       |        224 |         27 |         27 |         27 |         27 |         27 |         27 |         27
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   16210746 |   16011351 |   15905172 |   15746665 |   15863204 |   15796374 |   16000100 |   15670835
    num misses                       |       4470 |        369 |       1990 |       1103 |       1300 |        382 |        340 |       1562
    miss rate                        |      0.03% |      0.00% |      0.01% |      0.01% |      0.01% |      0.00% |      0.00% |      0.01%
    mpki                             |       0.10 |       0.01 |       0.05 |       0.02 |       0.03 |       0.01 |       0.01 |       0.04
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       4694 |        396 |       2017 |       1130 |       1327 |        409 |        367 |       1589
    num misses                       |        588 |        212 |        206 |        203 |        205 |        199 |        198 |        198
    miss rate                        |     12.53% |     53.54% |     10.21% |     17.96% |     15.45% |     48.66% |     53.95% |     12.46%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    1573433 |    1442156 |    1434180 |    1392369 |    1425282 |    1476791 |    1561636 |    1482324
    num cache misses                 |      12726 |        302 |        304 |        307 |        301 |        308 |        302 |        309
    miss rate                        |      0.81% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.29 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |   16210746 |   16011351 |   15905172 |   15746665 |   15863204 |   15796374 |   16000100 |   15670835
    num cache misses                 |    1202711 |    1179130 |    1175740 |    1130143 |    1150793 |    1151175 |    1197239 |    1148370
    miss rate                        |      7.42% |      7.36% |      7.39% |      7.18% |      7.25% |      7.29% |      7.48% |      7.33%
    mpki                             |      27.45 |      26.49 |      26.63 |      25.21 |      25.86 |      26.41 |      27.73 |      26.38
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    1228357 |    1189741 |    1186347 |    1140693 |    1162308 |    1161421 |    1208936 |    1158169
    num cache misses                 |      88879 |      78516 |      78014 |      78847 |      78416 |      78469 |      77648 |      78858
    miss rate                        |      7.24% |      6.60% |      6.58% |      6.91% |      6.75% |      6.76% |      6.42% |      6.81%
    mpki                             |       2.03 |       1.76 |       1.77 |       1.76 |       1.76 |       1.80 |       1.80 |       1.81
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |     103423 |      88833 |      88746 |      89103 |      90057 |      88833 |      89467 |      88757
    num cache misses                 |      28953 |      17644 |      18245 |      19158 |      19993 |      17018 |      19312 |      19868
    miss rate                        |     27.99% |     19.86% |     20.56% |     21.50% |     22.20% |     19.16% |     21.59% |     22.38%
    mpki                             |       0.66 |       0.40 |       0.41 |       0.43 |       0.45 |       0.39 |       0.45 |       0.46
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      22923 |          0 |          0 |          0 |      22904 |          0 |          0 |          0
  average dram access latency (ns)   |    1509.04 |        inf |        inf |        inf |    1514.23 |        inf |        inf |        inf
  average dram queueing delay        |    1447.79 |       0.00 |       0.00 |       0.00 |    1452.98 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |       6817 |         28 |         31 |         30 |         16 |         19 |         10 |         13
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |      12520 |      12117 |      12774 |      13693 |      14245 |      11396 |      13120 |      14339
