                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |  215154856 |  218233111 |  217984078 |  219187474 |  166556097 |  173146759 |  174611427 |  173647767 |  212697995 |  211591310 |  211737860 |  212743368
  Cycles                             |  730142400 |  730142400 |  730142400 |  730142400 |  182535600 |  182535600 |  182535600 |  182535600 |  730142400 |  730142400 |  730142400 |  730142400
  IPC                                |       0.29 |       0.30 |       0.30 |       0.30 |       0.91 |       0.95 |       0.96 |       0.95 |       0.29 |       0.29 |       0.29 |       0.29
  Time (ns)                          |  182535600 |  182535600 |  182535600 |  182535600 |  182535600 |  182535600 |  182535600 |  182535600 |  182535600 |  182535600 |  182535600 |  182535600
  Idle time (ns)                     |   22394285 |   22965770 |   23452199 |   21752762 |     481938 |     462334 |     462730 |     469191 |   39312161 |   39997031 |   40035712 |   39890872
  Idle time (%)                      |      12.3% |      12.6% |      12.8% |      11.9% |       0.3% |       0.3% |       0.3% |       0.3% |      21.5% |      21.9% |      21.9% |      21.9%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   25392858 |   26662253 |   26582021 |   26983447 |   10297414 |   12948214 |   13447992 |   13127181 |   29754928 |   29509701 |   29593420 |   29928291
  num incorrect                      |      11503 |       5013 |       4892 |       4934 |       4537 |       4470 |       4467 |       4439 |       4278 |       4222 |       4101 |       4162
  misprediction rate                 |      0.05% |      0.02% |      0.02% |      0.02% |      0.04% |      0.03% |      0.03% |      0.03% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.05 |       0.02 |       0.02 |       0.02 |       0.03 |       0.03 |       0.03 |       0.03 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   17945185 |   17787891 |   17787083 |   17787190 |   17470213 |   17281658 |   17275550 |   17275338 |   15893750 |   15842989 |   15822749 |   15822869
    num misses                       |        200 |         34 |         34 |         34 |         34 |         27 |         29 |         27 |         27 |         27 |         30 |         35
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   99472137 |   99565186 |   99520242 |   99722238 |   89739584 |   90333275 |   90562469 |   90401066 |   91906256 |   91578074 |   91554502 |   91722293
    num misses                       |      53825 |      50823 |      50718 |      50884 |      50947 |      49568 |      49352 |      49458 |      45918 |      45791 |      45353 |      45201
    miss rate                        |      0.05% |      0.05% |      0.05% |      0.05% |      0.06% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05%
    mpki                             |       0.25 |       0.23 |       0.23 |       0.23 |       0.31 |       0.29 |       0.28 |       0.28 |       0.22 |       0.22 |       0.21 |       0.21
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      54025 |      50857 |      50752 |      50918 |      50981 |      49595 |      49381 |      49485 |      45945 |      45818 |      45383 |      45236
    num misses                       |      31222 |      29848 |      29836 |      29951 |      29851 |      29392 |      29549 |      29270 |      26723 |      26694 |      26182 |      25884
    miss rate                        |     57.79% |     58.69% |     58.79% |     58.82% |     58.55% |     59.26% |     59.84% |     59.15% |     58.16% |     58.26% |     57.69% |     57.22%
    mpki                             |       0.15 |       0.14 |       0.14 |       0.14 |       0.18 |       0.17 |       0.17 |       0.17 |       0.13 |       0.13 |       0.12 |       0.12
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   17945185 |   17787891 |   17787083 |   17787190 |   17470213 |   17281658 |   17275550 |   17275338 |   15893750 |   15842989 |   15822749 |   15822869
    num cache misses                 |      23705 |      12052 |      12156 |      12479 |      19613 |      19482 |      19349 |      19834 |      11307 |      11257 |      11157 |      11212
    miss rate                        |      0.13% |      0.07% |      0.07% |      0.07% |      0.11% |      0.11% |      0.11% |      0.11% |      0.07% |      0.07% |      0.07% |      0.07%
    mpki                             |       0.11 |       0.06 |       0.06 |       0.06 |       0.12 |       0.11 |       0.11 |       0.11 |       0.05 |       0.05 |       0.05 |       0.05
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   99472137 |   99565186 |   99520242 |   99722238 |   89739584 |   90333275 |   90562469 |   90401066 |   91906256 |   91578074 |   91554502 |   91722293
    num cache misses                 |    3713173 |    3705879 |    3705819 |    3705560 |    3638664 |    3609352 |    3606414 |    3606814 |    3321277 |    3313529 |    3298908 |    3298310
    miss rate                        |      3.73% |      3.72% |      3.72% |      3.72% |      4.05% |      4.00% |      3.98% |      3.99% |      3.61% |      3.62% |      3.60% |      3.60%
    mpki                             |      17.26 |      16.98 |      17.00 |      16.91 |      21.85 |      20.85 |      20.65 |      20.77 |      15.61 |      15.66 |      15.58 |      15.50
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    4028867 |    4009255 |    4010135 |    4010055 |    3938093 |    3886257 |    3885041 |    3895786 |    3587692 |    3572064 |    3554494 |    3550613
    num cache misses                 |    2604685 |    2587961 |    2543920 |    2580303 |    2715545 |    2691306 |    2689309 |    2694745 |    2395824 |    2382301 |    2360542 |    2351138
    miss rate                        |     64.65% |     64.55% |     63.44% |     64.35% |     68.96% |     69.25% |     69.22% |     69.17% |     66.78% |     66.69% |     66.41% |     66.22%
    mpki                             |      12.11 |      11.86 |      11.67 |      11.77 |      16.30 |      15.54 |      15.40 |      15.52 |      11.26 |      11.26 |      11.15 |      11.05
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2902108 |    2879865 |    2836858 |    2872970 |    2996029 |    2949357 |    2949109 |    2964391 |    2651402 |    2630201 |    2605497 |    2592484
    num cache misses                 |    2317472 |    2285288 |    2307735 |    2334159 |    2344706 |    2285334 |    2293498 |    2318852 |    1660331 |    1566068 |    1548800 |    1557475
    miss rate                        |     79.85% |     79.35% |     81.35% |     81.25% |     78.26% |     77.49% |     77.77% |     78.22% |     62.62% |     59.54% |     59.44% |     60.08%
    mpki                             |      10.77 |      10.47 |      10.59 |      10.65 |      14.08 |      13.20 |      13.13 |      13.35 |       7.81 |       7.40 |       7.31 |       7.32
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |   16864219 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |   16869761 |          0 |          0 |          0
  average dram access latency (ns)   |    2094.30 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |    2076.95 |        inf |        inf |        inf
  average dram queueing delay        |    2033.05 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |    2015.70 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     11.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |     11.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
