                                     | Core 0      | Core 1     
  Instructions                       |  3938536564 |   897399759
  Cycles                             |  4130030740 |  4130030740
  IPC                                |        0.95 |        0.22
  Time (ns)                          |  1877286700 |  1877286700
  Idle time (ns)                     |   362205466 |  1515102404
  Idle time (%)                      |       19.3% |       80.7%
Branch predictor stats               |             |            
  num correct                        |   169535610 |    17366022
  num incorrect                      |     6140618 |      585469
  misprediction rate                 |       3.50% |       3.26%
  mpki                               |        1.56 |        0.65
TLB Summary                          |             |            
  I-TLB                              |             |            
    num accesses                     |   773979120 |   138992082
    num misses                       |         201 |          49
    miss rate                        |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00
  D-TLB                              |             |            
    num accesses                     |  2331207681 |   567306776
    num misses                       |    12893365 |     5942765
    miss rate                        |       0.55% |       1.05%
    mpki                             |        3.27 |        6.62
  L2 TLB                             |             |            
    num accesses                     |    12893566 |     5942814
    num misses                       |     6412508 |     3085899
    miss rate                        |      49.73% |      51.93%
    mpki                             |        1.63 |        3.44
Cache Summary                        |             |            
  Cache L1-I                         |             |            
    num cache accesses               |   773979120 |   138992082
    num cache misses                 |     1851658 |       50112
    miss rate                        |       0.24% |       0.04%
    mpki                             |        0.47 |        0.06
  Cache L1-D                         |             |            
    num cache accesses               |  2331207681 |   567306776
    num cache misses                 |    22179796 |     5777512
    miss rate                        |       0.95% |       1.02%
    mpki                             |        5.63 |        6.44
  Cache L2                           |             |            
    num cache accesses               |    25249165 |     5827924
    num cache misses                 |    15637737 |     4920317
    miss rate                        |      61.93% |      84.43%
    mpki                             |        3.97 |        5.48
  Cache L3                           |             |            
    num cache accesses               |    16856485 |     4920617
    num cache misses                 |     4117814 |      879228
    miss rate                        |      24.43% |      17.87%
    mpki                             |        1.05 |        0.98
DRAM summary                         |             |            
  num dram accesses                  |     7460029 |           0
  average dram access latency (ns)   |       61.27 |         inf
  average dram queueing delay        |        0.02 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00%
Coherency Traffic                    |             |            
  num loads from dram                |     3433129 |      775835
  num loads from dram cache          |           0 |           0
  num loads from remote cache        |           0 |           0
