                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |    5562346 |    5389838 |    5325810 |    5325259 |    5282556 |    5223777 |    5205517 |    5132586
  Cycles                             |    6864000 |    6864000 |    6864000 |    6864000 |    6864000 |    6864000 |    6864000 |    6864000
  IPC                                |       0.81 |       0.79 |       0.78 |       0.78 |       0.77 |       0.76 |       0.76 |       0.75
  Time (ns)                          |    1716000 |    1716000 |    1716000 |    1716000 |    1716000 |    1716000 |    1716000 |    1716000
  Idle time (ns)                     |        197 |     185652 |     186088 |     186302 |     186460 |     186650 |     186815 |     187004
  Idle time (%)                      |       0.0% |      10.8% |      10.8% |      10.9% |      10.9% |      10.9% |      10.9% |      10.9%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |     517630 |     544708 |     533013 |     533494 |     524887 |     511303 |     509021 |     493118
  num incorrect                      |       4424 |        562 |        503 |       1057 |       1202 |       1238 |       1260 |       1458
  misprediction rate                 |      0.85% |      0.10% |      0.09% |      0.20% |      0.23% |      0.24% |      0.25% |      0.29%
  mpki                               |       0.80 |       0.10 |       0.09 |       0.20 |       0.23 |       0.24 |       0.24 |       0.28
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |     440266 |     377189 |     366517 |     356318 |     345254 |     335073 |     324933 |     305066
    num misses                       |        119 |         22 |         24 |         22 |         22 |         24 |         24 |         24
    miss rate                        |      0.03% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.02 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    2124951 |    1965605 |    1937700 |    1935716 |    1910772 |    1888781 |    1876216 |    1861283
    num misses                       |       8118 |       6790 |       7374 |       6602 |       6218 |       6546 |       6425 |       6555
    miss rate                        |      0.38% |      0.35% |      0.38% |      0.34% |      0.33% |      0.35% |      0.34% |      0.35%
    mpki                             |       1.46 |       1.26 |       1.38 |       1.24 |       1.18 |       1.25 |       1.23 |       1.28
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       8237 |       6812 |       7398 |       6624 |       6240 |       6570 |       6449 |       6579
    num misses                       |        564 |        272 |        221 |        292 |        214 |        324 |        237 |        307
    miss rate                        |      6.85% |      3.99% |      2.99% |      4.41% |      3.43% |      4.93% |      3.67% |      4.67%
    mpki                             |       0.10 |       0.05 |       0.04 |       0.05 |       0.04 |       0.06 |       0.05 |       0.06
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |     440266 |     377189 |     366517 |     356318 |     345254 |     335073 |     324933 |     305066
    num cache misses                 |       1899 |        136 |        141 |        134 |        135 |        141 |        140 |        144
    miss rate                        |      0.43% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.05%
    mpki                             |       0.34 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    2124951 |    1965605 |    1937700 |    1935716 |    1910772 |    1888781 |    1876216 |    1861283
    num cache misses                 |      93427 |      82732 |      82651 |      81052 |      80751 |      80832 |      80943 |      80785
    miss rate                        |      4.40% |      4.21% |      4.27% |      4.19% |      4.23% |      4.28% |      4.31% |      4.34%
    mpki                             |      16.80 |      15.35 |      15.52 |      15.22 |      15.29 |      15.47 |      15.55 |      15.74
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |     114756 |      99678 |     101031 |      99328 |      98825 |      98647 |      99033 |      99100
    num cache misses                 |      49005 |      40428 |      40634 |      41477 |      40723 |      40878 |      40854 |      41136
    miss rate                        |     42.70% |     40.56% |     40.22% |     41.76% |     41.21% |     41.44% |     41.25% |     41.51%
    mpki                             |       8.81 |       7.50 |       7.63 |       7.79 |       7.71 |       7.83 |       7.85 |       8.01
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      71926 |      59285 |      61010 |      61296 |      61437 |      60758 |      60893 |      61115
    num cache misses                 |      28880 |      17835 |      18413 |      23042 |      20469 |      18022 |      18352 |      22784
    miss rate                        |     40.15% |     30.08% |     30.18% |     37.59% |     33.32% |     29.66% |     30.14% |     37.28%
    mpki                             |       5.19 |       3.31 |       3.46 |       4.33 |       3.87 |       3.45 |       3.53 |       4.44
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |       9215 |          0 |          0 |          0 |       9162 |          0 |          0 |          0
  average dram access latency (ns)   |     272.29 |        inf |        inf |        inf |     273.63 |        inf |        inf |        inf
  average dram queueing delay        |     211.04 |       0.00 |       0.00 |       0.00 |     212.38 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |       6139 |         17 |         17 |          8 |         20 |         15 |         19 |          7
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |      12987 |      13113 |      13726 |      13840 |      13456 |      13409 |      13801 |      13666
