                                     | Core 0      | Core 1     
  Instructions                       |  1113710693 |  1033955542
  Cycles                             |  1537611600 |  1537611600
  IPC                                |        0.72 |        0.67
  Time (ns)                          |   384402900 |   384402900
  Idle time (ns)                     |     1737044 |      236468
  Idle time (%)                      |        0.5% |        0.1%
Branch predictor stats               |             |            
  num correct                        |   201513532 |   174164860
  num incorrect                      |      645680 |      654003
  misprediction rate                 |       0.32% |       0.37%
  mpki                               |        0.58 |        0.63
TLB Summary                          |             |            
  I-TLB                              |             |            
    num accesses                     |    39296120 |    40085440
    num misses                       |         223 |          27
    miss rate                        |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00
  D-TLB                              |             |            
    num accesses                     |   400274412 |   387654816
    num misses                       |      392482 |      390848
    miss rate                        |       0.10% |       0.10%
    mpki                             |        0.35 |        0.38
  L2 TLB                             |             |            
    num accesses                     |      392705 |      390875
    num misses                       |      353170 |      353636
    miss rate                        |      89.93% |      90.47%
    mpki                             |        0.32 |        0.34
Cache Summary                        |             |            
  Cache L1-I                         |             |            
    num cache accesses               |    39296120 |    40085440
    num cache misses                 |       32196 |       16422
    miss rate                        |       0.08% |       0.04%
    mpki                             |        0.03 |        0.02
  Cache L1-D                         |             |            
    num cache accesses               |   400274412 |   387654816
    num cache misses                 |   102594990 |   102973031
    miss rate                        |      25.63% |      26.56%
    mpki                             |       92.12 |       99.59
  Cache L2                           |             |            
    num cache accesses               |   103235472 |   103606808
    num cache misses                 |    21680181 |    21723987
    miss rate                        |      21.00% |      20.97%
    mpki                             |       19.47 |       21.01
  Cache L3                           |             |            
    num cache accesses               |    22326826 |    22374716
    num cache misses                 |    20855255 |    20902801
    miss rate                        |      93.41% |      93.42%
    mpki                             |       18.73 |       20.22
DRAM summary                         |             |            
  num dram accesses                  |    43532234 |           0
  average dram access latency (ns)   |       86.63 |         inf
  average dram queueing delay        |       25.38 |        0.00
  average dram bandwidth utilization |      14.00% |       0.00%
Coherency Traffic                    |             |            
  num loads from dram                |    20649563 |    20708797
  num loads from dram cache          |           0 |           0
  num loads from remote cache        |           0 |           0
