                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |  112541382 |  113697495 |  113677854 |  113547984 |  109577415 |  110041312
  Cycles                             |  165794800 |  165794800 |  165794800 |  165794800 |   41448700 |   41448700
  IPC                                |       0.68 |       0.69 |       0.69 |       0.68 |       2.64 |       2.65
  Time (ns)                          |   41448700 |   41448700 |   41448700 |   41448700 |   41448700 |   41448700
  Idle time (ns)                     |        399 |     495288 |     497889 |     500257 |     502511 |     504698
  Idle time (%)                      |       0.0% |       1.2% |       1.2% |       1.2% |       1.2% |       1.2%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |     834352 |    1470360 |    1463851 |    1420807 |   17965016 |   18119707
  num incorrect                      |      13254 |       5191 |       5225 |       5164 |       3895 |       3827
  misprediction rate                 |      1.56% |      0.35% |      0.36% |      0.36% |      0.02% |      0.02%
  mpki                               |       0.12 |       0.05 |       0.05 |       0.05 |       0.04 |       0.03
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |   10649602 |   10472935 |   10472744 |   10472744 |    5345125 |    5345126
    num misses                       |        236 |         38 |         38 |         38 |         38 |         38
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |   51729600 |   51515887 |   51512465 |   51490509 |   34881915 |   34959249
    num misses                       |      13839 |       1760 |       1745 |       6316 |       5766 |       1589
    miss rate                        |      0.03% |      0.00% |      0.00% |      0.01% |      0.02% |      0.00%
    mpki                             |       0.12 |       0.02 |       0.02 |       0.06 |       0.05 |       0.01
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |      14075 |       1798 |       1783 |       6354 |       5804 |       1627
    num misses                       |        664 |        153 |        138 |        136 |        133 |        131
    miss rate                        |      4.72% |      8.51% |      7.74% |      2.14% |      2.29% |      8.05%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |   10649602 |   10472935 |   10472744 |   10472744 |    5345125 |    5345126
    num cache misses                 |      76321 |      56790 |      56843 |      56782 |      56357 |      56358
    miss rate                        |      0.72% |      0.54% |      0.54% |      0.54% |      1.05% |      1.05%
    mpki                             |       0.68 |       0.50 |       0.50 |       0.50 |       0.51 |       0.51
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |   51729600 |   51515887 |   51512465 |   51490509 |   34881915 |   34959249
    num cache misses                 |     757226 |     726405 |     735579 |     734622 |     402677 |     400589
    miss rate                        |      1.46% |      1.41% |      1.43% |      1.43% |      1.15% |      1.15%
    mpki                             |       6.73 |       6.39 |       6.47 |       6.47 |       3.67 |       3.64
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |     849365 |     798167 |     802172 |     814738 |     467466 |     465316
    num cache misses                 |      72817 |      59529 |      63429 |      61649 |      53275 |      45460
    miss rate                        |      8.57% |      7.46% |      7.91% |      7.57% |     11.40% |      9.77%
    mpki                             |       0.65 |       0.52 |       0.56 |       0.54 |       0.49 |       0.41
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |     102886 |      94588 |      96156 |     107656 |      80351 |      69549
    num cache misses                 |      12924 |       1189 |       1227 |       1163 |       1119 |       1081
    miss rate                        |     12.56% |      1.26% |      1.28% |      1.08% |      1.39% |      1.55%
    mpki                             |       0.11 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |      18343 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      63.16 |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       1.91 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |       6717 |         49 |         40 |         43 |         46 |         42
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0
