                                     | Core 0     | Core 1    
  Instructions                       |  283311600 |  284137557
  Cycles                             |  306836240 |  306836240
  IPC                                |       0.92 |       0.93
  Time (ns)                          |  105805600 |  105805600
  Idle time (ns)                     |        218 |     275711
  Idle time (%)                      |       0.0% |       0.3%
Branch predictor stats               |            |           
  num correct                        |   21516226 |   21719690
  num incorrect                      |      38603 |      29472
  misprediction rate                 |      0.18% |      0.14%
  mpki                               |       0.14 |       0.10
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |   41077516 |   41334002
    num misses                       |        131 |         23
    miss rate                        |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |  105042994 |  105443926
    num misses                       |    5156002 |    5128756
    miss rate                        |      4.91% |      4.86%
    mpki                             |      18.20 |      18.05
  L2 TLB                             |            |           
    num accesses                     |    5156133 |    5128779
    num misses                       |    2100104 |    2088775
    miss rate                        |     40.73% |     40.73%
    mpki                             |       7.41 |       7.35
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |   41077516 |   41334002
    num cache misses                 |       4564 |       1407
    miss rate                        |      0.01% |      0.00%
    mpki                             |       0.02 |       0.00
  Cache L1-D                         |            |           
    num cache accesses               |  105042994 |  105443926
    num cache misses                 |    2941470 |    2942601
    miss rate                        |      2.80% |      2.79%
    mpki                             |      10.38 |      10.36
  Cache L2                           |            |           
    num cache accesses               |    3339942 |    3320515
    num cache misses                 |    1986647 |    1982258
    miss rate                        |     59.48% |     59.70%
    mpki                             |       7.01 |       6.98
  Cache L3                           |            |           
    num cache accesses               |    2379623 |    2356618
    num cache misses                 |     685012 |     680293
    miss rate                        |     28.79% |     28.87%
    mpki                             |       2.42 |       2.39
DRAM summary                         |            |           
  num dram accesses                  |      72505 |      72438
  average dram access latency (ns)   |      62.14 |      61.57
  average dram queueing delay        |       0.89 |       0.32
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |       6642 |        234
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |     578328 |     578275
