                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   30307152 |   30551913 |   30518998 |   30342112 |   30573008 |   30429624 |   30133438 |   29777088 |   29402838 |   29323756 |   29461954 |   29734575
  Cycles                             |   55686000 |   55686000 |   55686000 |   55686000 |   13921500 |   13921500 |   55686000 |   55686000 |   55686000 |   55686000 |   13921500 |   13921500
  IPC                                |       0.54 |       0.55 |       0.55 |       0.54 |       2.20 |       2.19 |       0.54 |       0.53 |       0.53 |       0.53 |       2.12 |       2.14
  Time (ns)                          |   13921500 |   13921500 |   13921500 |   13921500 |   13921500 |   13921500 |   13921500 |   13921500 |   13921500 |   13921500 |   13921500 |   13921500
  Idle time (ns)                     |     434789 |     790573 |     681551 |     579163 |     500577 |     466455 |     466855 |     467319 |     467783 |     468183 |     468583 |     469983
  Idle time (%)                      |       3.1% |       5.7% |       4.9% |       4.2% |       3.6% |       3.4% |       3.4% |       3.4% |       3.4% |       3.4% |       3.4% |       3.4%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    5284353 |    5680720 |    5470787 |    5501329 |    5730816 |    5598633 |    5532752 |    5335055 |    5176720 |    5114486 |    5086751 |    5392335
  num incorrect                      |      30989 |      21501 |      22907 |      24548 |      24538 |      25377 |      25392 |      25679 |      25683 |      25326 |      25076 |      22685
  misprediction rate                 |      0.58% |      0.38% |      0.42% |      0.44% |      0.43% |      0.45% |      0.46% |      0.48% |      0.49% |      0.49% |      0.49% |      0.42%
  mpki                               |       1.02 |       0.70 |       0.75 |       0.81 |       0.80 |       0.83 |       0.84 |       0.86 |       0.87 |       0.86 |       0.85 |       0.76
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1136762 |     958905 |    1021203 |    1001783 |     964050 |    1000679 |     988459 |    1016572 |    1061349 |    1068385 |    1106795 |    1036375
