                                     | Core 0     | Core 1    
  Instructions                       |     334336 |          0
  Cycles                             |     702000 |     702000
  IPC                                |       0.48 |       0.00
  Time (ns)                          |     175500 |     175500
  Idle time (ns)                     |        294 |     175500
  Idle time (%)                      |       0.2% |     100.0%
Branch predictor stats               |            |           
  num correct                        |      50559 |          0
  num incorrect                      |       3410 |          0
  misprediction rate                 |      6.32% |      0.00%
  mpki                               |      10.20 |       0.00
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |      40026 |          0
    num misses                       |         94 |          0
    miss rate                        |      0.23% |      0.00%
    mpki                             |       0.28 |       0.00
  D-TLB                              |            |           
    num accesses                     |     143035 |          0
    num misses                       |        348 |          0
    miss rate                        |      0.24% |      0.00%
    mpki                             |       1.04 |       0.00
  L2 TLB                             |            |           
    num accesses                     |        442 |          0
    num misses                       |        282 |          0
    miss rate                        |     63.80% |      0.00%
    mpki                             |       0.84 |       0.00
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |      40026 |          0
    num cache misses                 |       1159 |          0
    miss rate                        |      2.90% |       inf%
    mpki                             |       3.47 |        inf
  Cache L1-D                         |            |           
    num cache accesses               |     143035 |          0
    num cache misses                 |       9070 |          0
    miss rate                        |      6.34% |       inf%
    mpki                             |      27.13 |        inf
  Cache L2                           |            |           
    num cache accesses               |      12103 |          0
    num cache misses                 |       8531 |          0
    miss rate                        |     70.49% |       inf%
    mpki                             |      25.52 |        inf
  Cache L3                           |            |           
    num cache accesses               |      10413 |          0
    num cache misses                 |       8510 |          0
    miss rate                        |     81.72% |       inf%
    mpki                             |      25.45 |        inf
DRAM summary                         |            |           
  num dram accesses                  |       8510 |          0
  average dram access latency (ns)   |      62.52 |        inf
  average dram queueing delay        |       1.27 |       0.00
  average dram bandwidth utilization |      6.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |       6150 |          0
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
