                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  2525368041 |  2534849374 |  2563971352 |  2574876562 |  2569916437 |  2568006908 |  2604420836 |  2593310013
  Cycles                             |   900422800 |   900422800 |   900422800 |   900422800 |   900422800 |   900422800 |   900422800 |   900422800
  IPC                                |        2.80 |        2.82 |        2.85 |        2.86 |        2.85 |        2.85 |        2.89 |        2.88
  Time (ns)                          |   225105700 |   225105700 |   225105700 |   225105700 |   225105700 |   225105700 |   225105700 |   225105700
  Idle time (ns)                     |         464 |      251929 |      253156 |      254180 |      255142 |      256082 |      257071 |      258062
  Idle time (%)                      |        0.0% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1%
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |    12838877 |    16501494 |    29863630 |    33498531 |    31845433 |    31207338 |   313946155 |   310242552
  num incorrect                      |       55077 |       45363 |       40668 |       41073 |       40513 |       40305 |       32434 |       32433
  misprediction rate                 |       0.43% |       0.27% |       0.14% |       0.12% |       0.13% |       0.13% |       0.01% |       0.01%
  mpki                               |        0.02 |        0.02 |        0.02 |        0.02 |        0.02 |        0.02 |        0.01 |        0.01
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   237288411 |   236970624 |   235978411 |   235978411 |   235978558 |   235978628 |   158651336 |   158651337
    num misses                       |         283 |          38 |          38 |          38 |          38 |          38 |          38 |          38
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  1160724785 |  1161419141 |  1162834901 |  1164652023 |  1163825796 |  1163510510 |   928586201 |   926734390
    num misses                       |     1401022 |     1404536 |     1408917 |     1380870 |     1347404 |     1398393 |      929654 |      948953
    miss rate                        |       0.12% |       0.12% |       0.12% |       0.12% |       0.12% |       0.12% |       0.10% |       0.10%
    mpki                             |        0.55 |        0.55 |        0.55 |        0.54 |        0.52 |        0.54 |        0.36 |        0.37
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |     1401305 |     1404574 |     1408955 |     1380908 |     1347442 |     1398431 |      929692 |      948991
    num misses                       |       34485 |       37102 |       36482 |       33353 |       29939 |       31743 |       21595 |       31949
    miss rate                        |       2.46% |       2.64% |       2.59% |       2.42% |       2.22% |       2.27% |       2.32% |       3.37%
    mpki                             |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   237288411 |   236970624 |   235978411 |   235978411 |   235978558 |   235978628 |   158651336 |   158651337
    num cache misses                 |      267875 |      202827 |      198634 |      194376 |      195405 |      196402 |      191165 |      194817
    miss rate                        |       0.11% |       0.09% |       0.08% |       0.08% |       0.08% |       0.08% |       0.12% |       0.12%
    mpki                             |        0.11 |        0.08 |        0.08 |        0.08 |        0.08 |        0.08 |        0.07 |        0.08
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  1160724785 |  1161419141 |  1162834901 |  1164652023 |  1163825796 |  1163510510 |   928586201 |   926734390
    num cache misses                 |    39190165 |    39132687 |    38774321 |    38745437 |    38750325 |    38766211 |    26421870 |    26389524
    miss rate                        |       3.38% |       3.37% |       3.33% |       3.33% |       3.33% |       3.33% |       2.85% |       2.85%
    mpki                             |       15.52 |       15.44 |       15.12 |       15.05 |       15.08 |       15.10 |       10.15 |       10.18
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |    39863077 |    39773150 |    39418690 |    39398263 |    39294948 |    39412732 |    27028071 |    26916675
    num cache misses                 |     2006558 |     1890385 |     1669335 |     1547312 |     1586598 |     1729335 |     1184050 |     1282546
    miss rate                        |       5.03% |       4.75% |       4.23% |       3.93% |       4.04% |       4.39% |       4.38% |       4.76%
    mpki                             |        0.79 |        0.75 |        0.65 |        0.60 |        0.62 |        0.67 |        0.45 |        0.49
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     2589914 |     2554861 |     2368219 |     2257609 |     2188777 |     2429846 |     1972326 |     1869233
    num cache misses                 |      427445 |      318656 |      318872 |      702508 |      561450 |      386078 |      261831 |      371956
    miss rate                        |      16.50% |      12.47% |      13.46% |      31.12% |      25.65% |      15.89% |      13.28% |      19.90%
    mpki                             |        0.17 |        0.13 |        0.12 |        0.27 |        0.22 |        0.15 |        0.10 |        0.14
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |       26776 |           0 |           0 |           0 |       26747 |           0 |           0 |           0
  average dram access latency (ns)   |      796.55 |         inf |         inf |         inf |      799.19 |         inf |         inf |         inf
  average dram queueing delay        |      735.30 |        0.00 |        0.00 |        0.00 |      737.94 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |        6834 |         196 |         192 |         194 |          11 |         195 |         200 |          34
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |      395448 |      312935 |      312856 |      696521 |      538377 |      379052 |      254618 |      346367
