                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  112353396 |  113913871 |  116363972 |  115935926 |  114777717 |  115046221 |  115535205 |  115876152
  Cycles                             |   42366400 |   42366400 |   42366400 |   42366400 |   42366400 |   42366400 |   42366400 |   42366400
  IPC                                |       2.65 |       2.69 |       2.75 |       2.74 |       2.71 |       2.72 |       2.73 |       2.74
  Time (ns)                          |   10591600 |   10591600 |   10591600 |   10591600 |   10591600 |   10591600 |   10591600 |   10591600
  Idle time (ns)                     |        562 |     249666 |     250489 |     251105 |     251674 |     252220 |     252767 |     253314
  Idle time (%)                      |       0.0% |       2.4% |       2.4% |       2.4% |       2.4% |       2.4% |       2.4% |       2.4%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |     755551 |    1542167 |   20227130 |   20084444 |   19911539 |   20001033 |   20400794 |   20514505
  num incorrect                      |      13001 |       5421 |       3956 |       3969 |       3793 |       3798 |       3231 |       3170
  misprediction rate                 |      1.69% |      0.35% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02%
  mpki                               |       0.12 |       0.05 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   10655784 |   10472896 |    5345233 |    5345233 |    5274946 |    5274948 |    5210778 |    5210777
    num misses                       |        259 |         38 |         38 |         38 |         38 |         38 |         38 |         38
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   51732455 |   51551889 |   36012877 |   35941492 |   35539712 |   35584467 |   35438972 |   35495793
    num misses                       |       8519 |       1919 |       1097 |       1588 |        827 |       5858 |        730 |        394
    miss rate                        |      0.02% |      0.00% |      0.00% |      0.00% |      0.00% |      0.02% |      0.00% |      0.00%
    mpki                             |       0.08 |       0.02 |       0.01 |       0.01 |       0.01 |       0.05 |       0.01 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       8778 |       1957 |       1135 |       1626 |        865 |       5896 |        768 |        432
    num misses                       |        556 |        152 |        131 |        130 |        130 |        131 |        130 |        127
    miss rate                        |      6.33% |      7.77% |     11.54% |      8.00% |     15.03% |      2.22% |     16.93% |     29.40%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   10655784 |   10472896 |    5345233 |    5345233 |    5274946 |    5274948 |    5210778 |    5210777
    num cache misses                 |      76361 |      56893 |      56397 |      56382 |      56296 |      56296 |      54098 |      54099
    miss rate                        |      0.72% |      0.54% |      1.06% |      1.05% |      1.07% |      1.07% |      1.04% |      1.04%
    mpki                             |       0.68 |       0.50 |       0.48 |       0.49 |       0.49 |       0.49 |       0.47 |       0.47
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |   51732455 |   51551889 |   36012877 |   35941492 |   35539712 |   35584467 |   35438972 |   35495793
    num cache misses                 |     778940 |     723955 |     405165 |     399555 |     373048 |     384086 |     350032 |     349633
    miss rate                        |      1.51% |      1.40% |      1.13% |      1.11% |      1.05% |      1.08% |      0.99% |      0.98%
    mpki                             |       6.93 |       6.36 |       3.48 |       3.45 |       3.25 |       3.34 |       3.03 |       3.02
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |     877786 |     802042 |     469584 |     463387 |     444307 |     449903 |     417202 |     415950
    num cache misses                 |      83255 |      62939 |      44294 |      48319 |      58918 |      60196 |      54873 |      50851
    miss rate                        |      9.48% |      7.85% |      9.43% |     10.43% |     13.26% |     13.38% |     13.15% |     12.23%
    mpki                             |       0.74 |       0.55 |       0.38 |       0.42 |       0.51 |       0.52 |       0.47 |       0.44
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |     119098 |     104212 |      74003 |      73493 |      84399 |      79440 |      77677 |      66258
    num cache misses                 |      33467 |      14725 |       8176 |      20353 |      41538 |      12882 |      15702 |      18766
    miss rate                        |     28.10% |     14.13% |     11.05% |     27.69% |     49.22% |     16.22% |     20.21% |     28.32%
    mpki                             |       0.30 |       0.13 |       0.07 |       0.18 |       0.36 |       0.11 |       0.14 |       0.16
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |       9477 |          0 |          0 |          0 |       9446 |          0 |          0 |          0
  average dram access latency (ns)   |      80.20 |        inf |        inf |        inf |      80.74 |        inf |        inf |        inf
  average dram queueing delay        |      18.95 |       0.00 |       0.00 |       0.00 |      19.49 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |       6821 |         47 |         47 |          7 |         53 |         54 |         56 |         24
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |      16658 |      13418 |       6788 |      15589 |      39998 |      11457 |      14380 |      14724
