                                     | Core 0     | Core 1    
  Instructions                       |   18571444 |   18199676
  Cycles                             |   20410000 |   20410000
  IPC                                |       0.91 |       0.89
  Time (ns)                          |    5102500 |    5102500
  Idle time (ns)                     |        416 |     184933
  Idle time (%)                      |       0.0% |       3.6%
Branch predictor stats               |            |           
  num correct                        |    1468739 |    1443824
  num incorrect                      |       7582 |       3792
  misprediction rate                 |      0.51% |      0.26%
  mpki                               |       0.41 |       0.21
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    1218592 |    1147307
    num misses                       |        118 |         24
    miss rate                        |      0.01% |      0.00%
    mpki                             |       0.01 |       0.00
  D-TLB                              |            |           
    num accesses                     |    6907637 |    6673668
    num misses                       |      29020 |      24159
    miss rate                        |      0.42% |      0.36%
    mpki                             |       1.56 |       1.33
  L2 TLB                             |            |           
    num accesses                     |      29138 |      24183
    num misses                       |        630 |        310
    miss rate                        |      2.16% |      1.28%
    mpki                             |       0.03 |       0.02
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    1218592 |    1147307
    num cache misses                 |       2056 |        184
    miss rate                        |      0.17% |      0.02%
    mpki                             |       0.11 |       0.01
  Cache L1-D                         |            |           
    num cache accesses               |    6907637 |    6673668
    num cache misses                 |     261469 |     249879
    miss rate                        |      3.79% |      3.74%
    mpki                             |      14.08 |      13.73
  Cache L2                           |            |           
    num cache accesses               |     286424 |     269846
    num cache misses                 |      59522 |      50142
    miss rate                        |     20.78% |     18.58%
    mpki                             |       3.21 |       2.76
  Cache L3                           |            |           
    num cache accesses               |      92932 |      81593
    num cache misses                 |      13333 |       4276
    miss rate                        |     14.35% |      5.24%
    mpki                             |       0.72 |       0.23
DRAM summary                         |            |           
  num dram accesses                  |      17606 |          0
  average dram access latency (ns)   |     418.27 |        inf
  average dram queueing delay        |     357.01 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |       6339 |         72
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
