                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  2932535434 |  2936897704 |  2947392398 |  2961157759 |  2533341519 |  2530949148 |  2525797778 |  2521710819
  Cycles                             |  1295797720 |  1295797720 |  1295797720 |  1295797720 |   983018960 |   983018960 |   983018960 |   983018960
  IPC                                |        2.26 |        2.27 |        2.27 |        2.29 |        2.58 |        2.57 |        2.57 |        2.57
  Time (ns)                          |   446826800 |   446826800 |   446826800 |   446826800 |   446826800 |   446826800 |   446826800 |   446826800
  Idle time (ns)                     |         212 |      291376 |      293370 |      295118 |      296852 |      298609 |      300349 |      302076
  Idle time (%)                      |        0.0% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1%
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   148563223 |   150517247 |   157670706 |   162258956 |    19652956 |    18853498 |   287738472 |   286376152
  num incorrect                      |       55571 |       45565 |       40710 |       40911 |       40347 |       39871 |       32437 |       32435
  misprediction rate                 |       0.04% |       0.03% |       0.03% |       0.03% |       0.20% |       0.21% |       0.01% |       0.01%
  mpki                               |        0.02 |        0.02 |        0.01 |        0.01 |        0.02 |        0.02 |        0.01 |        0.01
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   237288097 |   236970771 |   235978558 |   235978558 |   235978644 |   235978842 |   158651338 |   158651336
    num misses                       |         354 |          38 |          38 |          38 |          38 |          38 |          38 |          38
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  1228582437 |  1228427523 |  1226738286 |  1229032516 |  1157731584 |  1157336741 |   915482369 |   914801214
    num misses                       |     1402101 |     1396296 |     1385606 |     1420074 |     1345068 |     1379496 |      945942 |      915185
    miss rate                        |       0.11% |       0.11% |       0.11% |       0.12% |       0.12% |       0.12% |       0.10% |       0.10%
    mpki                             |        0.48 |        0.48 |        0.47 |        0.48 |        0.53 |        0.55 |        0.37 |        0.36
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |     1402455 |     1396334 |     1385644 |     1420112 |     1345106 |     1379534 |      945980 |      915223
    num misses                       |       30105 |       36601 |       38289 |       29936 |       29737 |       31347 |       23302 |       28328
    miss rate                        |       2.15% |       2.62% |       2.76% |       2.11% |       2.21% |       2.27% |       2.46% |       3.10%
    mpki                             |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   237288097 |   236970771 |   235978558 |   235978558 |   235978644 |   235978842 |   158651338 |   158651336
    num cache misses                 |      249816 |      188968 |      188564 |      188565 |      197357 |      198061 |      191367 |      195374
    miss rate                        |       0.11% |       0.08% |       0.08% |       0.08% |       0.08% |       0.08% |       0.12% |       0.12%
    mpki                             |        0.09 |        0.06 |        0.06 |        0.06 |        0.08 |        0.08 |        0.08 |        0.08
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  1228582437 |  1228427523 |  1226738286 |  1229032516 |  1157731584 |  1157336741 |   915482369 |   914801214
    num cache misses                 |     8173373 |     8006866 |     7714357 |     7656777 |    13054467 |    13006691 |     9356132 |     9259203
    miss rate                        |       0.67% |       0.65% |       0.63% |       0.62% |       1.13% |       1.12% |       1.02% |       1.01%
    mpki                             |        2.79 |        2.73 |        2.62 |        2.59 |        5.15 |        5.14 |        3.70 |        3.67
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     8701428 |     8529768 |     8236452 |     8119052 |    13471458 |    13519511 |     9873266 |     9697153
    num cache misses                 |     1079955 |     1128492 |     1024583 |      884827 |     1550822 |     1672193 |     1121452 |     1111548
    miss rate                        |      12.41% |      13.23% |      12.44% |      10.90% |      11.51% |      12.37% |      11.36% |      11.46%
    mpki                             |        0.37 |        0.38 |        0.35 |        0.30 |        0.61 |        0.66 |        0.44 |        0.44
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     1626522 |     1846551 |     1743344 |     1543970 |     1997310 |     2229570 |     1854360 |     1640322
    num cache misses                 |       19033 |        5045 |        4986 |        5128 |        4870 |        4843 |        4932 |        4933
    miss rate                        |       1.17% |       0.27% |       0.29% |       0.33% |       0.24% |       0.22% |       0.27% |       0.30%
    mpki                             |        0.01 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |       53517 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |     2179.97 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |     2118.72 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |        6866 |         207 |         191 |         192 |         191 |         190 |         202 |          76
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
