                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   88209901 |   68974610 |   68942456 |   88458226 |   70982562 |   89567809 |   89559227 |   70851759 |   89419454 |   70983191 |   70958995 |   89528007
  Cycles                             |   37164660 |   28193880 |   28193880 |   37164660 |   28193880 |   37164660 |   37164660 |   28193880 |   37164660 |   28193880 |   28193880 |   37164660
  IPC                                |       2.37 |       2.45 |       2.45 |       2.38 |       2.52 |       2.41 |       2.41 |       2.51 |       2.41 |       2.52 |       2.52 |       2.41
  Time (ns)                          |   12815400 |   12815400 |   12815400 |   12815400 |   12815400 |   12815400 |   12815400 |   12815400 |   12815400 |   12815400 |   12815400 |   12815400
  Idle time (ns)                     |        356 |     420239 |     422496 |     423237 |     423981 |     424694 |     425438 |     426151 |     426895 |     427608 |     428351 |     429065
  Idle time (%)                      |       0.0% |       3.3% |       3.3% |       3.3% |       3.3% |       3.3% |       3.3% |       3.3% |       3.3% |       3.3% |       3.3% |       3.3%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    8918094 |    3579118 |    3569941 |    9145901 |    6839759 |   12149673 |   12147221 |    6802383 |   12107286 |    6839759 |    6832846 |   12138304
  num incorrect                      |     108765 |      91881 |      91878 |      91917 |      76659 |      76705 |      76705 |      76662 |      76705 |      76696 |      76701 |      76702
  misprediction rate                 |      1.20% |      2.50% |      2.51% |      1.00% |      1.11% |      0.63% |      0.63% |      1.11% |      0.63% |      1.11% |      1.11% |      0.63%
  mpki                               |       1.23 |       1.33 |       1.33 |       1.04 |       1.08 |       0.86 |       0.86 |       1.08 |       0.86 |       1.08 |       1.08 |       0.86
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    6187349 |    6048530 |    6048524 |    6048507 |    5040835 |    5040944 |    5040944 |    5040838 |    5040944 |    5040946 |    5040941 |    5040944
    num misses                       |        317 |         28 |         28 |         28 |         28 |         28 |         28 |         28 |         28 |         28 |         28 |         28
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   24339002 |   21259108 |   21254492 |   24042381 |   19645088 |   22300487 |   22299261 |   19626408 |   22279293 |   19645539 |   19642065 |   22294801
    num misses                       |      24204 |      21344 |      20587 |      20676 |      18150 |      17601 |      17669 |      17469 |      17401 |      17754 |      17942 |      17932
    miss rate                        |      0.10% |      0.10% |      0.10% |      0.09% |      0.09% |      0.08% |      0.08% |      0.09% |      0.08% |      0.09% |      0.09% |      0.08%
    mpki                             |       0.27 |       0.31 |       0.30 |       0.23 |       0.26 |       0.20 |       0.20 |       0.25 |       0.19 |       0.25 |       0.25 |       0.20
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      24521 |      21372 |      20615 |      20704 |      18178 |      17629 |      17697 |      17497 |      17429 |      17782 |      17970 |      17960
    num misses                       |       4963 |       3805 |       3791 |       3836 |       3231 |       3234 |       3223 |       3126 |       3198 |       3227 |       3280 |       3309
    miss rate                        |     20.24% |     17.80% |     18.39% |     18.53% |     17.77% |     18.34% |     18.21% |     17.87% |     18.35% |     18.15% |     18.25% |     18.42%
    mpki                             |       0.06 |       0.06 |       0.05 |       0.04 |       0.05 |       0.04 |       0.04 |       0.04 |       0.04 |       0.05 |       0.05 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    6187349 |    6048530 |    6048524 |    6048507 |    5040835 |    5040944 |    5040944 |    5040838 |    5040944 |    5040946 |    5040941 |    5040944
    num cache misses                 |       9300 |       1875 |       1844 |        513 |       1675 |        618 |        400 |       1547 |        526 |       1705 |       1700 |        549
    miss rate                        |      0.15% |      0.03% |      0.03% |      0.01% |      0.03% |      0.01% |      0.01% |      0.03% |      0.01% |      0.03% |      0.03% |      0.01%
    mpki                             |       0.11 |       0.03 |       0.03 |       0.01 |       0.02 |       0.01 |       0.00 |       0.02 |       0.01 |       0.02 |       0.02 |       0.01
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
