                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   73337125 |   72530614 |   72379075 |   72181124 |   72905397 |   72811417 |   72844860 |   72775311
  Cycles                             |   75148280 |   75148280 |   75148280 |   75148280 |   75148280 |   75148280 |   75148280 |   75148280
  IPC                                |       0.98 |       0.97 |       0.96 |       0.96 |       0.97 |       0.97 |       0.97 |       0.97
  Time (ns)                          |   25913200 |   25913200 |   25913200 |   25913200 |   25913200 |   25913200 |   25913200 |   25913200
  Idle time (ns)                     |        225 |     276349 |     279748 |     281754 |     283732 |     285734 |     287708 |     289718
  Idle time (%)                      |       0.0% |       1.1% |       1.1% |       1.1% |       1.1% |       1.1% |       1.1% |       1.1%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    5888350 |    5759562 |    5716947 |    5666273 |    5863487 |    5846187 |    5856410 |    5834598
  num incorrect                      |      15720 |       5689 |       6059 |       7439 |       7747 |       7858 |       8117 |       8469
  misprediction rate                 |      0.27% |      0.10% |      0.11% |      0.13% |      0.13% |      0.13% |      0.14% |      0.14%
  mpki                               |       0.21 |       0.08 |       0.08 |       0.10 |       0.11 |       0.11 |       0.11 |       0.12
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   10339523 |   10260417 |   10281472 |   10288727 |   10328200 |   10325018 |   10343553 |   10389700
    num misses                       |        131 |         23 |         21 |         21 |         23 |         21 |         23 |         23
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   27154364 |   26773045 |   26753971 |   26708806 |   26844913 |   26796445 |   26800836 |   26831035
    num misses                       |    1289557 |    1283099 |    1285100 |    1285146 |    1283091 |    1284279 |    1286309 |    1282373
    miss rate                        |      4.75% |      4.79% |      4.80% |      4.81% |      4.78% |      4.79% |      4.80% |      4.78%
    mpki                             |      17.58 |      17.69 |      17.76 |      17.80 |      17.60 |      17.64 |      17.66 |      17.62
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |    1289688 |    1283122 |    1285121 |    1285167 |    1283114 |    1284300 |    1286332 |    1282396
    num misses                       |     525196 |     521091 |     523522 |     528389 |     523508 |     525785 |     526842 |     519827
    miss rate                        |     40.72% |     40.61% |     40.74% |     41.11% |     40.80% |     40.94% |     40.96% |     40.54%
    mpki                             |       7.16 |       7.18 |       7.23 |       7.32 |       7.18 |       7.22 |       7.23 |       7.14
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   10339523 |   10260417 |   10281472 |   10288727 |   10328200 |   10325018 |   10343553 |   10389700
    num cache misses                 |       3700 |        596 |        653 |        645 |        636 |        587 |        630 |        725
    miss rate                        |      0.04% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.05 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |   27154364 |   26773045 |   26753971 |   26708806 |   26844913 |   26796445 |   26800836 |   26831035
    num cache misses                 |     786970 |     786993 |     766108 |     776649 |     775234 |     776288 |     778271 |     767464
    miss rate                        |      2.90% |      2.94% |      2.86% |      2.91% |      2.89% |      2.90% |      2.90% |      2.86%
    mpki                             |      10.73 |      10.85 |      10.58 |      10.76 |      10.63 |      10.66 |      10.68 |      10.55
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |     921310 |     918721 |     893729 |     902980 |     897740 |     902415 |     908810 |     892746
    num cache misses                 |     383956 |     373889 |     371063 |     370555 |     368419 |     373843 |     376522 |     370016
    miss rate                        |     41.68% |     40.70% |     41.52% |     41.04% |     41.04% |     41.43% |     41.43% |     41.45%
    mpki                             |       5.24 |       5.15 |       5.13 |       5.13 |       5.05 |       5.13 |       5.17 |       5.08
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |     532312 |     520163 |     512564 |     511471 |     506853 |     512484 |     519161 |     508325
    num cache misses                 |     179664 |     175401 |     167624 |     174391 |     163916 |     167147 |     176625 |     177827
    miss rate                        |     33.75% |     33.72% |     32.70% |     34.10% |     32.34% |     32.62% |     34.02% |     34.98%
    mpki                             |       2.45 |       2.42 |       2.32 |       2.42 |       2.25 |       2.30 |       2.42 |       2.44
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      73116 |          0 |          0 |          0 |      73031 |          0 |          0 |          0
  average dram access latency (ns)   |    6772.88 |        inf |        inf |        inf |    6779.88 |        inf |        inf |        inf
  average dram queueing delay        |    6711.63 |       0.00 |       0.00 |       0.00 |    6718.63 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |       6568 |         36 |         52 |         37 |        122 |        121 |        125 |         58
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |     140416 |     147819 |     139249 |     138404 |     133745 |     139113 |     147891 |     140253
