                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  112366687 |  114151882 |  116591660 |  116191745 |  115013187 |  115318339 |  115796388 |  116145168
  Cycles                             |   42486800 |   42486800 |   42486800 |   42486800 |   42486800 |   42486800 |   42486800 |   42486800
  IPC                                |       2.64 |       2.69 |       2.74 |       2.73 |       2.71 |       2.71 |       2.73 |       2.73
  Time (ns)                          |   10621700 |   10621700 |   10621700 |   10621700 |   10621700 |   10621700 |   10621700 |   10621700
  Idle time (ns)                     |        516 |     250861 |     251682 |     252275 |     252844 |     253390 |     253936 |     254483
  Idle time (%)                      |       0.0% |       2.4% |       2.4% |       2.4% |       2.4% |       2.4% |       2.4% |       2.4%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |     759953 |    1621684 |   20303110 |   20169835 |   19990125 |   20091837 |   20487953 |   20604276
  num incorrect                      |      13007 |       5260 |       3872 |       3850 |       3695 |       3700 |       3132 |       3071
  misprediction rate                 |      1.68% |      0.32% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.01%
  mpki                               |       0.12 |       0.05 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   10655782 |   10472896 |    5345233 |    5345233 |    5274947 |    5274948 |    5210778 |    5210777
    num misses                       |        213 |         38 |         38 |         38 |         38 |         38 |         38 |         38
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   51734703 |   51591523 |   36050819 |   35984135 |   35578958 |   35629820 |   35482502 |   35540629
    num misses                       |       7880 |       8966 |       4268 |       7500 |       1622 |       1068 |        731 |        515
    miss rate                        |      0.02% |      0.02% |      0.01% |      0.02% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.07 |       0.08 |       0.04 |       0.06 |       0.01 |       0.01 |       0.01 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       8093 |       9004 |       4306 |       7538 |       1660 |       1106 |        769 |        553
    num misses                       |        545 |        151 |        131 |        130 |        130 |        131 |        130 |        127
    miss rate                        |      6.73% |      1.68% |      3.04% |      1.72% |      7.83% |     11.84% |     16.91% |     22.97%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   10655782 |   10472896 |    5345233 |    5345233 |    5274947 |    5274948 |    5210778 |    5210777
    num cache misses                 |      81996 |      58087 |      57580 |      57558 |      57447 |      57446 |      55248 |      55249
    miss rate                        |      0.77% |      0.55% |      1.08% |      1.08% |      1.09% |      1.09% |      1.06% |      1.06%
    mpki                             |       0.73 |       0.51 |       0.49 |       0.50 |       0.50 |       0.50 |       0.48 |       0.48
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |   51734703 |   51591523 |   36050819 |   35984135 |   35578958 |   35629820 |   35482502 |   35540629
    num cache misses                 |     765687 |     722427 |     405618 |     398359 |     371846 |     386364 |     348392 |     347292
    miss rate                        |      1.48% |      1.40% |      1.13% |      1.11% |      1.05% |      1.08% |      0.98% |      0.98%
    mpki                             |       6.81 |       6.33 |       3.48 |       3.43 |       3.23 |       3.35 |       3.01 |       2.99
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |     869949 |     801697 |     471216 |     463369 |     444255 |     453324 |     416718 |     414729
    num cache misses                 |      83208 |      62757 |      44116 |      48123 |      58754 |      60002 |      54680 |      50630
    miss rate                        |      9.56% |      7.83% |      9.36% |     10.39% |     13.23% |     13.24% |     13.12% |     12.21%
    mpki                             |       0.74 |       0.55 |       0.38 |       0.41 |       0.51 |       0.52 |       0.47 |       0.44
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |     118878 |     104019 |      73821 |      73299 |      84234 |      79239 |      77491 |      66006
    num cache misses                 |      33370 |      14882 |       8253 |      20289 |      41379 |      12779 |      15706 |      18686
    miss rate                        |     28.07% |     14.31% |     11.18% |     27.68% |     49.12% |     16.13% |     20.27% |     28.31%
    mpki                             |       0.30 |       0.13 |       0.07 |       0.17 |       0.36 |       0.11 |       0.14 |       0.16
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |       9481 |          0 |          0 |          0 |       9446 |          0 |          0 |          0
  average dram access latency (ns)   |      78.92 |        inf |        inf |        inf |      78.62 |        inf |        inf |        inf
  average dram queueing delay        |      17.66 |       0.00 |       0.00 |       0.00 |      17.36 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |       6822 |         49 |         46 |         11 |         54 |         50 |         54 |         17
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |      16643 |      13430 |       6808 |      15607 |      39924 |      11375 |      14246 |      14624
