                                     | Core 0      | Core 1     
  Instructions                       |   928041529 |   941418823
  Cycles                             |  1141092400 |  1141092400
  IPC                                |        0.81 |        0.83
  Time (ns)                          |   285273100 |   285273100
  Idle time (ns)                     |        5289 |      292827
  Idle time (%)                      |        0.0% |        0.1%
Branch predictor stats               |             |            
  num correct                        |    45042174 |    50255151
  num incorrect                      |       23943 |       17695
  misprediction rate                 |       0.05% |       0.04%
  mpki                               |        0.03 |        0.02
TLB Summary                          |             |            
  I-TLB                              |             |            
    num accesses                     |   102091137 |   101721075
    num misses                       |         182 |          28
    miss rate                        |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00
  D-TLB                              |             |            
    num accesses                     |   517272698 |   518577061
    num misses                       |      290144 |      288115
    miss rate                        |       0.06% |       0.06%
    mpki                             |        0.31 |        0.31
  L2 TLB                             |             |            
    num accesses                     |      290326 |      288143
    num misses                       |      203071 |      201651
    miss rate                        |      69.95% |      69.98%
    mpki                             |        0.22 |        0.21
Cache Summary                        |             |            
  Cache L1-I                         |             |            
    num cache accesses               |   102091137 |   101721075
    num cache misses                 |       72411 |       58029
    miss rate                        |       0.07% |       0.06%
    mpki                             |        0.08 |        0.06
  Cache L1-D                         |             |            
    num cache accesses               |   517272698 |   518577061
    num cache misses                 |    21133293 |    21098876
    miss rate                        |       4.09% |       4.07%
    mpki                             |       22.77 |       22.41
  Cache L2                           |             |            
    num cache accesses               |    22764385 |    22688168
    num cache misses                 |    15482320 |    15455787
    miss rate                        |      68.01% |      68.12%
    mpki                             |       16.68 |       16.42
  Cache L3                           |             |            
    num cache accesses               |    17041984 |    16987291
    num cache misses                 |    10101663 |    10064171
    miss rate                        |      59.28% |      59.25%
    mpki                             |       10.88 |       10.69
DRAM summary                         |             |            
  num dram accesses                  |    14494918 |    14494375
  average dram access latency (ns)   |     1814.27 |     1823.85
  average dram queueing delay        |     1753.02 |     1762.59
  average dram bandwidth utilization |       6.00% |       6.00%
Coherency Traffic                    |             |            
  num loads from dram                |     7125196 |     7107557
  num loads from dram cache          |           0 |           0
  num loads from remote cache        |       71085 |       77858
