                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11    
  Instructions                       |  1799830860 |  1808274494 |  1808251841 |  1817572058 |  1692233189 |  1690272546 |  1819102277 |  1825249142 |  1825996535 |  1829430980 |  1745664997 |  1753083132
  Cycles                             |   853171200 |   853171200 |   853171200 |   853171200 |   639878400 |   639878400 |   853171200 |   853171200 |   853171200 |   853171200 |   639878400 |   639878400
  IPC                                |        2.11 |        2.12 |        2.12 |        2.13 |        2.64 |        2.64 |        2.13 |        2.14 |        2.14 |        2.14 |        2.73 |        2.74
  Time (ns)                          |   213292800 |   213292800 |   213292800 |   213292800 |   213292800 |   213292800 |   213292800 |   213292800 |   213292800 |   213292800 |   213292800 |   213292800
  Idle time (ns)                     |         382 |      284678 |      286256 |      287590 |      288890 |      290171 |      291421 |      292712 |      294014 |      295291 |      296617 |      297893
  Idle time (%)                      |        0.0% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1%
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |    47025700 |    50426094 |    50418784 |    53525524 |    11744064 |    11090094 |    57689574 |    59738530 |    59987655 |    61132476 |   303810626 |   306283533
  num incorrect                      |       30624 |       32037 |       32028 |       32027 |       31689 |       31827 |       27787 |       27786 |       27790 |       27786 |       18681 |       18482
  misprediction rate                 |       0.07% |       0.06% |       0.06% |       0.06% |       0.27% |       0.29% |       0.05% |       0.05% |       0.05% |       0.05% |       0.01% |       0.01%
  mpki                               |        0.02 |        0.02 |        0.02 |        0.02 |        0.02 |        0.02 |        0.02 |        0.02 |        0.02 |        0.02 |        0.01 |        0.01
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   158347698 |   157995406 |   157995215 |   157995215 |   157995310 |   157995068 |   157003193 |   157003193 |   157003193 |   157003193 |    79675971 |    79675972
    num misses                       |         262 |          38 |          38 |          38 |          38 |          38 |          38 |          38 |          38 |          38 |          38 |          38
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
