                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |    6888610 |    6801206 |    6802002 |    6719645 |    6684517 |    6678400
  Cycles                             |    9074800 |    9074800 |    9074800 |    9074800 |    9074800 |    9074800
  IPC                                |       0.76 |       0.75 |       0.75 |       0.74 |       0.74 |       0.74
  Time (ns)                          |    2268700 |    2268700 |    2268700 |    2268700 |    2268700 |    2268700
  Idle time (ns)                     |        334 |     186905 |     187337 |     187546 |     187740 |     187926
  Idle time (%)                      |       0.0% |       8.2% |       8.3% |       8.3% |       8.3% |       8.3%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |     607689 |     657639 |     654634 |     642226 |     633191 |     626608
  num incorrect                      |       4552 |       1297 |       1486 |       1411 |       1624 |       1695
  misprediction rate                 |      0.74% |      0.20% |      0.23% |      0.22% |      0.26% |      0.27%
  mpki                               |       0.66 |       0.19 |       0.22 |       0.21 |       0.24 |       0.25
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |     511308 |     449211 |     439077 |     427958 |     418179 |     398642
    num misses                       |        118 |         24 |         24 |         24 |         24 |         24
    miss rate                        |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.02 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |    2596676 |    2454235 |    2454016 |    2409861 |    2397478 |    2416418
    num misses                       |      10823 |       9181 |       9006 |       8109 |       8242 |       7978
    miss rate                        |      0.42% |      0.37% |      0.37% |      0.34% |      0.34% |      0.33%
    mpki                             |       1.57 |       1.35 |       1.32 |       1.21 |       1.23 |       1.19
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |      10941 |       9205 |       9030 |       8133 |       8266 |       8002
    num misses                       |        534 |        286 |        297 |        322 |        317 |        308
    miss rate                        |      4.88% |      3.11% |      3.29% |      3.96% |      3.83% |      3.85%
    mpki                             |       0.08 |       0.04 |       0.04 |       0.05 |       0.05 |       0.05
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |     511308 |     449211 |     439077 |     427958 |     418179 |     398642
    num cache misses                 |       1896 |        143 |        142 |        141 |        141 |        145
    miss rate                        |      0.37% |      0.03% |      0.03% |      0.03% |      0.03% |      0.04%
    mpki                             |       0.28 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |    2596676 |    2454235 |    2454016 |    2409861 |    2397478 |    2416418
    num cache misses                 |     122084 |     110608 |     110114 |     108973 |     109900 |     109457
    miss rate                        |      4.70% |      4.51% |      4.49% |      4.52% |      4.58% |      4.53%
    mpki                             |      17.72 |      16.26 |      16.19 |      16.22 |      16.44 |      16.39
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |     157676 |     142140 |     140876 |     140434 |     142210 |     139989
    num cache misses                 |      61731 |      53387 |      54461 |      53690 |      53873 |      53560
    miss rate                        |     39.15% |     37.56% |     38.66% |     38.23% |     37.88% |     38.26%
    mpki                             |       8.96 |       7.85 |       8.01 |       7.99 |       8.06 |       8.02
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |     100067 |      87855 |      87676 |      89025 |      89135 |      86455
    num cache misses                 |      39370 |      28503 |      32697 |      30798 |      28893 |      32288
    miss rate                        |     39.34% |     32.44% |     37.29% |     34.59% |     32.41% |     37.35%
    mpki                             |       5.72 |       4.19 |       4.81 |       4.58 |       4.32 |       4.83
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |       9084 |          0 |          0 |       9041 |          0 |          0
  average dram access latency (ns)   |     259.42 |        inf |        inf |     260.89 |        inf |        inf
  average dram queueing delay        |     198.17 |       0.00 |       0.00 |     199.64 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |       6263 |         14 |         16 |         11 |         27 |         13
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |      22319 |      21860 |      21732 |      22275 |      22311 |      21337
