                                     | Core 0     | Core 1    
  Instructions                       |  301126542 |  287576441
  Cycles                             |  488983800 |  488983800
  IPC                                |       0.62 |       0.59
  Time (ns)                          |  162994600 |  162994600
  Idle time (ns)                     |       2320 |    2274115
  Idle time (%)                      |       0.0% |       1.4%
Branch predictor stats               |            |           
  num correct                        |   27413881 |   22944899
  num incorrect                      |      10192 |       7012
  misprediction rate                 |      0.04% |      0.03%
  mpki                               |       0.03 |       0.02
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |   41247268 |   41276717
    num misses                       |        118 |         24
    miss rate                        |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |  108151563 |  105828184
    num misses                       |    5157296 |    5130267
    miss rate                        |      4.77% |      4.85%
    mpki                             |      17.13 |      17.84
  L2 TLB                             |            |           
    num accesses                     |    5157414 |    5130291
    num misses                       |    2099844 |    2090424
    miss rate                        |     40.72% |     40.75%
    mpki                             |       6.97 |       7.27
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |   41247268 |   41276717
    num cache misses                 |       7298 |       3325
    miss rate                        |      0.02% |      0.01%
    mpki                             |       0.02 |       0.01
  Cache L1-D                         |            |           
    num cache accesses               |  108151563 |  105828184
    num cache misses                 |    5561843 |    5559848
    miss rate                        |      5.14% |      5.25%
    mpki                             |      18.47 |      19.33
  Cache L2                           |            |           
    num cache accesses               |    5717830 |    5706501
    num cache misses                 |    1840437 |    1831293
    miss rate                        |     32.19% |     32.09%
    mpki                             |       6.11 |       6.37
  Cache L3                           |            |           
    num cache accesses               |    1989132 |    1974621
    num cache misses                 |    1510644 |    1497832
    miss rate                        |     75.94% |     75.85%
    mpki                             |       5.02 |       5.21
DRAM summary                         |            |           
  num dram accesses                  |    3970136 |          0
  average dram access latency (ns)   |    1074.82 |        inf
  average dram queueing delay        |    1013.57 |       0.00
  average dram bandwidth utilization |      3.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |    1049905 |    1021463
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
