                                     | Core 0     | Core 1    
  Instructions                       |  292475842 |  287934385
  Cycles                             |  419525600 |  419525600
  IPC                                |       0.70 |       0.69
  Time (ns)                          |  104881400 |  104881400
  Idle time (ns)                     |      95360 |    1160316
  Idle time (%)                      |       0.1% |       1.1%
Branch predictor stats               |            |           
  num correct                        |   24527678 |   23066463
  num incorrect                      |      10123 |       7187
  misprediction rate                 |      0.04% |      0.03%
  mpki                               |       0.03 |       0.02
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |   41247065 |   41277069
    num misses                       |        118 |         24
    miss rate                        |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |  106715357 |  105882286
    num misses                       |    5153199 |    5131208
    miss rate                        |      4.83% |      4.85%
    mpki                             |      17.62 |      17.82
  L2 TLB                             |            |           
    num accesses                     |    5153317 |    5131232
    num misses                       |    2097784 |    2090496
    miss rate                        |     40.71% |     40.74%
    mpki                             |       7.17 |       7.26
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |   41247065 |   41277069
    num cache misses                 |       5937 |       2208
    miss rate                        |      0.01% |      0.01%
    mpki                             |       0.02 |       0.01
  Cache L1-D                         |            |           
    num cache accesses               |  106715357 |  105882286
    num cache misses                 |    5579631 |    5571989
    miss rate                        |      5.23% |      5.26%
    mpki                             |      19.08 |      19.35
  Cache L2                           |            |           
    num cache accesses               |    5748515 |    5739285
    num cache misses                 |    1843500 |    1826856
    miss rate                        |     32.07% |     31.83%
    mpki                             |       6.30 |       6.34
  Cache L3                           |            |           
    num cache accesses               |    2006456 |    1991943
    num cache misses                 |    1509837 |    1497356
    miss rate                        |     75.25% |     75.17%
    mpki                             |       5.16 |       5.20
DRAM summary                         |            |           
  num dram accesses                  |    3970455 |          0
  average dram access latency (ns)   |    1167.89 |        inf
  average dram queueing delay        |    1106.64 |       0.00
  average dram bandwidth utilization |      4.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |    1049230 |    1020289
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
