                                     | Core 0     | Core 1    
  Instructions                       |  115173464 |  119026087
  Cycles                             |   52445900 |   52445900
  IPC                                |       2.20 |       2.27
  Time (ns)                          |   52445900 |   52445900
  Idle time (ns)                     |        450 |     556038
  Idle time (%)                      |       0.0% |       1.1%
Branch predictor stats               |            |           
  num correct                        |    3296139 |    4909749
  num incorrect                      |      32903 |      24307
  misprediction rate                 |      0.99% |      0.49%
  mpki                               |       0.29 |       0.20
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |   10561933 |   10319638
    num misses                       |        446 |         33
    miss rate                        |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |   49606817 |   49720476
    num misses                       |      11715 |      10231
    miss rate                        |      0.02% |      0.02%
    mpki                             |       0.10 |       0.09
  L2 TLB                             |            |           
    num accesses                     |      12161 |      10264
    num misses                       |        573 |        268
    miss rate                        |      4.71% |      2.61%
    mpki                             |       0.00 |       0.00
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |   10561933 |   10319638
    num cache misses                 |      74330 |      46460
    miss rate                        |      0.70% |      0.45%
    mpki                             |       0.65 |       0.39
  Cache L1-D                         |            |           
    num cache accesses               |   49606817 |   49720476
    num cache misses                 |    2547528 |    2482238
    miss rate                        |      5.14% |      4.99%
    mpki                             |      22.12 |      20.85
  Cache L2                           |            |           
    num cache accesses               |    2673109 |    2579445
    num cache misses                 |     252070 |     208199
    miss rate                        |      9.43% |      8.07%
    mpki                             |       2.19 |       1.75
  Cache L3                           |            |           
    num cache accesses               |     327291 |     281018
    num cache misses                 |      14084 |       3268
    miss rate                        |      4.30% |      1.16%
    mpki                             |       0.12 |       0.03
DRAM summary                         |            |           
  num dram accesses                  |      17306 |          0
  average dram access latency (ns)   |      61.39 |        inf
  average dram queueing delay        |       0.14 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |       6913 |         90
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
