                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |    4274686 |    4127775 |    4061887 |    4044469 |    4107357 |    4072646 |    4041401 |    4030921 |    3966958 |    3969084 |    3941069 |    3881667
  Cycles                             |    5053500 |    5053500 |    5053500 |    5053500 |    6738000 |    6738000 |    6738000 |    6738000 |    5053500 |    5053500 |    5053500 |    5053500
  IPC                                |       0.85 |       0.82 |       0.80 |       0.80 |       0.61 |       0.60 |       0.60 |       0.60 |       0.78 |       0.79 |       0.78 |       0.77
  Time (ns)                          |    1684500 |    1684500 |    1684500 |    1684500 |    1684500 |    1684500 |    1684500 |    1684500 |    1684500 |    1684500 |    1684500 |    1684500
  Idle time (ns)                     |        209 |     248723 |     249217 |     249487 |     249714 |     249939 |     250188 |     250439 |     250692 |     250917 |     251140 |     251369
  Idle time (%)                      |       0.0% |      14.8% |      14.8% |      14.8% |      14.8% |      14.8% |      14.9% |      14.9% |      14.9% |      14.9% |      14.9% |      14.9%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     441701 |     470852 |     460040 |     456601 |     473434 |     465240 |     455571 |     452985 |     444768 |     442807 |     437145 |     425040
  num incorrect                      |       4282 |        448 |        447 |        452 |        408 |        447 |        503 |       1021 |        907 |       1064 |       1144 |       1318
  misprediction rate                 |      0.96% |      0.10% |      0.10% |      0.10% |      0.09% |      0.10% |      0.11% |      0.22% |      0.20% |      0.24% |      0.26% |      0.31%
  mpki                               |       1.00 |       0.11 |       0.11 |       0.11 |       0.10 |       0.11 |       0.12 |       0.25 |       0.23 |       0.27 |       0.29 |       0.34
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     392661 |     328256 |     317099 |     305784 |     295157 |     284334 |     273931 |     263600 |     252481 |     242097 |     231967 |     212265
    num misses                       |        121 |         24 |         22 |         22 |         24 |         24 |         24 |         24 |         24 |         22 |         24 |         22
    miss rate                        |      0.03% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.03 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1663783 |    1517629 |    1485609 |    1479437 |    1505347 |    1489633 |    1481879 |    1478529 |    1441263 |    1444050 |    1433284 |    1417305
    num misses                       |       6093 |       4822 |       4681 |       4936 |       4569 |       4807 |       4349 |       4676 |       4765 |       4286 |       4751 |       4259
    miss rate                        |      0.37% |      0.32% |      0.32% |      0.33% |      0.30% |      0.32% |      0.29% |      0.32% |      0.33% |      0.30% |      0.33% |      0.30%
    mpki                             |       1.43 |       1.17 |       1.15 |       1.22 |       1.11 |       1.18 |       1.08 |       1.16 |       1.20 |       1.08 |       1.21 |       1.10
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       6214 |       4846 |       4703 |       4958 |       4593 |       4831 |       4373 |       4700 |       4789 |       4308 |       4775 |       4281
    num misses                       |        628 |        225 |        257 |        229 |        202 |        255 |        244 |        225 |        261 |        225 |        209 |        265
    miss rate                        |     10.11% |      4.64% |      5.46% |      4.62% |      4.40% |      5.28% |      5.58% |      4.79% |      5.45% |      5.22% |      4.38% |      6.19%
    mpki                             |       0.15 |       0.05 |       0.06 |       0.06 |       0.05 |       0.06 |       0.06 |       0.06 |       0.07 |       0.06 |       0.05 |       0.07
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     392661 |     328256 |     317099 |     305784 |     295157 |     284334 |     273931 |     263600 |     252481 |     242097 |     231967 |     212265
    num cache misses                 |       2082 |        145 |        139 |        140 |        141 |        141 |        142 |        142 |        141 |        136 |        152 |        149
    miss rate                        |      0.53% |      0.04% |      0.04% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.06% |      0.06% |      0.07% |      0.07%
    mpki                             |       0.49 |       0.04 |       0.03 |       0.03 |       0.03 |       0.03 |       0.04 |       0.04 |       0.04 |       0.03 |       0.04 |       0.04
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1663783 |    1517629 |    1485609 |    1479437 |    1505347 |    1489633 |    1481879 |    1478529 |    1441263 |    1444050 |    1433284 |    1417305
    num cache misses                 |      73776 |      62220 |      61967 |      61416 |      62065 |      61771 |      61560 |      60508 |      60599 |      60418 |      60555 |      60594
    miss rate                        |      4.43% |      4.10% |      4.17% |      4.15% |      4.12% |      4.15% |      4.15% |      4.09% |      4.20% |      4.18% |      4.22% |      4.28%
    mpki                             |      17.26 |      15.07 |      15.26 |      15.19 |      15.11 |      15.17 |      15.23 |      15.01 |      15.28 |      15.22 |      15.37 |      15.61
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      89150 |      74138 |      73800 |      73224 |      75055 |      73877 |      74693 |      73533 |      75752 |      75793 |      77432 |      77217
    num cache misses                 |      44529 |      34793 |      35312 |      35037 |      36626 |      36743 |      37180 |      37445 |      36462 |      36568 |      37306 |      37552
    miss rate                        |     49.95% |     46.93% |     47.85% |     47.85% |     48.80% |     49.74% |     49.78% |     50.92% |     48.13% |     48.25% |     48.18% |     48.63%
    mpki                             |      10.42 |       8.43 |       8.69 |       8.66 |       8.92 |       9.02 |       9.20 |       9.29 |       9.19 |       9.21 |       9.47 |       9.67
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      59890 |      47525 |      47868 |      47696 |      50215 |      49611 |      50834 |      50999 |      52924 |      52666 |      54596 |      54660
    num cache misses                 |      21125 |       9345 |       9174 |       8931 |      10039 |       9688 |      11165 |      15848 |      20748 |      18062 |      19353 |      24008
    miss rate                        |     35.27% |     19.66% |     19.17% |     18.72% |     19.99% |     19.53% |     21.96% |     31.08% |     39.20% |     34.30% |     35.45% |     43.92%
    mpki                             |       4.94 |       2.26 |       2.26 |       2.21 |       2.44 |       2.38 |       2.76 |       3.93 |       5.23 |       4.55 |       4.91 |       6.18
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |       9483 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |       9417 |          0 |          0 |          0
  average dram access latency (ns)   |     276.55 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |     278.95 |        inf |        inf |        inf
  average dram queueing delay        |     215.30 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |     217.69 |       0.00 |       0.00 |       0.00
