                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |  228913031 |  223570861 |  261018855 |  231318484 |  244990956 |  279613563 |  266066197 |  230453358 |  318812915 |  319663334 |  319663552 |  318630915
  Cycles                             |  127960400 |  127960400 |  127960400 |  127960400 |  511841600 |  511841600 |  511841600 |  511841600 |  127960400 |  127960400 |  127960400 |  127960400
  IPC                                |       1.79 |       1.75 |       2.04 |       1.81 |       0.48 |       0.55 |       0.52 |       0.45 |       2.49 |       2.50 |       2.50 |       2.49
  Time (ns)                          |  127960400 |  127960400 |  127960400 |  127960400 |  127960400 |  127960400 |  127960400 |  127960400 |  127960400 |  127960400 |  127960400 |  127960400
  Idle time (ns)                     |    4326559 |    3531741 |    3548944 |    3074038 |    2334164 |    1945798 |    1553103 |    1162878 |     988890 |     801825 |     529933 |    1194980
  Idle time (%)                      |       3.4% |       2.8% |       2.8% |       2.4% |       1.8% |       1.5% |       1.2% |       0.9% |       0.8% |       0.6% |       0.4% |       0.9%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   47619628 |   45161687 |   58483438 |   48684791 |   53036623 |   64987495 |   59859227 |   48171906 |   76839649 |   77646477 |   77054968 |   77377310
  num incorrect                      |     119031 |     123721 |     129071 |     134258 |     138594 |     138649 |     141523 |     139703 |     140281 |     135864 |     133952 |     124171
  misprediction rate                 |      0.25% |      0.27% |      0.22% |      0.28% |      0.26% |      0.21% |      0.24% |      0.29% |      0.18% |      0.17% |      0.17% |      0.16%
  mpki                               |       0.52 |       0.55 |       0.49 |       0.58 |       0.57 |       0.50 |       0.53 |       0.61 |       0.44 |       0.43 |       0.42 |       0.39
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    6907097 |    7137906 |    6831492 |    6860399 |    6991154 |    6863870 |    7153823 |    7097050 |    7453756 |    7207016 |    7580313 |    7282796
    num misses                       |        249 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   74706117 |   74602963 |   79732386 |   74624148 |   77134329 |   82368552 |   80866985 |   74682836 |   90401091 |   89875100 |   90601953 |   89574663
    num misses                       |      66467 |      66768 |      64563 |      64664 |      65631 |      64416 |      64734 |      65130 |      66476 |      65427 |      66016 |      63293
    miss rate                        |      0.09% |      0.09% |      0.08% |      0.09% |      0.09% |      0.08% |      0.08% |      0.09% |      0.07% |      0.07% |      0.07% |      0.07%
    mpki                             |       0.29 |       0.30 |       0.25 |       0.28 |       0.27 |       0.23 |       0.24 |       0.28 |       0.21 |       0.20 |       0.21 |       0.20
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      66716 |      66795 |      64590 |      64691 |      65658 |      64443 |      64761 |      65157 |      66503 |      65454 |      66043 |      63320
    num misses                       |       1813 |       1304 |       1216 |       1154 |       1036 |       1503 |       1634 |       1877 |       1096 |       2623 |       1741 |       1059
    miss rate                        |      2.72% |      1.95% |      1.88% |      1.78% |      1.58% |      2.33% |      2.52% |      2.88% |      1.65% |      4.01% |      2.64% |      1.67%
    mpki                             |       0.01 |       0.01 |       0.00 |       0.00 |       0.00 |       0.01 |       0.01 |       0.01 |       0.00 |       0.01 |       0.01 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    6907097 |    7137906 |    6831492 |    6860399 |    6991154 |    6863870 |    7153823 |    7097050 |    7453756 |    7207016 |    7580313 |    7282796
    num cache misses                 |      28117 |      11976 |      11929 |      11835 |      10088 |      10455 |      10686 |       8936 |      11626 |      11887 |      11748 |      11936
    miss rate                        |      0.41% |      0.17% |      0.17% |      0.17% |      0.14% |      0.15% |      0.15% |      0.13% |      0.16% |      0.16% |      0.15% |      0.16%
