                                     | Core 0      | Core 1     
  Instructions                       |   939479921 |   941967786
  Cycles                             |  1178308400 |  1178308400
  IPC                                |        0.80 |        0.80
  Time (ns)                          |   294577100 |   294577100
  Idle time (ns)                     |      921949 |      236364
  Idle time (%)                      |        0.3% |        0.1%
Branch predictor stats               |             |            
  num correct                        |    48855152 |    50438235
  num incorrect                      |       24405 |       17711
  misprediction rate                 |       0.05% |       0.04%
  mpki                               |        0.03 |        0.02
TLB Summary                          |             |            
  I-TLB                              |             |            
    num accesses                     |   102090784 |   101720946
    num misses                       |         179 |          29
    miss rate                        |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00
  D-TLB                              |             |            
    num accesses                     |   519178596 |   518668426
    num misses                       |      290284 |      295147
    miss rate                        |       0.06% |       0.06%
    mpki                             |        0.31 |        0.31
  L2 TLB                             |             |            
    num accesses                     |      290463 |      295176
    num misses                       |      203081 |      201650
    miss rate                        |      69.92% |      68.32%
    mpki                             |        0.22 |        0.21
Cache Summary                        |             |            
  Cache L1-I                         |             |            
    num cache accesses               |   102090784 |   101720946
    num cache misses                 |       75666 |       59405
    miss rate                        |       0.07% |       0.06%
    mpki                             |        0.08 |        0.06
  Cache L1-D                         |             |            
    num cache accesses               |   519178596 |   518668426
    num cache misses                 |    21060503 |    21085566
    miss rate                        |       4.06% |       4.07%
    mpki                             |       22.42 |       22.38
  Cache L2                           |             |            
    num cache accesses               |    22813659 |    22808414
    num cache misses                 |    15490144 |    15461024
    miss rate                        |      67.90% |      67.79%
    mpki                             |       16.49 |       16.41
  Cache L3                           |             |            
    num cache accesses               |    17169085 |    17124826
    num cache misses                 |    10323828 |    10330449
    miss rate                        |      60.13% |      60.32%
    mpki                             |       10.99 |       10.97
DRAM summary                         |             |            
  num dram accesses                  |    30048475 |           0
  average dram access latency (ns)   |     3293.40 |         inf
  average dram queueing delay        |     3232.15 |        0.00
  average dram bandwidth utilization |      12.00% |       0.00%
Coherency Traffic                    |             |            
  num loads from dram                |     7427831 |     7450552
  num loads from dram cache          |           0 |           0
  num loads from remote cache        |           0 |           0
