                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   59280258 |   60033914 |   59945096 |   60045597 |   58023380 |   57366071 |   61051702 |   61023037 |   61128325 |   61539217 |   64804684 |   65398546
  Cycles                             |   31934800 |   31934800 |   31934800 |   31934800 |   23951100 |   23951100 |   31934800 |   31934800 |   31934800 |   31934800 |   23951100 |   23951100
  IPC                                |       1.86 |       1.88 |       1.88 |       1.88 |       2.42 |       2.40 |       1.91 |       1.91 |       1.91 |       1.93 |       2.71 |       2.73
  Time (ns)                          |    7983700 |    7983700 |    7983700 |    7983700 |    7983700 |    7983700 |    7983700 |    7983700 |    7983700 |    7983700 |    7983700 |    7983700
  Idle time (ns)                     |        293 |     273730 |     274728 |     275542 |     276280 |     277002 |     277742 |     278462 |     279174 |     279950 |     280653 |     281455
  Idle time (%)                      |       0.0% |       3.4% |       3.4% |       3.5% |       3.5% |       3.5% |       3.5% |       3.5% |       3.5% |       3.5% |       3.5% |       3.5%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1114478 |    1662897 |    1633480 |    1667101 |     992560 |     773268 |    2239097 |    2229658 |    2264752 |    2401675 |   21371171 |   21569116
  num incorrect                      |      11314 |       3770 |       3813 |       3693 |       3567 |       3651 |       3161 |       3139 |       3140 |       3148 |       1032 |       1035
  misprediction rate                 |      1.00% |      0.23% |      0.23% |      0.22% |      0.36% |      0.47% |      0.14% |      0.14% |      0.14% |      0.13% |      0.00% |      0.00%
  mpki                               |       0.19 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.05 |       0.05 |       0.05 |       0.05 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    5469765 |    5275573 |    5275382 |    5275384 |    5275382 |    5275382 |    5211212 |    5211212 |    5211212 |    5211212 |      81881 |      81882
    num misses                       |        201 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         31 |         31
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.04% |      0.04%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   26797424 |   26415915 |   26400697 |   26417448 |   26081359 |   25971990 |   26358311 |   26353377 |   26370926 |   26439463 |   11029523 |   11128508
    num misses                       |       6408 |       1573 |       2296 |       3916 |       2871 |       3173 |       4182 |       1016 |       3483 |       5830 |         48 |         54
    miss rate                        |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.02% |      0.00% |      0.01% |      0.02% |      0.00% |      0.00%
    mpki                             |       0.11 |       0.03 |       0.04 |       0.07 |       0.05 |       0.06 |       0.07 |       0.02 |       0.06 |       0.09 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       6609 |       1611 |       2334 |       3954 |       2909 |       3211 |       4220 |       1054 |       3521 |       5868 |         79 |         85
    num misses                       |        641 |        148 |        134 |        135 |        136 |        136 |        133 |        132 |        134 |        190 |         79 |         84
    miss rate                        |      9.70% |      9.19% |      5.74% |      3.41% |      4.68% |      4.24% |      3.15% |     12.52% |      3.81% |      3.24% |    100.00% |     98.82%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    5469765 |    5275573 |    5275382 |    5275384 |    5275382 |    5275382 |    5211212 |    5211212 |    5211212 |    5211212 |      81881 |      81882
    num cache misses                 |      76020 |      56784 |      56782 |      56781 |      56940 |      56909 |      54618 |      54587 |      54587 |      54598 |        221 |        223
    miss rate                        |      1.39% |      1.08% |      1.08% |      1.08% |      1.08% |      1.08% |      1.05% |      1.05% |      1.05% |      1.05% |      0.27% |      0.27%
    mpki                             |       1.28 |       0.95 |       0.95 |       0.95 |       0.98 |       0.99 |       0.89 |       0.89 |       0.89 |       0.89 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   26797424 |   26415915 |   26400697 |   26417448 |   26081359 |   25971990 |   26358311 |   26353377 |   26370926 |   26439463 |   11029523 |   11128508
    num cache misses                 |     432458 |     382219 |     376435 |     380290 |     388219 |     378511 |     348187 |     362078 |     349705 |     350363 |      30730 |      31062
    miss rate                        |      1.61% |      1.45% |      1.43% |      1.44% |      1.49% |      1.46% |      1.32% |      1.37% |      1.33% |      1.33% |      0.28% |      0.28%
    mpki                             |       7.30 |       6.37 |       6.28 |       6.33 |       6.69 |       6.60 |       5.70 |       5.93 |       5.72 |       5.69 |       0.47 |       0.47
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     522755 |     450890 |     446398 |     449390 |     462240 |     458063 |     416266 |     430285 |     416562 |     418494 |      31270 |      31619
    num cache misses                 |      77978 |      69017 |      67169 |      68454 |      68781 |      70208 |      58859 |      57783 |      56388 |      50459 |      12697 |       7224
    miss rate                        |     14.92% |     15.31% |     15.05% |     15.23% |     14.88% |     15.33% |     14.14% |     13.43% |     13.54% |     12.06% |     40.60% |     22.85%
    mpki                             |       1.32 |       1.15 |       1.12 |       1.14 |       1.19 |       1.22 |       0.96 |       0.95 |       0.92 |       0.82 |       0.20 |       0.11
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     105033 |      90649 |      90074 |      89644 |      94731 |     101539 |      80093 |      80272 |      77407 |      73715 |      22309 |      15375
