                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |    3775056 |    4771757 |    4655952 |    4105983 |    4165854 |    4212349 |    4729937 |    4729111 |    4973212 |    4362629 |    4359786 |    4904419 |    4367752 |    4370485 |    4933113 |    4856510
  Cycles                             |    3246600 |    4328800 |    4328800 |    3246600 |    3246600 |    3246600 |    4328800 |    4328800 |    4328800 |    3246600 |    3246600 |    4328800 |    3246600 |    3246600 |    4328800 |    4328800
  IPC                                |       1.16 |       1.10 |       1.08 |       1.26 |       1.28 |       1.30 |       1.09 |       1.09 |       1.15 |       1.34 |       1.34 |       1.13 |       1.35 |       1.35 |       1.14 |       1.12
  Time (ns)                          |    1082200 |    1082200 |    1082200 |    1082200 |    1082200 |    1082200 |    1082200 |    1082200 |    1082200 |    1082200 |    1082200 |    1082200 |    1082200 |    1082200 |    1082200 |    1082200
  Idle time (ns)                     |        420 |     310833 |     311234 |     311419 |     311578 |     311699 |     311854 |     312018 |     312165 |     312307 |     312434 |     312588 |     312765 |     312885 |     313037 |     313176
  Idle time (%)                      |       0.0% |      28.7% |      28.8% |      28.8% |      28.8% |      28.8% |      28.8% |      28.8% |      28.8% |      28.9% |      28.9% |      28.9% |      28.9% |      28.9% |      28.9% |      28.9%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     377546 |     967415 |     937208 |     755070 |     784094 |     802897 |     975986 |     975545 |    1076552 |     882342 |     882312 |    1064217 |     884652 |     885176 |    1074049 |    1047488
  num incorrect                      |       8311 |       1874 |       1905 |       1881 |       1741 |       1676 |       1739 |       1731 |       1520 |       1393 |       1403 |       1392 |       1427 |       1404 |       1386 |       1391
  misprediction rate                 |      2.15% |      0.19% |      0.20% |      0.25% |      0.22% |      0.21% |      0.18% |      0.18% |      0.14% |      0.16% |      0.16% |      0.13% |      0.16% |      0.16% |      0.13% |      0.13%
  mpki                               |       2.20 |       0.39 |       0.41 |       0.46 |       0.42 |       0.40 |       0.37 |       0.37 |       0.31 |       0.32 |       0.32 |       0.28 |       0.33 |       0.32 |       0.28 |       0.29
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     409720 |     251755 |     246249 |     245912 |     242849 |     241699 |     241453 |     241502 |     235044 |     231871 |     231265 |     231026 |     231372 |     231565 |     230932 |     231321
    num misses                       |        266 |         34 |         34 |         34 |         34 |         27 |         34 |         34 |         34 |         34 |         34 |         27 |         27 |         27 |         30 |         35
    miss rate                        |      0.06% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.02%
    mpki                             |       0.07 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1881876 |    1614930 |    1586516 |    1494090 |    1491333 |    1496091 |    1581598 |    1581811 |    1596338 |    1482921 |    1481420 |    1571806 |    1483940 |    1485494 |    1575899 |    1565371
    num misses                       |       2009 |        219 |        277 |        302 |        324 |        289 |        302 |        274 |        224 |        239 |        218 |        180 |        241 |        175 |        222 |        148
    miss rate                        |      0.11% |      0.01% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.01% |      0.02% |      0.01% |      0.01% |      0.02% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.53 |       0.05 |       0.06 |       0.07 |       0.08 |       0.07 |       0.06 |       0.06 |       0.05 |       0.05 |       0.05 |       0.04 |       0.06 |       0.04 |       0.05 |       0.03
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       2275 |        253 |        311 |        336 |        358 |        316 |        336 |        308 |        258 |        273 |        252 |        207 |        268 |        202 |        252 |        183
    num misses                       |        570 |        159 |        155 |        164 |        160 |        151 |        159 |        154 |        152 |        151 |        150 |        137 |        140 |        136 |        140 |        135
    miss rate                        |     25.05% |     62.85% |     49.84% |     48.81% |     44.69% |     47.78% |     47.32% |     50.00% |     58.91% |     55.31% |     59.52% |     66.18% |     52.24% |     67.33% |     55.56% |     73.77%
    mpki                             |       0.15 |       0.03 |       0.03 |       0.04 |       0.04 |       0.04 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     409720 |     251755 |     246249 |     245912 |     242849 |     241699 |     241453 |     241502 |     235044 |     231871 |     231265 |     231026 |     231372 |     231565 |     230932 |     231321
    num cache misses                 |       7124 |        476 |        475 |        466 |        470 |        399 |        475 |        471 |        467 |        472 |        470 |        397 |        399 |        398 |        410 |        476
    miss rate                        |      1.74% |      0.19% |      0.19% |      0.19% |      0.19% |      0.17% |      0.20% |      0.20% |      0.20% |      0.20% |      0.20% |      0.17% |      0.17% |      0.17% |      0.18% |      0.21%
    mpki                             |       1.89 |       0.10 |       0.10 |       0.11 |       0.11 |       0.09 |       0.10 |       0.10 |       0.09 |       0.11 |       0.11 |       0.08 |       0.09 |       0.09 |       0.08 |       0.10
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1881876 |    1614930 |    1586516 |    1494090 |    1491333 |    1496091 |    1581598 |    1581811 |    1596338 |    1482921 |    1481420 |    1571806 |    1483940 |    1485494 |    1575899 |    1565371
    num cache misses                 |      71234 |      40734 |      39427 |      39677 |      39354 |      39013 |      39049 |      38875 |      38219 |      37607 |      37364 |      37245 |      37217 |      37179 |      37024 |      36860
    miss rate                        |      3.79% |      2.52% |      2.49% |      2.66% |      2.64% |      2.61% |      2.47% |      2.46% |      2.39% |      2.54% |      2.52% |      2.37% |      2.51% |      2.50% |      2.35% |      2.35%
    mpki                             |      18.87 |       8.54 |       8.47 |       9.66 |       9.45 |       9.26 |       8.26 |       8.22 |       7.68 |       8.62 |       8.57 |       7.59 |       8.52 |       8.51 |       7.51 |       7.59
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      85533 |      44702 |      42533 |      42771 |      42509 |      42365 |      42418 |      42410 |      42144 |      40787 |      40564 |      40336 |      40343 |      40305 |      40159 |      38436
    num cache misses                 |      23954 |      12137 |      13503 |      13528 |      13268 |      12904 |      13072 |      13673 |      12555 |      12115 |      11883 |      11771 |      11755 |      11752 |      11332 |      11878
    miss rate                        |     28.01% |     27.15% |     31.75% |     31.63% |     31.21% |     30.46% |     30.82% |     32.24% |     29.79% |     29.70% |     29.29% |     29.18% |     29.14% |     29.16% |     28.22% |     30.90%
    mpki                             |       6.35 |       2.54 |       2.90 |       3.29 |       3.18 |       3.06 |       2.76 |       2.89 |       2.52 |       2.78 |       2.73 |       2.40 |       2.69 |       2.69 |       2.30 |       2.45
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39933 |      19203 |      19219 |      19370 |      19140 |      19048 |      18997 |      19875 |      19074 |      17784 |      17555 |      17416 |      17430 |      17420 |      17189 |      16576
    num cache misses                 |      15670 |       2467 |       1823 |       1832 |       2326 |       2459 |       2557 |       5534 |       8144 |       3342 |       3236 |       3463 |       3146 |       3174 |       3167 |       4645
