                                     | Core 0     | Core 1    
  Instructions                       |  422536995 |  362092942
  Cycles                             |  188890340 |  143296120
  IPC                                |       2.24 |       2.53
  Time (ns)                          |   65134600 |   65134600
  Idle time (ns)                     |    5388765 |     443982
  Idle time (%)                      |       8.3% |       0.7%
Branch predictor stats               |            |           
  num correct                        |   34577266 |   17447758
  num incorrect                      |     502016 |     488047
  misprediction rate                 |      1.43% |      2.72%
  mpki                               |       1.19 |       1.35
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |   32385875 |   32252597
    num misses                       |        308 |         28
    miss rate                        |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |  121467549 |  112536551
    num misses                       |     109220 |     108228
    miss rate                        |      0.09% |      0.10%
    mpki                             |       0.26 |       0.30
  L2 TLB                             |            |           
    num accesses                     |     109528 |     108256
    num misses                       |      25032 |      23923
    miss rate                        |     22.85% |     22.10%
    mpki                             |       0.06 |       0.07
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |   32385875 |   32252597
    num cache misses                 |      14018 |       8499
    miss rate                        |      0.04% |      0.03%
    mpki                             |       0.03 |       0.02
  Cache L1-D                         |            |           
    num cache accesses               |  121467549 |  112536551
    num cache misses                 |   11149832 |   13123662
    miss rate                        |      9.18% |     11.66%
    mpki                             |      26.39 |      36.24
  Cache L2                           |            |           
    num cache accesses               |   11165111 |   13132316
    num cache misses                 |    1545770 |    1561913
    miss rate                        |     13.84% |     11.89%
    mpki                             |       3.66 |       4.31
  Cache L3                           |            |           
    num cache accesses               |    1547060 |    1562083
    num cache misses                 |      94499 |      84666
    miss rate                        |      6.11% |      5.42%
    mpki                             |       0.22 |       0.23
DRAM summary                         |            |           
  num dram accesses                  |     179974 |          0
  average dram access latency (ns)   |      62.07 |        inf
  average dram queueing delay        |       0.82 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |       6157 |        799
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
