                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  110816664 |  116078443 |  116738105 |  119335493 |  102692726 |  102744263 |  102340515 |  103711642
  Cycles                             |   66554400 |   66554400 |   66554400 |   66554400 |   49915800 |   49915800 |   49915800 |   49915800
  IPC                                |       1.67 |       1.74 |       1.75 |       1.79 |       2.06 |       2.06 |       2.05 |       2.08
  Time (ns)                          |   16638600 |   16638600 |   16638600 |   16638600 |   16638600 |   16638600 |   16638600 |   16638600
  Idle time (ns)                     |       1504 |     410696 |     367943 |     487154 |     449862 |     430721 |     508322 |     455658
  Idle time (%)                      |       0.0% |       2.5% |       2.2% |       2.9% |       2.7% |       2.6% |       3.1% |       2.7%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   10161660 |   12071410 |   12291443 |   13157079 |    7610047 |    7627089 |    7492508 |    7949720
  num incorrect                      |      46319 |      38205 |      38210 |      38219 |      38144 |      38160 |      38159 |      38148
  misprediction rate                 |      0.45% |      0.32% |      0.31% |      0.29% |      0.50% |      0.50% |      0.51% |      0.48%
  mpki                               |       0.42 |       0.33 |       0.33 |       0.32 |       0.37 |       0.37 |       0.37 |       0.37
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    8913725 |    8798315 |    8798205 |    8798318 |    8797885 |    8797996 |    8797996 |    8797887
    num misses                       |        198 |         25 |         25 |         25 |         25 |         25 |         25 |         25
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   33655108 |   34294866 |   34404537 |   34837712 |   32063053 |   32071860 |   32004569 |   32232813
    num misses                       |      28427 |      27584 |      26873 |      27535 |      27325 |      27469 |      26931 |      28089
    miss rate                        |      0.08% |      0.08% |      0.08% |      0.08% |      0.09% |      0.09% |      0.08% |      0.09%
    mpki                             |       0.26 |       0.24 |       0.23 |       0.23 |       0.27 |       0.27 |       0.26 |       0.27
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |      28625 |      27609 |      26898 |      27560 |      27350 |      27494 |      26956 |      28114
    num misses                       |       5840 |       5013 |       4897 |       4982 |       4988 |       4944 |       4911 |       5051
    miss rate                        |     20.40% |     18.16% |     18.21% |     18.08% |     18.24% |     17.98% |     18.22% |     17.97%
    mpki                             |       0.05 |       0.04 |       0.04 |       0.04 |       0.05 |       0.05 |       0.05 |       0.05
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    8913725 |    8798315 |    8798205 |    8798318 |    8797885 |    8797996 |    8797996 |    8797887
    num cache misses                 |      13225 |       2772 |       2639 |       2611 |       5103 |       5331 |       5154 |       5094
    miss rate                        |      0.15% |      0.03% |      0.03% |      0.03% |      0.06% |      0.06% |      0.06% |      0.06%
    mpki                             |       0.12 |       0.02 |       0.02 |       0.02 |       0.05 |       0.05 |       0.05 |       0.05
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |   33655108 |   34294866 |   34404537 |   34837712 |   32063053 |   32071860 |   32004569 |   32232813
    num cache misses                 |    3495650 |    3480550 |    3480460 |    3480593 |    3480590 |    3480594 |    3480581 |    3480429
    miss rate                        |     10.39% |     10.15% |     10.12% |      9.99% |     10.86% |     10.85% |     10.88% |     10.80%
    mpki                             |      31.54 |      29.98 |      29.81 |      29.17 |      33.89 |      33.88 |      34.01 |      33.56
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    3561017 |    3532946 |    3532596 |    3532446 |    3535433 |    3535516 |    3535290 |    3534904
    num cache misses                 |     444072 |     420514 |     421510 |     412586 |     427461 |     428143 |     429331 |     427813
    miss rate                        |     12.47% |     11.90% |     11.93% |     11.68% |     12.09% |     12.11% |     12.14% |     12.10%
    mpki                             |       4.01 |       3.62 |       3.61 |       3.46 |       4.16 |       4.17 |       4.20 |       4.13
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |     651142 |     603587 |     599541 |     571602 |     603266 |     600634 |     601204 |     595149
    num cache misses                 |     393308 |     349233 |     347222 |     327775 |     349048 |     343463 |     345520 |     338345
    miss rate                        |     60.40% |     57.86% |     57.91% |     57.34% |     57.86% |     57.18% |     57.47% |     56.85%
    mpki                             |       3.55 |       3.01 |       2.97 |       2.75 |       3.40 |       3.34 |       3.38 |       3.26
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |    5208619 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |    3170.71 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |    3109.46 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     39.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |     252935 |     223613 |     218288 |     200175 |     217384 |     214312 |     213921 |     208707
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
