                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  3938547562 |   128522136 |   128012370 |   127708012 |   128170175 |   127903677 |   128071459 |   128676625
  Cycles                             |  4283927850 |  4283927850 |  4283927850 |  4283927850 |  3249876300 |  3249876300 |  3249876300 |  3249876300
  IPC                                |        0.92 |        0.03 |        0.03 |        0.03 |        0.04 |        0.04 |        0.04 |        0.04
  Time (ns)                          |  1477216500 |  1477216500 |  1477216500 |  1477216500 |  1477216500 |  1477216500 |  1477216500 |  1477216500
  Idle time (ns)                     |    55205032 |  1426196621 |  1426416861 |  1426562512 |  1423013282 |  1423095916 |  1423054596 |  1422807079
  Idle time (%)                      |        3.7% |       96.5% |       96.6% |       96.6% |       96.3% |       96.3% |       96.3% |       96.3%
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   169656429 |     2488016 |     2475934 |     2475095 |     2481614 |     2473191 |     2475451 |     2489159
  num incorrect                      |     6021586 |       84308 |       83537 |       84247 |       83658 |       83448 |       83507 |       84000
  misprediction rate                 |       3.43% |       3.28% |       3.26% |       3.29% |       3.26% |       3.26% |       3.26% |       3.26%
  mpki                               |        1.53 |        0.66 |        0.65 |        0.66 |        0.65 |        0.65 |        0.65 |        0.65
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   773980825 |    19903607 |    19827377 |    19779901 |    19849039 |    19810840 |    19836423 |    19928299
    num misses                       |         208 |          47 |          44 |          47 |          48 |          45 |          45 |          48
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  2331212694 |    81239134 |    80932844 |    80713106 |    81007376 |    80868489 |    80969122 |    81340581
    num misses                       |    13855199 |      879152 |      846305 |      844283 |      839055 |      837289 |      847661 |      848756
    miss rate                        |       0.59% |       1.08% |       1.05% |       1.05% |       1.04% |       1.04% |       1.05% |       1.04%
    mpki                             |        3.52 |        6.84 |        6.61 |        6.61 |        6.55 |        6.55 |        6.62 |        6.60
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |    13855407 |      879199 |      846349 |      844330 |      839103 |      837334 |      847706 |      848804
    num misses                       |     6437964 |      443182 |      439936 |      439288 |      440704 |      439827 |      441088 |      442669
    miss rate                        |      46.47% |      50.41% |      51.98% |      52.03% |      52.52% |      52.53% |      52.03% |      52.15%
    mpki                             |        1.63 |        3.45 |        3.44 |        3.44 |        3.44 |        3.44 |        3.44 |        3.44
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   773980825 |    19903607 |    19827377 |    19779901 |    19849039 |    19810840 |    19836423 |    19928299
    num cache misses                 |     2648132 |        2803 |        2754 |        2793 |        7257 |        7200 |        7151 |        7262
    miss rate                        |       0.34% |       0.01% |       0.01% |       0.01% |       0.04% |       0.04% |       0.04% |       0.04%
    mpki                             |        0.67 |        0.02 |        0.02 |        0.02 |        0.06 |        0.06 |        0.06 |        0.06
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  2331212694 |    81239134 |    80932844 |    80713106 |    81007376 |    80868489 |    80969122 |    81340581
    num cache misses                 |    20511117 |      819709 |      815137 |      812905 |      825709 |      824498 |      825504 |      829391
    miss rate                        |       0.88% |       1.01% |       1.01% |       1.01% |       1.02% |       1.02% |       1.02% |       1.02%
    mpki                             |        5.21 |        6.38 |        6.37 |        6.37 |        6.44 |        6.45 |        6.45 |        6.45
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |    24377934 |      823363 |      818597 |      816356 |      833542 |      832443 |      833412 |      837261
    num cache misses                 |    12677796 |      589758 |      586492 |      584485 |      702952 |      702540 |      702900 |      705856
    miss rate                        |      52.01% |      71.63% |      71.65% |      71.60% |      84.33% |      84.39% |      84.34% |      84.31%
    mpki                             |        3.22 |        4.59 |        4.58 |        4.58 |        5.48 |        5.49 |        5.49 |        5.49
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |    13897355 |      590609 |      587198 |      585141 |      703528 |      703285 |      703657 |      706464
    num cache misses                 |     4128518 |      128193 |      127639 |      126369 |      126854 |      126857 |      126555 |      127153
    miss rate                        |      29.71% |      21.71% |      21.74% |      21.60% |      18.03% |      18.04% |      17.99% |      18.00%
    mpki                             |        1.05 |        1.00 |        1.00 |        0.99 |        0.99 |        0.99 |        0.99 |        0.99
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |     7492269 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |       61.28 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |        0.03 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |     3444903 |      110417 |      110139 |      108969 |      111919 |      111895 |      111841 |      112591
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
