                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4     | Core 5     | Core 6     | Core 7     | Core 8      | Core 9      | Core 10     | Core 11     | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |    10168154 |    10206804 |   680393098 |    84315369 |   84061951 |  256529348 |  268323420 |  262750274 |   849229771 |   879521353 |   844745527 |     9286430 |          0 |          0 |          0 |          0
  Cycles                             |  1192385170 |  1192385170 |  1192385170 |  1192385170 |  904568060 |  904568060 |  904568060 |  904568060 |  1192385170 |  1192385170 |  1192385170 |  1192385170 |  904568060 |  904568060 |  904568060 |  904568060
  IPC                                |        0.01 |        0.01 |        0.57 |        0.07 |       0.09 |       0.28 |       0.30 |       0.29 |        0.71 |        0.74 |        0.71 |        0.01 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   411167300 |   411167300 |   411167300 |   411167300 |  411167300 |  411167300 |  411167300 |  411167300 |   411167300 |   411167300 |   411167300 |   411167300 |  411167300 |  411167300 |  411167300 |  411167300
  Idle time (ns)                     |   407885072 |   406137811 |     9777241 |   361446558 |  361521720 |  366282334 |  364155450 |  365237146 |   178885346 |   175957385 |   180104138 |   408138363 |  411167300 |  411167300 |  411167300 |  411167300
  Idle time (%)                      |       99.2% |       98.8% |        2.4% |       87.9% |      87.9% |      89.1% |      88.6% |      88.8% |       43.5% |       42.8% |       43.8% |       99.3% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |             |             |             |             |            |            |            |            |             |             |             |             |            |            |            |           
  num correct                        |     1378851 |      388929 |    34208686 |     4237721 |    4224591 |     393768 |     399886 |     393559 |   101389374 |   104948826 |   100318918 |      949203 |          0 |          0 |          0 |          0
  num incorrect                      |       10530 |         725 |        4355 |         626 |        623 |       6690 |       6645 |       6503 |     4545416 |     4516633 |     4503269 |       14339 |          0 |          0 |          0 |          0
  misprediction rate                 |       0.76% |       0.19% |       0.01% |       0.01% |      0.01% |      1.67% |      1.63% |      1.63% |       4.29% |       4.13% |       4.30% |       1.49% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |        1.04 |        0.07 |        0.01 |        0.01 |       0.01 |       0.03 |       0.02 |       0.02 |        5.35 |        5.14 |        5.33 |        1.54 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |             |             |             |             |            |            |            |            |             |             |             |             |            |            |            |           
  I-TLB                              |             |             |             |             |            |            |            |            |             |             |             |             |            |            |            |           
    num accesses                     |     1589748 |      961710 |    51410478 |     6367598 |    6347305 |   14444859 |   15091456 |   14781150 |    96423259 |    99689479 |    95987987 |     1238335 |          0 |          0 |          0 |          0
    num misses                       |         111 |          35 |          35 |          32 |         32 |         39 |         39 |         39 |          48 |          47 |          41 |          41 |          0 |          0 |          0 |          0
    miss rate                        |       0.01% |       0.00% |       0.00% |       0.00% |      0.00% |      0.00% |      0.00% |      0.00% |       0.00% |       0.00% |       0.00% |       0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |        0.01 |        0.00 |        0.00 |        0.00 |       0.00 |       0.00 |       0.00 |       0.00 |        0.00 |        0.00 |        0.00 |        0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |             |             |             |             |            |            |            |            |             |             |             |             |            |            |            |           
    num accesses                     |     5039283 |     8620485 |   458734505 |    56849208 |   56681278 |   60033549 |   62722543 |   61427805 |   417671631 |   437326491 |   417012356 |     5114091 |          0 |          0 |          0 |          0
