                                     | Core 0     | Core 1     
  Instructions                       |  596857462 |  1818494546
  Cycles                             |  774193570 |   774193570
  IPC                                |       0.77 |        2.35
  Time (ns)                          |  266963300 |   266963300
  Idle time (ns)                     |  187726506 |    19535047
  Idle time (%)                      |      70.3% |        7.3%
Branch predictor stats               |            |            
  num correct                        |   19439149 |    68909256
  num incorrect                      |     894175 |     3086454
  misprediction rate                 |      4.40% |       4.29%
  mpki                               |       1.50 |        1.70
TLB Summary                          |            |            
  I-TLB                              |            |            
    num accesses                     |   55007723 |   177374952
    num misses                       |        535 |        1156
    miss rate                        |      0.00% |       0.00%
    mpki                             |       0.00 |        0.00
  D-TLB                              |            |            
    num accesses                     |  213974823 |   635380758
    num misses                       |     231581 |      764311
    miss rate                        |      0.11% |       0.12%
    mpki                             |       0.39 |        0.42
  L2 TLB                             |            |            
    num accesses                     |     232116 |      765467
    num misses                       |      54859 |      107396
    miss rate                        |     23.63% |      14.03%
    mpki                             |       0.09 |        0.06
Cache Summary                        |            |            
  Cache L1-I                         |            |            
    num cache accesses               |   55007723 |   177374952
    num cache misses                 |    1303793 |     4561099
    miss rate                        |      2.37% |       2.57%
    mpki                             |       2.18 |        2.51
  Cache L1-D                         |            |            
    num cache accesses               |  213974823 |   635380758
    num cache misses                 |    1648641 |     3260873
    miss rate                        |      0.77% |       0.51%
    mpki                             |       2.76 |        1.79
  Cache L2                           |            |            
    num cache accesses               |    2952904 |     7822313
    num cache misses                 |     410261 |      717476
    miss rate                        |     13.89% |       9.17%
    mpki                             |       0.69 |        0.39
  Cache L3                           |            |            
    num cache accesses               |     410838 |      717927
    num cache misses                 |     234830 |      178485
    miss rate                        |     57.16% |      24.86%
    mpki                             |       0.39 |        0.10
DRAM summary                         |            |            
  num dram accesses                  |     132022 |      132048
  average dram access latency (ns)   |      61.32 |       61.32
  average dram queueing delay        |       0.07 |        0.07
  average dram bandwidth utilization |      0.00% |       0.00%
Coherency Traffic                    |            |            
  num loads from dram                |      40458 |        1177
  num loads from dram cache          |          0 |           0
  num loads from remote cache        |      94819 |       43875
