                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  112198732 |  113601297 |  113009336 |  112758073 |  112068749 |  112192282 |  112459158 |  112772784
  Cycles                             |   39941700 |   39941700 |   39941700 |   39941700 |   39941700 |   39941700 |   39941700 |   39941700
  IPC                                |       2.81 |       2.84 |       2.83 |       2.82 |       2.81 |       2.81 |       2.82 |       2.82
  Time (ns)                          |   13773000 |   13773000 |   13773000 |   13773000 |   13773000 |   13773000 |   13773000 |   13773000
  Idle time (ns)                     |        286 |     255615 |     256529 |     257330 |     258095 |     258843 |     259606 |     260345
  Idle time (%)                      |       0.0% |       1.9% |       1.9% |       1.9% |       1.9% |       1.9% |       1.9% |       1.9%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |     704262 |    1438058 |   19108918 |   19025216 |   19008591 |   19049766 |   19375485 |   19480086
  num incorrect                      |      12765 |       5408 |       3972 |       3958 |       3789 |       3791 |       3228 |       3169
  misprediction rate                 |      1.78% |      0.37% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02%
  mpki                               |       0.11 |       0.05 |       0.04 |       0.04 |       0.03 |       0.03 |       0.03 |       0.03
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   10655770 |   10472896 |    5345233 |    5345233 |    5274946 |    5274946 |    5210778 |    5210777
    num misses                       |        244 |         38 |         38 |         38 |         38 |         38 |         38 |         38
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   51706722 |   51499759 |   35453815 |   35411856 |   35088236 |   35108825 |   34926316 |   34978583
    num misses                       |       7721 |       8721 |       2011 |       1160 |       6653 |       1127 |       2989 |       5098
    miss rate                        |      0.01% |      0.02% |      0.01% |      0.00% |      0.02% |      0.00% |      0.01% |      0.01%
    mpki                             |       0.07 |       0.08 |       0.02 |       0.01 |       0.06 |       0.01 |       0.03 |       0.05
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       7965 |       8759 |       2049 |       1198 |       6691 |       1165 |       3027 |       5136
    num misses                       |        615 |        151 |        131 |        130 |        130 |        131 |        130 |        127
    miss rate                        |      7.72% |      1.72% |      6.39% |     10.85% |      1.94% |     11.24% |      4.29% |      2.47%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   10655770 |   10472896 |    5345233 |    5345233 |    5274946 |    5274946 |    5210778 |    5210777
    num cache misses                 |      76276 |      56889 |      56403 |      56376 |      56296 |      56296 |      54098 |      54099
    miss rate                        |      0.72% |      0.54% |      1.06% |      1.05% |      1.07% |      1.07% |      1.04% |      1.04%
    mpki                             |       0.68 |       0.50 |       0.50 |       0.50 |       0.50 |       0.50 |       0.48 |       0.48
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |   51706722 |   51499759 |   35453815 |   35411856 |   35088236 |   35108825 |   34926316 |   34978583
    num cache misses                 |     227768 |     182747 |     111180 |     112554 |     103856 |     102369 |      93478 |      95404
    miss rate                        |      0.44% |      0.35% |      0.31% |      0.32% |      0.30% |      0.29% |      0.27% |      0.27%
    mpki                             |       2.03 |       1.61 |       0.98 |       1.00 |       0.93 |       0.91 |       0.83 |       0.85
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |     327598 |     262018 |     180153 |     183233 |     175726 |     168868 |     161848 |     161721
    num cache misses                 |      82679 |      62948 |      44291 |      48338 |      58926 |      60197 |      54881 |      50872
    miss rate                        |     25.24% |     24.02% |     24.59% |     26.38% |     33.53% |     35.65% |     33.91% |     31.46%
    mpki                             |       0.74 |       0.55 |       0.39 |       0.43 |       0.53 |       0.54 |       0.49 |       0.45
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |     118525 |     104205 |      74005 |      73510 |      84408 |      79449 |      77701 |      66271
    num cache misses                 |      33264 |      14791 |       8272 |      20322 |      41580 |      12864 |      15567 |      18819
    miss rate                        |     28.06% |     14.19% |     11.18% |     27.65% |     49.26% |     16.19% |     20.03% |     28.40%
    mpki                             |       0.30 |       0.13 |       0.07 |       0.18 |       0.37 |       0.11 |       0.14 |       0.17
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |       9476 |          0 |          0 |          0 |       9446 |          0 |          0 |          0
  average dram access latency (ns)   |      70.74 |        inf |        inf |        inf |      70.65 |        inf |        inf |        inf
  average dram queueing delay        |       9.49 |       0.00 |       0.00 |       0.00 |       9.40 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |       6809 |         52 |         46 |          9 |         53 |         50 |         51 |         21
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |      16659 |      13448 |       6802 |      15574 |      40001 |      11451 |      14277 |      14685
