                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   30031276 |    3057171 |  274807139 |  327769528 |  140614841 |  123227685 |  122471024 |  366315259 |  276431657 |  273536648 |  102062817 |  291675698
  Cycles                             |  319276980 |  319276980 |  319276980 |  319276980 |  420865110 |  420865110 |  420865110 |  420865110 |  319276980 |  319276980 |  319276980 |  319276980
  IPC                                |       0.09 |       0.01 |       0.86 |       1.03 |       0.33 |       0.29 |       0.29 |       0.87 |       0.87 |       0.86 |       0.32 |       0.91
  Time (ns)                          |  145125900 |  145125900 |  145125900 |  145125900 |  145125900 |  145125900 |  145125900 |  145125900 |  145125900 |  145125900 |  145125900 |  145125900
  Idle time (ns)                     |  137486803 |  134335666 |   40087353 |   15400766 |  110140582 |  112934306 |   89818405 |   31008720 |   43311445 |   38453983 |  114269034 |   25394324
  Idle time (%)                      |      94.7% |      92.6% |      27.6% |      10.6% |      75.9% |      77.8% |      61.9% |      21.4% |      29.8% |      26.5% |      78.7% |      17.5%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1362646 |     153335 |   20632107 |   26845122 |    9378960 |    9004881 |    4760042 |   36008424 |   26146109 |   20991905 |    8712051 |   24866161
  num incorrect                      |      18512 |       1802 |    1244255 |    2191604 |     702378 |     672174 |      18749 |    3151850 |    3518063 |    1274423 |     640342 |    2072510
  misprediction rate                 |      1.34% |      1.16% |      5.69% |      7.55% |      6.97% |      6.95% |      0.39% |      8.05% |     11.86% |      5.72% |      6.85% |      7.69%
  mpki                               |       0.62 |       0.59 |       4.53 |       6.69 |       5.00 |       5.45 |       0.15 |       8.60 |      12.73 |       4.66 |       6.27 |       7.11
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2891093 |     373983 |   28273606 |   34902548 |   13114610 |   12031934 |   10996682 |   40585603 |   30994461 |   28204454 |   10641555 |   31825403
    num misses                       |        136 |         42 |         54 |         54 |         52 |         52 |         45 |         54 |         54 |         52 |         54 |         52
    miss rate                        |      0.00% |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    9470592 |    2506012 |  144533361 |  167467227 |   56859003 |   52978757 |   66973094 |  175777159 |  118852815 |  144965739 |   47644504 |  155135607
