                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5     
  Instructions                       |  3353255480 |  3383973634 |  3375867487 |  3363378740 |  3415289447 |  3400246581
  Cycles                             |  1178840000 |  1178840000 |  1178840000 |  1178840000 |  1178840000 |  1178840000
  IPC                                |        2.84 |        2.87 |        2.86 |        2.85 |        2.90 |        2.88
  Time (ns)                          |   294710000 |   294710000 |   294710000 |   294710000 |   294710000 |   294710000
  Idle time (ns)                     |         508 |      251542 |      252790 |      253793 |      254750 |      255720
  Idle time (%)                      |        0.0% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1%
Branch predictor stats               |             |             |             |             |             |            
  num correct                        |    16388564 |    27081480 |    24380266 |    20215167 |   308120269 |   303106190
  num incorrect                      |       63946 |       53654 |       53451 |       52878 |       45165 |       44963
  misprediction rate                 |       0.39% |       0.20% |       0.22% |       0.26% |       0.01% |       0.01%
  mpki                               |        0.02 |        0.02 |        0.02 |        0.02 |        0.01 |        0.01
TLB Summary                          |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |            
    num accesses                     |   315253264 |   314954114 |   314953923 |   314953924 |   237626701 |   237626702
    num misses                       |         257 |          38 |          38 |          38 |          38 |          38
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |            
    num accesses                     |  1541448731 |  1545788552 |  1544436411 |  1542359579 |  1310016601 |  1307509442
    num misses                       |     1905850 |     1903493 |     1873580 |     1907502 |     1386704 |     1421161
    miss rate                        |       0.12% |       0.12% |       0.12% |       0.12% |       0.11% |       0.11%
    mpki                             |        0.57 |        0.56 |        0.55 |        0.57 |        0.41 |        0.42
  L2 TLB                             |             |             |             |             |             |            
    num accesses                     |     1906107 |     1903531 |     1873618 |     1907540 |     1386742 |     1421199
    num misses                       |       49221 |       47568 |       43832 |       35906 |       32660 |       41517
    miss rate                        |       2.58% |       2.50% |       2.34% |       1.88% |       2.36% |       2.92%
    mpki                             |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01
Cache Summary                        |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |            
    num cache accesses               |   315253264 |   314954114 |   314953923 |   314953924 |   237626701 |   237626702
    num cache misses                 |      275950 |      207424 |      207927 |      214161 |      198373 |      197685
    miss rate                        |       0.09% |       0.07% |       0.07% |       0.07% |       0.08% |       0.08%
    mpki                             |        0.08 |        0.06 |        0.06 |        0.06 |        0.06 |        0.06
  Cache L1-D                         |             |             |             |             |             |            
    num cache accesses               |  1541448731 |  1545788552 |  1544436411 |  1542359579 |  1310016601 |  1307509442
    num cache misses                 |    51965878 |    51771386 |    51774704 |    51781982 |    39427750 |    39372520
    miss rate                        |       3.37% |       3.35% |       3.35% |       3.36% |       3.01% |       3.01%
    mpki                             |       15.50 |       15.30 |       15.34 |       15.40 |       11.54 |       11.58
  Cache L2                           |             |             |             |             |             |            
    num cache accesses               |    52703593 |    52446867 |    52537966 |    52568846 |    40138372 |    39993208
    num cache misses                 |     2487451 |     2166369 |     2280007 |     2478868 |     1841007 |     1921134
    miss rate                        |       4.72% |       4.13% |       4.34% |       4.72% |       4.59% |       4.80%
    mpki                             |        0.74 |        0.64 |        0.68 |        0.74 |        0.54 |        0.56
  Cache L3                           |             |             |             |             |             |            
    num cache accesses               |     3152295 |     2863286 |     3070626 |     3295940 |     2695720 |     2635273
    num cache misses                 |      545078 |      435294 |      819615 |      807577 |      380886 |      488958
    miss rate                        |      17.29% |      15.20% |      26.69% |      24.50% |      14.13% |      18.55%
    mpki                             |        0.16 |        0.13 |        0.24 |        0.24 |        0.11 |        0.14
DRAM summary                         |             |             |             |             |             |            
  num dram accesses                  |       26283 |           0 |           0 |       26242 |           0 |           0
  average dram access latency (ns)   |      549.36 |         inf |         inf |      549.07 |         inf |         inf
  average dram queueing delay        |      488.11 |        0.00 |        0.00 |      487.82 |        0.00 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |            
  num loads from dram                |        6833 |         175 |         168 |           5 |         179 |          39
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |      511844 |      427688 |      811971 |      787114 |      371668 |      471394
