                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   10975726 |    2989947 |    3026911 |    2805374 |    3225875 |    3045950 |    2638436 |    3077957 |    3271362 |    3187354 |    3376204 |    3367981
  Cycles                             |    7241100 |    7241100 |    7241100 |    7241100 |   28964400 |   28964400 |   28964400 |   28964400 |    7241100 |    7241100 |    7241100 |    7241100
  IPC                                |       1.52 |       0.41 |       0.42 |       0.39 |       0.11 |       0.11 |       0.09 |       0.11 |       0.45 |       0.44 |       0.47 |       0.47
  Time (ns)                          |    7241100 |    7241100 |    7241100 |    7241100 |    7241100 |    7241100 |    7241100 |    7241100 |    7241100 |    7241100 |    7241100 |    7241100
  Idle time (ns)                     |       1335 |    5806878 |    5807527 |    5807946 |    5838194 |    5838749 |    5838842 |    5839044 |    5808968 |    5809200 |    5809761 |    5810071
  Idle time (%)                      |       0.0% |      80.2% |      80.2% |      80.2% |      80.6% |      80.6% |      80.6% |      80.6% |      80.2% |      80.2% |      80.2% |      80.2%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1323420 |     947153 |     962984 |     869201 |    1039241 |     967433 |     794772 |     980802 |    1038703 |    1004160 |    1084147 |    1079421
  num incorrect                      |      74245 |       4709 |       4135 |       7565 |       2619 |       4576 |      10468 |       4282 |       5173 |       6431 |       3559 |       3752
  misprediction rate                 |      5.31% |      0.49% |      0.43% |      0.86% |      0.25% |      0.47% |      1.30% |      0.43% |      0.50% |      0.64% |      0.33% |      0.35%
  mpki                               |       6.76 |       1.57 |       1.37 |       2.70 |       0.81 |       1.50 |       3.97 |       1.39 |       1.58 |       2.02 |       1.05 |       1.11
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1634412 |      40512 |      36903 |      56520 |      26534 |      39046 |      76030 |      35557 |      43267 |      47988 |      32898 |      34397
    num misses                       |        171 |         26 |         28 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26
    miss rate                        |      0.01% |      0.06% |      0.08% |      0.05% |      0.10% |      0.07% |      0.03% |      0.07% |      0.06% |      0.05% |      0.08% |      0.08%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2666725 |     566173 |     570231 |     549948 |     595840 |     575152 |     537209 |     577975 |     615683 |     606312 |     624815 |     625129
    num misses                       |       1414 |        130 |        123 |        134 |        138 |        134 |        134 |        125 |        125 |        124 |        113 |        123
    miss rate                        |      0.05% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.13 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.04 |       0.03 |       0.04
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       1585 |        156 |        151 |        160 |        164 |        160 |        160 |        151 |        151 |        150 |        139 |        149
    num misses                       |        580 |        132 |        129 |        136 |        137 |        140 |        135 |        133 |        138 |        135 |        123 |        134
    miss rate                        |     36.59% |     84.62% |     85.43% |     85.00% |     83.54% |     87.50% |     84.38% |     88.08% |     91.39% |     90.00% |     88.49% |     89.93%
    mpki                             |       0.05 |       0.04 |       0.04 |       0.05 |       0.04 |       0.05 |       0.05 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1634412 |      40512 |      36903 |      56520 |      26534 |      39046 |      76030 |      35557 |      43267 |      47988 |      32898 |      34397
