                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  190041871 |  191043180 |  191299839 |  191774772
  Cycles                             |   67471700 |   67471700 |   67471700 |   67471700
  IPC                                |       2.82 |       2.83 |       2.84 |       2.84
  Time (ns)                          |   67471700 |   67471700 |   67471700 |   67471700
  Idle time (ns)                     |        282 |     522043 |     522833 |     523377
  Idle time (%)                      |       0.0% |       0.8% |       0.8% |       0.8%
Branch predictor stats               |            |            |            |           
  num correct                        |    9957479 |   10439511 |   10525434 |   10683776
  num incorrect                      |      84586 |      78199 |      78193 |      78179
  misprediction rate                 |      0.84% |      0.74% |      0.74% |      0.73%
  mpki                               |       0.45 |       0.41 |       0.41 |       0.41
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   17707050 |   17594567 |   17594305 |   17594306
    num misses                       |        235 |         25 |         25 |         25
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   61792471 |   61732768 |   61774939 |   61854066
    num misses                       |      55254 |      54202 |      53033 |      54545
    miss rate                        |      0.09% |      0.09% |      0.09% |      0.09%
    mpki                             |       0.29 |       0.28 |       0.28 |       0.28
  L2 TLB                             |            |            |            |           
    num accesses                     |      55489 |      54227 |      53058 |      54570
    num misses                       |      11013 |      10087 |       9931 |      10080
    miss rate                        |     19.85% |     18.60% |     18.72% |     18.47%
    mpki                             |       0.06 |       0.05 |       0.05 |       0.05
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   17707050 |   17594567 |   17594305 |   17594306
    num cache misses                 |      20033 |       9140 |       9213 |       9145
    miss rate                        |      0.11% |      0.05% |      0.05% |      0.05%
    mpki                             |       0.11 |       0.05 |       0.05 |       0.05
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   61792471 |   61732768 |   61774939 |   61854066
    num cache misses                 |    6975018 |    6958937 |    6959032 |    6958966
    miss rate                        |     11.29% |     11.27% |     11.27% |     11.25%
    mpki                             |      36.70 |      36.43 |      36.38 |      36.29
  Cache L2                           |            |            |            |           
    num cache accesses               |    7095413 |    7066119 |    7066062 |    7065840
    num cache misses                 |     842945 |     820433 |     821102 |     821421
    miss rate                        |     11.88% |     11.61% |     11.62% |     11.63%
    mpki                             |       4.44 |       4.29 |       4.29 |       4.28
  Cache L3                           |            |            |            |           
    num cache accesses               |    1166342 |    1127929 |    1122124 |    1115526
    num cache misses                 |     658944 |     625822 |     618015 |     611963
    miss rate                        |     56.50% |     55.48% |     55.08% |     54.86%
    mpki                             |       3.47 |       3.28 |       3.23 |       3.19
DRAM summary                         |            |            |            |           
  num dram accesses                  |    4664986 |          0 |          0 |          0
  average dram access latency (ns)   |     368.59 |        inf |        inf |        inf
  average dram queueing delay        |     307.34 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      8.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |     407340 |     384841 |     378079 |     370784
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
