                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   10120066 |    3057247 |  160811610 |  131767158 |  233601445 |  252189650 |  165065074 |  229831857 |  243575977 |   24337949 |  180993797 |   19402377 |  142209141 |  252941623 |  173629023 |  108666751
  Cycles                             |  364108630 |  364108630 |  364108630 |  364108630 |  276220340 |  276220340 |  276220340 |  276220340 |  364108630 |  364108630 |  364108630 |  364108630 |  276220340 |  276220340 |  276220340 |  276220340
  IPC                                |       0.03 |       0.01 |       0.44 |       0.36 |       0.85 |       0.91 |       0.60 |       0.83 |       0.67 |       0.07 |       0.50 |       0.05 |       0.51 |       0.92 |       0.63 |       0.39
  Time (ns)                          |  125554700 |  125554700 |  125554700 |  125554700 |  125554700 |  125554700 |  125554700 |  125554700 |  125554700 |  125554700 |  125554700 |  125554700 |  125554700 |  125554700 |  125554700 |  125554700
  Idle time (ns)                     |  122126642 |  114765757 |   56119220 |   90189634 |   46372944 |   19127198 |   77032918 |   44917172 |   28890786 |  121001576 |   48581290 |  122787521 |   88376742 |   33997430 |   49337042 |   93209297
  Idle time (%)                      |      97.3% |      91.4% |      44.7% |      71.8% |      36.9% |      15.2% |      61.4% |      35.8% |      23.0% |      96.4% |      38.7% |      97.8% |      70.4% |      27.1% |      39.3% |      74.2%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1334897 |     153345 |   10392648 |   10206466 |   21411384 |   20719462 |   13240782 |   23778387 |   19816017 |     503961 |   12773380 |      28122 |    8732237 |   24525318 |   11693945 |    9594786
  num incorrect                      |      17579 |       1813 |     465898 |     768762 |    2354179 |    1626215 |    1001797 |    2406167 |    1194432 |      15485 |     659123 |       1009 |     663285 |    3015495 |     563678 |     727558
  misprediction rate                 |      1.30% |      1.17% |      4.29% |      7.00% |      9.91% |      7.28% |      7.03% |      9.19% |      5.68% |      2.98% |      4.91% |      3.46% |      7.06% |     10.95% |      4.60% |      7.05%
  mpki                               |       1.74 |       0.59 |       2.90 |       5.83 |      10.08 |       6.45 |       6.07 |      10.47 |       4.90 |       0.64 |       3.64 |       0.05 |       4.66 |      11.92 |       3.25 |       6.70
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1748273 |     374014 |   16219627 |   13015677 |   25735749 |   27222477 |   16560609 |   26250499 |   26015465 |    1755393 |   18642184 |    1108476 |   12913987 |   28254492 |   17633125 |   11410341
    num misses                       |        131 |         42 |         52 |         54 |         54 |         52 |         54 |         52 |         52 |         43 |         52 |         41 |         45 |         52 |         45 |         45
    miss rate                        |      0.01% |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    4934219 |    2506082 |   90698892 |   57454608 |  106169443 |  135429931 |   73367046 |  109585761 |  133946412 |    6998731 |  101629398 |    4405107 |   55630886 |  112703360 |   97447500 |   50370675
    num misses                       |      15421 |       5375 |       5383 |       6630 |      12796 |      10948 |       8566 |      15341 |      10043 |       4112 |       5791 |        444 |       7239 |      20980 |       4822 |       5120
    miss rate                        |      0.31% |      0.21% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.06% |      0.01% |      0.01% |      0.01% |      0.02% |      0.00% |      0.01%
    mpki                             |       1.52 |       1.76 |       0.03 |       0.05 |       0.05 |       0.04 |       0.05 |       0.07 |       0.04 |       0.17 |       0.03 |       0.02 |       0.05 |       0.08 |       0.03 |       0.05
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15552 |       5417 |       5435 |       6684 |      12850 |      11000 |       8620 |      15393 |      10095 |       4155 |       5843 |        485 |       7284 |      21032 |       4867 |       5165
    num misses                       |       9569 |       5367 |       1449 |       1421 |       2295 |       2294 |       1627 |       2018 |       2112 |       2618 |       1381 |        433 |       1848 |       1835 |       1419 |       1009
    miss rate                        |     61.53% |     99.08% |     26.66% |     21.26% |     17.86% |     20.85% |     18.87% |     13.11% |     20.92% |     63.01% |     23.64% |     89.28% |     25.37% |      8.72% |     29.16% |     19.54%
    mpki                             |       0.95 |       1.76 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.11 |       0.01 |       0.02 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1748273 |     374014 |   16219627 |   13015677 |   25735749 |   27222477 |   16560609 |   26250499 |   26015465 |    1755393 |   18642184 |    1108476 |   12913987 |   28254492 |   17633125 |   11410341
    num cache misses                 |       1936 |        554 |       6808 |       8839 |      24487 |      20502 |      13259 |      22805 |      12449 |        996 |       6946 |        478 |      10732 |      25614 |       8406 |       9392
    miss rate                        |      0.11% |      0.15% |      0.04% |      0.07% |      0.10% |      0.08% |      0.08% |      0.09% |      0.05% |      0.06% |      0.04% |      0.04% |      0.08% |      0.09% |      0.05% |      0.08%
    mpki                             |       0.19 |       0.18 |       0.04 |       0.07 |       0.10 |       0.08 |       0.08 |       0.10 |       0.05 |       0.04 |       0.04 |       0.02 |       0.08 |       0.10 |       0.05 |       0.09
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    4934219 |    2506082 |   90698892 |   57454608 |  106169443 |  135429931 |   73367046 |  109585761 |  133946412 |    6998731 |  101629398 |    4405107 |   55630886 |  112703360 |   97447500 |   50370675
    num cache misses                 |     177584 |     334540 |     450890 |     685330 |    1670863 |    1289075 |    1095868 |    1860835 |    1057539 |      31787 |     628471 |       9391 |     767094 |    1797812 |     672184 |     802803
    miss rate                        |      3.60% |     13.35% |      0.50% |      1.19% |      1.57% |      0.95% |      1.49% |      1.70% |      0.79% |      0.45% |      0.62% |      0.21% |      1.38% |      1.60% |      0.69% |      1.59%
    mpki                             |      17.55 |     109.43 |       2.80 |       5.20 |       7.15 |       5.11 |       6.64 |       8.10 |       4.34 |       1.31 |       3.47 |       0.48 |       5.39 |       7.11 |       3.87 |       7.39
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     245316 |     372189 |     459256 |     695052 |    1697301 |    1311898 |    1110399 |    1885604 |    1071996 |      38529 |     636703 |      10051 |     779213 |    1825357 |     681634 |     812985
    num cache misses                 |     166348 |     334942 |      68932 |      48397 |     125411 |     139283 |      65419 |     118466 |      80405 |      25417 |      66167 |       9763 |      68295 |      84315 |      81582 |      45818
    miss rate                        |     67.81% |     89.99% |     15.01% |      6.96% |      7.39% |     10.62% |      5.89% |      6.28% |      7.50% |     65.97% |     10.39% |     97.13% |      8.76% |      4.62% |     11.97% |      5.64%
    mpki                             |      16.44 |     109.56 |       0.43 |       0.37 |       0.54 |       0.55 |       0.40 |       0.52 |       0.33 |       1.04 |       0.37 |       0.50 |       0.48 |       0.33 |       0.47 |       0.42
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     232148 |     372041 |      70749 |      49496 |     127978 |     142043 |      66735 |     121576 |      82784 |      31165 |      67511 |       9945 |      69715 |      86522 |      82696 |      46697
    num cache misses                 |     163314 |     334409 |      35648 |      28458 |      43554 |      78813 |      40879 |      44259 |      69455 |      11944 |      55057 |        919 |      38237 |      60431 |      50201 |      18663
    miss rate                        |     70.35% |     89.88% |     50.39% |     57.50% |     34.03% |     55.49% |     61.26% |     36.40% |     83.90% |     38.33% |     81.55% |      9.24% |     54.85% |     69.84% |     60.71% |     39.97%
    mpki                             |      16.14 |     109.38 |       0.22 |       0.22 |       0.19 |       0.31 |       0.25 |       0.19 |       0.29 |       0.49 |       0.30 |       0.05 |       0.27 |       0.24 |       0.29 |       0.17
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     639789 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |     634548 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      61.38 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |      61.54 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       0.13 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.29 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      78394 |     204257 |       7609 |       3192 |       7180 |      36532 |       1892 |       5088 |      22332 |       4012 |      27454 |        446 |       2565 |       3589 |      35015 |       2386
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       5707 |         14 |      13365 |       8953 |       5251 |      10122 |      19218 |       8487 |      16402 |       4919 |       9251 |         43 |      20172 |      31153 |        815 |        320
