                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |  165704821 |  168973803 |  168124662 |  166951543 |  156585182 |  156895175 |  169381936 |  170268318 |  158489334 |  158881272 |  154638161 |  155273796
  Cycles                             |  226696000 |  226696000 |  226696000 |  226696000 |   56674000 |   56674000 |  226696000 |  226696000 |  226696000 |  226696000 |   56674000 |   56674000
  IPC                                |       0.73 |       0.75 |       0.74 |       0.74 |       2.76 |       2.77 |       0.75 |       0.75 |       0.70 |       0.70 |       2.73 |       2.74
  Time (ns)                          |   56674000 |   56674000 |   56674000 |   56674000 |   56674000 |   56674000 |   56674000 |   56674000 |   56674000 |   56674000 |   56674000 |   56674000
  Idle time (ns)                     |        374 |     470135 |     470892 |     471436 |     478835 |     483226 |     472621 |     473082 |    4637782 |    4712579 |    3747955 |    3426529
  Idle time (%)                      |       0.0% |       0.8% |       0.8% |       0.8% |       0.8% |       0.9% |       0.8% |       0.8% |       8.2% |       8.3% |       6.6% |       6.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   12392823 |   13643214 |   13359994 |   12968929 |    9513909 |    9617068 |   13779352 |   14074804 |   22073276 |   22203922 |   20789528 |   21001409
  num incorrect                      |      63282 |      55455 |      55470 |      55457 |      55444 |      55466 |      55493 |      55496 |      41272 |      41272 |      41268 |      41264
  misprediction rate                 |      0.51% |      0.40% |      0.41% |      0.43% |      0.58% |      0.57% |      0.40% |      0.39% |      0.19% |      0.19% |      0.20% |      0.20%
  mpki                               |       0.38 |       0.33 |       0.33 |       0.33 |       0.35 |       0.35 |       0.33 |       0.33 |       0.26 |       0.26 |       0.27 |       0.27
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   13850102 |   13732225 |   13732338 |   13732376 |   13732014 |   13732125 |   13732139 |   13732143 |    9916758 |    9916758 |    9916758 |    9916759
    num misses                       |        232 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   53426274 |   53723623 |   53582377 |   53386887 |   51658547 |   51710480 |   53791505 |   53939241 |   44992646 |   45057969 |   44350770 |   44456710
    num misses                       |      33343 |      32719 |      32976 |      32798 |      32527 |      32972 |      31685 |      32085 |      24663 |      24640 |      24743 |      24503
    miss rate                        |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.05% |      0.05% |      0.06% |      0.06%
    mpki                             |       0.20 |       0.19 |       0.20 |       0.20 |       0.21 |       0.21 |       0.19 |       0.19 |       0.16 |       0.16 |       0.16 |       0.16
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      33575 |      32744 |      33001 |      32823 |      32552 |      32997 |      31710 |      32110 |      24688 |      24665 |      24768 |      24528
    num misses                       |       8666 |       7660 |       7483 |       7949 |       7786 |       7516 |       7476 |       7897 |       5018 |       5057 |       4970 |       5138
    miss rate                        |     25.81% |     23.39% |     22.68% |     24.22% |     23.92% |     22.78% |     23.58% |     24.59% |     20.33% |     20.50% |     20.07% |     20.95%
    mpki                             |       0.05 |       0.05 |       0.04 |       0.05 |       0.05 |       0.05 |       0.04 |       0.05 |       0.03 |       0.03 |       0.03 |       0.03
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   13850102 |   13732225 |   13732338 |   13732376 |   13732014 |   13732125 |   13732139 |   13732143 |    9916758 |    9916758 |    9916758 |    9916759
    num cache misses                 |      14252 |       3618 |       3440 |       3303 |      10774 |      10793 |       3876 |       3715 |       2554 |       2583 |       7996 |       7996
    miss rate                        |      0.10% |      0.03% |      0.03% |      0.02% |      0.08% |      0.08% |      0.03% |      0.03% |      0.03% |      0.03% |      0.08% |      0.08%
    mpki                             |       0.09 |       0.02 |       0.02 |       0.02 |       0.07 |       0.07 |       0.02 |       0.02 |       0.02 |       0.02 |       0.05 |       0.05
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   53426274 |   53723623 |   53582377 |   53386887 |   51658547 |   51710480 |   53791505 |   53939241 |   44992646 |   45057969 |   44350770 |   44456710
    num cache misses                 |    5813948 |    5795859 |    5795408 |    5795250 |    5796496 |    5794717 |    5795105 |    5793976 |    4212642 |    4211341 |    4213276 |    4211185
    miss rate                        |     10.88% |     10.79% |     10.82% |     10.86% |     11.22% |     11.21% |     10.77% |     10.74% |      9.36% |      9.35% |      9.50% |      9.47%
    mpki                             |      35.09 |      34.30 |      34.47 |      34.71 |      37.02 |      36.93 |      34.21 |      34.03 |      26.58 |      26.51 |      27.25 |      27.12
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    5904336 |    5872771 |    5872325 |    5872206 |    5881085 |    5879556 |    5873287 |    5872266 |    4264626 |    4263413 |    4270871 |    4268960
    num cache misses                 |     655417 |     622487 |     624509 |     633643 |     707193 |     709474 |     613478 |     621772 |     442325 |     433448 |     495684 |     500825
    miss rate                        |     11.10% |     10.60% |     10.63% |     10.79% |     12.02% |     12.07% |     10.45% |     10.59% |     10.37% |     10.17% |     11.61% |     11.73%
    mpki                             |       3.96 |       3.68 |       3.71 |       3.80 |       4.52 |       4.52 |       3.62 |       3.65 |       2.79 |       2.73 |       3.21 |       3.23
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     998915 |     956227 |     966038 |     979826 |    1045396 |    1043520 |     904544 |     876722 |     634978 |     621758 |     653732 |     668812
    num cache misses                 |     629323 |     594763 |     601730 |     611639 |     599631 |     592654 |     533557 |     501997 |     380780 |     368295 |     336981 |     345062
    miss rate                        |     63.00% |     62.20% |     62.29% |     62.42% |     57.36% |     56.79% |     58.99% |     57.26% |     59.97% |     59.23% |     51.55% |     51.59%
    mpki                             |       3.80 |       3.52 |       3.58 |       3.66 |       3.83 |       3.78 |       3.15 |       2.95 |       2.40 |       2.32 |       2.18 |       2.22
