                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   43666243 |   44089707 |   44267278 |   44257121 |   43812776 |   43555730 |   43062766 |   43253404
  Cycles                             |   20439300 |   20439300 |   20439300 |   20439300 |   20439300 |   20439300 |   20439300 |   20439300
  IPC                                |       2.14 |       2.16 |       2.17 |       2.17 |       2.14 |       2.13 |       2.11 |       2.12
  Time (ns)                          |    6813100 |    6813100 |    6813100 |    6813100 |    6813100 |    6813100 |    6813100 |    6813100
  Idle time (ns)                     |     120988 |     386257 |     340375 |     313631 |     313782 |     313928 |     314046 |     315185
  Idle time (%)                      |       1.8% |       5.7% |       5.0% |       4.6% |       4.6% |       4.6% |       4.6% |       4.6%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    7510084 |    7857889 |    7947451 |    8144632 |    7861326 |    7698800 |    7321140 |    7680888
  num incorrect                      |      40366 |      31864 |      33216 |      33299 |      33960 |      34374 |      34281 |      31310
  misprediction rate                 |      0.53% |      0.40% |      0.42% |      0.41% |      0.43% |      0.44% |      0.47% |      0.41%
  mpki                               |       0.92 |       0.72 |       0.75 |       0.75 |       0.78 |       0.79 |       0.80 |       0.72
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    1573411 |    1442154 |    1434309 |    1392293 |    1425492 |    1477057 |    1561650 |    1482207
    num misses                       |        222 |         27 |         27 |         27 |         27 |         27 |         27 |         27
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   16184540 |   15939510 |   15924533 |   15650159 |   15748689 |   15793063 |   15980756 |   15623486
    num misses                       |       1960 |        359 |        380 |       2345 |       2017 |       1313 |        325 |       1571
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.01% |      0.01% |      0.01% |      0.00% |      0.01%
    mpki                             |       0.04 |       0.01 |       0.01 |       0.05 |       0.05 |       0.03 |       0.01 |       0.04
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       2182 |        386 |        407 |       2372 |       2044 |       1340 |        352 |       1598
    num misses                       |        550 |        205 |        216 |        201 |        207 |        206 |        199 |        192
    miss rate                        |     25.21% |     53.11% |     53.07% |      8.47% |     10.13% |     15.37% |     56.53% |     12.02%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    1573411 |    1442154 |    1434309 |    1392293 |    1425492 |    1477057 |    1561650 |    1482207
    num cache misses                 |      13161 |        420 |        432 |        441 |        434 |        416 |        427 |        423
    miss rate                        |      0.84% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03%
    mpki                             |       0.30 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |   16184540 |   15939510 |   15924533 |   15650159 |   15748689 |   15793063 |   15980756 |   15623486
    num cache misses                 |    1210990 |    1183668 |    1182417 |    1130780 |    1158003 |    1154763 |    1202826 |    1153691
    miss rate                        |      7.48% |      7.43% |      7.43% |      7.23% |      7.35% |      7.31% |      7.53% |      7.38%
    mpki                             |      27.73 |      26.85 |      26.71 |      25.55 |      26.43 |      26.51 |      27.93 |      26.67
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    1236879 |    1194435 |    1193173 |    1141440 |    1169656 |    1165239 |    1214522 |    1163674
    num cache misses                 |      93550 |      79988 |      79273 |      81562 |      79894 |      79735 |      79342 |      79752
    miss rate                        |      7.56% |      6.70% |      6.64% |      7.15% |      6.83% |      6.84% |      6.53% |      6.85%
    mpki                             |       2.14 |       1.81 |       1.79 |       1.84 |       1.82 |       1.83 |       1.84 |       1.84
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |     107907 |      90347 |      90024 |      91793 |      91539 |      90213 |      91038 |      89719
    num cache misses                 |      28874 |      17031 |      19058 |      19094 |      19813 |      17059 |      18892 |      19542
    miss rate                        |     26.76% |     18.85% |     21.17% |     20.80% |     21.64% |     18.91% |     20.75% |     21.78%
    mpki                             |       0.66 |       0.39 |       0.43 |       0.43 |       0.45 |       0.39 |       0.44 |       0.45
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      22918 |          0 |          0 |          0 |      22902 |          0 |          0 |          0
  average dram access latency (ns)   |    1028.36 |        inf |        inf |        inf |    1029.57 |        inf |        inf |        inf
  average dram queueing delay        |     967.11 |       0.00 |       0.00 |       0.00 |     968.32 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |       7135 |        349 |        293 |        278 |        298 |        263 |        331 |        124
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |      12354 |      11437 |      13145 |      13513 |      14018 |      11423 |      12794 |      13980
