                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |  115746205 |  118566386 |  118231355 |  117967773 |  108261984 |  108462732 |  110424116 |  111269518 |  117713326 |  117958787 |  118570336 |  118896347 |  110966778 |  109706298 |  111509626 |  111486741
  Cycles                             |  163245600 |  163245600 |  163245600 |  163245600 |   40811400 |   40811400 |   40811400 |   40811400 |  163245600 |  163245600 |  163245600 |  163245600 |   40811400 |   40811400 |   40811400 |   40811400
  IPC                                |       0.71 |       0.73 |       0.72 |       0.72 |       2.65 |       2.66 |       2.71 |       2.73 |       0.72 |       0.72 |       0.73 |       0.73 |       2.72 |       2.69 |       2.73 |       2.73
  Time (ns)                          |   40811400 |   40811400 |   40811400 |   40811400 |   40811400 |   40811400 |   40811400 |   40811400 |   40811400 |   40811400 |   40811400 |   40811400 |   40811400 |   40811400 |   40811400 |   40811400
  Idle time (ns)                     |       1398 |     469140 |     469919 |     470446 |     470842 |     471238 |     471634 |     472128 |     472589 |     472985 |     473381 |     527780 |     474173 |     474569 |     474965 |     475361
  Idle time (%)                      |       0.0% |       1.1% |       1.2% |       1.2% |       1.2% |       1.2% |       1.2% |       1.2% |       1.2% |       1.2% |       1.2% |       1.3% |       1.2% |       1.2% |       1.2% |       1.2%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    9385426 |   10491415 |   10379739 |   10291681 |    7056821 |    7123744 |    7777360 |    8059325 |   10207104 |   10289120 |   10492793 |   10601647 |    7958400 |    7538109 |    8139383 |    8131596
  num incorrect                      |      46294 |      38217 |      38217 |      38246 |      38201 |      38206 |      38214 |      38205 |      38210 |      38208 |      38222 |      38205 |      38206 |      38216 |      38203 |      38208
  misprediction rate                 |      0.49% |      0.36% |      0.37% |      0.37% |      0.54% |      0.53% |      0.49% |      0.47% |      0.37% |      0.37% |      0.36% |      0.36% |      0.48% |      0.50% |      0.47% |      0.47%
  mpki                               |       0.40 |       0.32 |       0.32 |       0.32 |       0.35 |       0.35 |       0.35 |       0.34 |       0.32 |       0.32 |       0.32 |       0.32 |       0.34 |       0.35 |       0.34 |       0.34
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    9466082 |    9345810 |    9345810 |    9345931 |    9345615 |    9345615 |    9345726 |    9345615 |    9345770 |    9345621 |    9345738 |    9345617 |    9345619 |    9345726 |    9345617 |    9345727
    num misses                       |        193 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   36974860 |   37187355 |   37131517 |   37087824 |   35469556 |   35502994 |   35830193 |   35970816 |   37045069 |   37085678 |   37187886 |   37241932 |   35920375 |   35710517 |   36010799 |   36007258
    num misses                       |      24172 |      21851 |      21929 |      22777 |      23154 |      41998 |      22007 |      23175 |      22763 |      42269 |      22311 |      21963 |      21889 |      22746 |      23109 |      23575
