                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |     334762 |          0 |          0 |          0
  Cycles                             |     371600 |     371600 |     371600 |     371600
  IPC                                |       0.90 |       0.00 |       0.00 |       0.00
  Time (ns)                          |     371600 |     371600 |     371600 |     371600
  Idle time (ns)                     |        129 |     371600 |     371600 |     371600
  Idle time (%)                      |       0.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |           
  num correct                        |      50643 |          0 |          0 |          0
  num incorrect                      |       3401 |          0 |          0 |          0
  misprediction rate                 |      6.29% |      0.00% |      0.00% |      0.00%
  mpki                               |      10.16 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |      40074 |          0 |          0 |          0
    num misses                       |         94 |          0 |          0 |          0
    miss rate                        |      0.23% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.28 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |     143136 |          0 |          0 |          0
    num misses                       |        347 |          0 |          0 |          0
    miss rate                        |      0.24% |      0.00% |      0.00% |      0.00%
    mpki                             |       1.04 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |           
    num accesses                     |        441 |          0 |          0 |          0
    num misses                       |        281 |          0 |          0 |          0
    miss rate                        |     63.72% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.84 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |      40074 |          0 |          0 |          0
    num cache misses                 |       1278 |          0 |          0 |          0
    miss rate                        |      3.19% |       inf% |       inf% |       inf%
    mpki                             |       3.82 |        inf |        inf |        inf
  Cache L1-D                         |            |            |            |           
    num cache accesses               |     143136 |          0 |          0 |          0
    num cache misses                 |       9071 |          0 |          0 |          0
    miss rate                        |      6.34% |       inf% |       inf% |       inf%
    mpki                             |      27.10 |        inf |        inf |        inf
  Cache L2                           |            |            |            |           
    num cache accesses               |      12225 |          0 |          0 |          0
    num cache misses                 |       8936 |          0 |          0 |          0
    miss rate                        |     73.10% |       inf% |       inf% |       inf%
    mpki                             |      26.69 |        inf |        inf |        inf
  Cache L3                           |            |            |            |           
    num cache accesses               |      10819 |          0 |          0 |          0
    num cache misses                 |       8507 |          0 |          0 |          0
    miss rate                        |     78.63% |       inf% |       inf% |       inf%
    mpki                             |      25.41 |        inf |        inf |        inf
DRAM summary                         |            |            |            |           
  num dram accesses                  |       8507 |          0 |          0 |          0
  average dram access latency (ns)   |      61.40 |        inf |        inf |        inf
  average dram queueing delay        |       0.15 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      2.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       6155 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
