                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |    3784184 |    4232274 |    4173742 |    3695146 |    3746706 |    3738858 |    4215232 |    4156767 |    4510653 |    3933081 |    4452192 |    3946785 |    3933199 |    3921213 |    4447468 |    4335579
  Cycles                             |    3092760 |    4076820 |    4076820 |    3092760 |    3092760 |    3092760 |    4076820 |    4076820 |    4076820 |    3092760 |    4076820 |    3092760 |    3092760 |    3092760 |    4076820 |    4076820
  IPC                                |       1.22 |       1.04 |       1.02 |       1.19 |       1.21 |       1.21 |       1.03 |       1.02 |       1.11 |       1.27 |       1.09 |       1.28 |       1.27 |       1.27 |       1.09 |       1.06
  Time (ns)                          |    1405800 |    1405800 |    1405800 |    1405800 |    1405800 |    1405800 |    1405800 |    1405800 |    1405800 |    1405800 |    1405800 |    1405800 |    1405800 |    1405800 |    1405800 |    1405800
  Idle time (ns)                     |        432 |     457348 |     459642 |     460423 |     461192 |     461934 |     462704 |     463447 |     464211 |     464959 |     465724 |     466470 |     467236 |     467996 |     468757 |     469504
  Idle time (%)                      |       0.0% |      32.5% |      32.7% |      32.8% |      32.8% |      32.9% |      32.9% |      33.0% |      33.0% |      33.1% |      33.1% |      33.2% |      33.2% |      33.3% |      33.3% |      33.4%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     333879 |     693409 |     682321 |     546655 |     569269 |     569352 |     705853 |     688964 |     806893 |     649662 |     798764 |     654416 |     649927 |     646311 |     797645 |     764906
  num incorrect                      |      20679 |       4143 |       4137 |       4097 |       3743 |       3615 |       3696 |       3699 |       3336 |       3242 |       3115 |       3092 |       3213 |       3206 |       3172 |       3173
  misprediction rate                 |      5.83% |      0.59% |      0.60% |      0.74% |      0.65% |      0.63% |      0.52% |      0.53% |      0.41% |      0.50% |      0.39% |      0.47% |      0.49% |      0.49% |      0.40% |      0.41%
  mpki                               |       5.46 |       0.98 |       0.99 |       1.11 |       1.00 |       0.97 |       0.88 |       0.89 |       0.74 |       0.82 |       0.70 |       0.78 |       0.82 |       0.82 |       0.71 |       0.73
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     417007 |     249434 |     245582 |     244458 |     241282 |     240402 |     240585 |     240777 |     234476 |     230256 |     230175 |     229935 |     230004 |     230138 |     229849 |     230194
    num misses                       |        289 |         30 |         35 |         35 |         28 |         28 |         35 |         35 |         28 |         35 |         35 |         28 |         28 |         28 |         28 |         36
    miss rate                        |      0.07% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.02% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.02%
