                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  215435247 |  220326479 |  223358375 |  219972963 |  218419998 |  217948755 |  224006500 |  219612161
  Cycles                             |   97950900 |   97950900 |   97950900 |   97950900 |   97950900 |   97950900 |   97950900 |   97950900
  IPC                                |       2.20 |       2.25 |       2.28 |       2.25 |       2.23 |       2.23 |       2.29 |       2.24
  Time (ns)                          |   32650300 |   32650300 |   32650300 |   32650300 |   32650300 |   32650300 |   32650300 |   32650300
  Idle time (ns)                     |       1214 |     766690 |    1189436 |    1166214 |    1191820 |    1189602 |    1215322 |    1189865
  Idle time (%)                      |       0.0% |       2.3% |       3.6% |       3.6% |       3.7% |       3.6% |       3.7% |       3.6%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   13598228 |   15384156 |   16394624 |   15266300 |   14748653 |   14591807 |   16610914 |   15146057
  num incorrect                      |      83435 |      75954 |      75964 |      75950 |      75953 |      75937 |      75949 |      75998
  misprediction rate                 |      0.61% |      0.49% |      0.46% |      0.50% |      0.51% |      0.52% |      0.46% |      0.50%
  mpki                               |       0.39 |       0.34 |       0.34 |       0.35 |       0.35 |       0.35 |       0.34 |       0.35
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   18805335 |   18689646 |   18689753 |   18689646 |   18689647 |   18689451 |   18689564 |   18689580
    num misses                       |        225 |         25 |         25 |         25 |         25 |         25 |         25 |         25
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   70991781 |   71569148 |   72074741 |   71510261 |   71251417 |   71172490 |   72182334 |   71449924
    num misses                       |      44853 |      43910 |      43562 |      43245 |      43904 |      43778 |      43445 |      43734
    miss rate                        |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06%
    mpki                             |       0.21 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.19 |       0.20
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |      45078 |      43935 |      43587 |      43270 |      43929 |      43803 |      43470 |      43759
    num misses                       |      12068 |      11227 |      11508 |      11264 |      11310 |      11370 |      11339 |      11292
    miss rate                        |     26.77% |     25.55% |     26.40% |     26.03% |     25.75% |     25.96% |     26.08% |     25.80%
    mpki                             |       0.06 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   18805335 |   18689646 |   18689753 |   18689646 |   18689647 |   18689451 |   18689564 |   18689580
    num cache misses                 |      24952 |      14176 |      14260 |      14214 |      14220 |      14169 |      14490 |      14264
    miss rate                        |      0.13% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08% |      0.08%
    mpki                             |       0.12 |       0.06 |       0.06 |       0.06 |       0.07 |       0.07 |       0.06 |       0.06
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |   70991781 |   71569148 |   72074741 |   71510261 |   71251417 |   71172490 |   72182334 |   71449924
    num cache misses                 |    7914429 |    7897445 |    7897414 |    7896863 |    7897558 |    7896641 |    7898208 |    7898269
    miss rate                        |     11.15% |     11.03% |     10.96% |     11.04% |     11.08% |     11.10% |     10.94% |     11.05%
    mpki                             |      36.74 |      35.84 |      35.36 |      35.90 |      36.16 |      36.23 |      35.26 |      35.96
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    8038713 |    8009204 |    8009309 |    8008931 |    8010647 |    8009736 |    8011708 |    8011392
    num cache misses                 |     948967 |     932192 |     928183 |     934720 |     926153 |     928281 |     928114 |     927938
    miss rate                        |     11.80% |     11.64% |     11.59% |     11.67% |     11.56% |     11.59% |     11.58% |     11.58%
    mpki                             |       4.40 |       4.23 |       4.16 |       4.25 |       4.24 |       4.26 |       4.14 |       4.23
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |    1370437 |    1341757 |    1321240 |    1346258 |    1345093 |    1349327 |    1303157 |    1332927
    num cache misses                 |     770408 |     748928 |     729011 |     744810 |     753954 |     756254 |     712773 |     732025
    miss rate                        |     56.22% |     55.82% |     55.18% |     55.32% |     56.05% |     56.05% |     54.70% |     54.92%
    mpki                             |       3.58 |       3.40 |       3.26 |       3.39 |       3.45 |       3.47 |       3.18 |       3.33
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |    5233639 |          0 |          0 |          0 |    5231979 |          0 |          0 |          0
  average dram access latency (ns)   |    2862.33 |        inf |        inf |        inf |    2825.86 |        inf |        inf |        inf
  average dram queueing delay        |    2801.08 |       0.00 |       0.00 |       0.00 |    2764.61 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     20.00% |      0.00% |      0.00% |      0.00% |     20.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |     460988 |     447637 |     436014 |     466798 |     467379 |     467269 |     416852 |     444651
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |      51590 |      47631 |      41209 |      27156 |      37274 |      38709 |      41770 |      37795
