                                     | Core 0       | Core 1      
  Instructions                       |  17842021246 |  17016256138
  Cycles                             |  13709840400 |  13709840400
  IPC                                |         1.30 |         1.24
  Time (ns)                          |   3427460100 |   3427460100
  Idle time (ns)                     |     56003587 |       654582
  Idle time (%)                      |         1.6% |         0.0%
Branch predictor stats               |              |             
  num correct                        |    864601865 |    589952166
  num incorrect                      |       950430 |      1167502
  misprediction rate                 |        0.11% |        0.20%
  mpki                               |         0.05 |         0.07
TLB Summary                          |              |             
  I-TLB                              |              |             
    num accesses                     |   1476277242 |   1475676482
    num misses                       |          190 |           33
    miss rate                        |        0.00% |        0.00%
    mpki                             |         0.00 |         0.00
  D-TLB                              |              |             
    num accesses                     |   7333128908 |   7194099002
    num misses                       |     56415843 |     55912802
    miss rate                        |        0.77% |        0.78%
    mpki                             |         3.16 |         3.29
  L2 TLB                             |              |             
    num accesses                     |     56416033 |     55912835
    num misses                       |      3119347 |      3042250
    miss rate                        |        5.53% |        5.44%
    mpki                             |         0.17 |         0.18
Cache Summary                        |              |             
  Cache L1-I                         |              |             
    num cache accesses               |   1476277242 |   1475676482
    num cache misses                 |      1422055 |      1085914
    miss rate                        |        0.10% |        0.07%
    mpki                             |         0.08 |         0.06
  Cache L1-D                         |              |             
    num cache accesses               |   7333128908 |   7194099002
    num cache misses                 |    440506715 |    440269008
    miss rate                        |        6.01% |        6.12%
    mpki                             |        24.69 |        25.87
  Cache L2                           |              |             
    num cache accesses               |    462808061 |    466130188
    num cache misses                 |    179404284 |    178997158
    miss rate                        |       38.76% |       38.40%
    mpki                             |        10.06 |        10.52
  Cache L3                           |              |             
    num cache accesses               |    200283992 |    203772424
    num cache misses                 |     98347366 |    100546776
    miss rate                        |       49.10% |       49.34%
    mpki                             |         5.51 |         5.91
DRAM summary                         |              |             
  num dram accesses                  |    275638225 |            0
  average dram access latency (ns)   |        63.67 |          inf
  average dram queueing delay        |         2.42 |         0.00
  average dram bandwidth utilization |       10.00% |        0.00%
Coherency Traffic                    |              |             
  num loads from dram                |     83997200 |     86916029
  num loads from dram cache          |            0 |            0
  num loads from remote cache        |            0 |            0
