                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11    
  Instructions                       |  3219749800 |  3306518006 |  3406638017 |  3340150539 |  3379831236 |  3390070518 |  3400152300 |  3412073019 |  3935792210 |  3835508961 |  3986189422 |  4084411524
  Cycles                             |  1643594600 |  1643594600 |  1643594600 |  1643594600 |  6574378400 |  6574378400 |  6574378400 |  6574378400 |  1643594600 |  1643594600 |  1643594600 |  1643594600
  IPC                                |        1.96 |        2.01 |        2.07 |        2.03 |        0.51 |        0.52 |        0.52 |        0.52 |        2.39 |        2.33 |        2.43 |        2.49
  Time (ns)                          |  1643594600 |  1643594600 |  1643594600 |  1643594600 |  1643594600 |  1643594600 |  1643594600 |  1643594600 |  1643594600 |  1643594600 |  1643594600 |  1643594600
  Idle time (ns)                     |         327 |      599036 |      621527 |      644587 |      667005 |      689956 |      712350 |      735300 |      757685 |      780626 |      803000 |      825951
  Idle time (%)                      |        0.0% |        0.0% |        0.0% |        0.0% |        0.0% |        0.0% |        0.0% |        0.0% |        0.0% |        0.0% |        0.0% |        0.1%
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |   169867862 |   200520470 |   233894840 |   211730348 |   224957283 |   228371171 |   249006514 |   252982498 |   427555938 |   394128983 |   718993572 |   751733478
  num incorrect                      |      239849 |      224920 |      224913 |      225715 |      225715 |      224111 |      211647 |      211645 |      212444 |      210843 |      155047 |      155845
  misprediction rate                 |       0.14% |       0.11% |       0.10% |       0.11% |       0.10% |       0.10% |       0.08% |       0.08% |       0.05% |       0.05% |       0.02% |       0.02%
  mpki                               |        0.07 |        0.07 |        0.07 |        0.07 |        0.07 |        0.07 |        0.06 |        0.06 |        0.05 |        0.05 |        0.04 |        0.04
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   262862437 |   261913309 |   261913118 |   261913118 |   261913118 |   261913118 |   256758272 |   256758272 |   256758272 |   256758272 |   177057360 |   177057361
    num misses                       |         303 |          33 |          33 |          33 |          33 |          33 |          33 |          33 |          33 |          33 |          33 |          33
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |  1313550742 |  1324679200 |  1341364065 |  1330284813 |  1336898263 |  1338606227 |  1324131345 |  1326114117 |  1413398630 |  1396686165 |  1187932650 |  1204302992
    num misses                       |     9366656 |     8801729 |     8949499 |     8998659 |    10365118 |     9334829 |     9296100 |    10404062 |     9010455 |    10174138 |     6533017 |     6646244
    miss rate                        |       0.71% |       0.66% |       0.67% |       0.68% |       0.78% |       0.70% |       0.70% |       0.78% |       0.64% |       0.73% |       0.55% |       0.55%
    mpki                             |        2.91 |        2.66 |        2.63 |        2.69 |        3.07 |        2.75 |        2.73 |        3.05 |        2.29 |        2.65 |        1.64 |        1.63
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |     9366959 |     8801762 |     8949532 |     8998692 |    10365151 |     9334862 |     9296133 |    10404095 |     9010488 |    10174171 |     6533050 |     6646277
    num misses                       |      365332 |      373239 |      347821 |      362200 |      365588 |      351974 |      348411 |      374800 |      322430 |      343945 |      258822 |      262814
    miss rate                        |       3.90% |       4.24% |       3.89% |       4.03% |       3.53% |       3.77% |       3.75% |       3.60% |       3.58% |       3.38% |       3.96% |       3.95%
    mpki                             |        0.11 |        0.11 |        0.10 |        0.11 |        0.11 |        0.10 |        0.10 |        0.11 |        0.08 |        0.09 |        0.06 |        0.06
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   262862437 |   261913309 |   261913118 |   261913118 |   261913118 |   261913118 |   256758272 |   256758272 |   256758272 |   256758272 |   177057360 |   177057361
    num cache misses                 |      856447 |      563752 |      565021 |      594240 |      301620 |      313409 |      324476 |      318556 |      602263 |      568213 |      411628 |      419245
    miss rate                        |       0.33% |       0.22% |       0.22% |       0.23% |       0.12% |       0.12% |       0.13% |       0.12% |       0.23% |       0.22% |       0.23% |       0.24%
    mpki                             |        0.27 |        0.17 |        0.17 |        0.18 |        0.09 |        0.09 |        0.10 |        0.09 |        0.15 |        0.15 |        0.10 |        0.10
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |  1313550742 |  1324679200 |  1341364065 |  1330284813 |  1336898263 |  1338606227 |  1324131345 |  1326114117 |  1413398630 |  1396686165 |  1187932650 |  1204302992
    num cache misses                 |    78608618 |    78191963 |    78200195 |    78195093 |    78164901 |    78190959 |    76366106 |    76375713 |    76374799 |    76385846 |    53580957 |    53510187
    miss rate                        |       5.98% |       5.90% |       5.83% |       5.88% |       5.85% |       5.84% |       5.77% |       5.76% |       5.40% |       5.47% |       4.51% |       4.44%
    mpki                             |       24.41 |       23.65 |       22.96 |       23.41 |       23.13 |       23.06 |       22.46 |       22.38 |       19.41 |       19.92 |       13.44 |       13.10
  Cache L2                           |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    81752072 |    80940931 |    80722255 |    80971568 |    81791141 |    81571104 |    80129456 |    80224877 |    78947982 |    78320729 |    55338918 |    55709012
    num cache misses                 |    38412256 |    37957998 |    37732210 |    37801986 |    22629155 |    22792699 |    22820291 |    21794035 |    36276206 |    36150360 |    24048435 |    24157269
    miss rate                        |      46.99% |      46.90% |      46.74% |      46.69% |      27.67% |      27.94% |      28.48% |      27.17% |      45.95% |      46.16% |      43.46% |      43.36%
    mpki                             |       11.93 |       11.48 |       11.08 |       11.32 |        6.70 |        6.72 |        6.71 |        6.39 |        9.22 |        9.43 |        6.03 |        5.91
  Cache L3                           |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    40708988 |    40166436 |    39691610 |    39991646 |    25966563 |    25906838 |    26306963 |    25341113 |    38247123 |    37517030 |    25394767 |    25936849
    num cache misses                 |     9642055 |     7574884 |     7387759 |     7654612 |     9750039 |     9425581 |     9635001 |    10936850 |     3152171 |     2041620 |     1554034 |     2181223
    miss rate                        |      23.69% |      18.86% |      18.61% |      19.14% |      37.55% |      36.38% |      36.63% |      43.16% |       8.24% |       5.44% |       6.12% |       8.41%
    mpki                             |        2.99 |        2.29 |        2.17 |        2.29 |        2.88 |        2.78 |        2.83 |        3.21 |        0.80 |        0.53 |        0.39 |        0.53
DRAM summary                         |             |             |             |             |             |             |             |             |             |             |             |            
  num dram accesses                  |    50974336 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |    51067458 |           0 |           0 |           0
  average dram access latency (ns)   |       66.47 |         inf |         inf |         inf |         inf |         inf |         inf |         inf |       66.38 |         inf |         inf |         inf
