                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |    4365036 |    3693502 |    4013286 |    3599676 |    3560440 |    3530953 |    3883463 |    3850935 |    3390214 |    3730377 |    3307878 |    3273638 |    3262413 |    3582508 |    3543079 |    3487710
  Cycles                             |    5611790 |    4257220 |    5611790 |    4257220 |    4257220 |    4257220 |    5611790 |    5611790 |    4257220 |    5611790 |    4257220 |    4257220 |    4257220 |    5611790 |    5611790 |    5611790
  IPC                                |       0.78 |       0.87 |       0.72 |       0.85 |       0.84 |       0.83 |       0.69 |       0.69 |       0.80 |       0.66 |       0.78 |       0.77 |       0.77 |       0.64 |       0.63 |       0.62
  Time (ns)                          |    1935100 |    1935100 |    1935100 |    1935100 |    1935100 |    1935100 |    1935100 |    1935100 |    1935100 |    1935100 |    1935100 |    1935100 |    1935100 |    1935100 |    1935100 |    1935100
  Idle time (ns)                     |        212 |     316225 |     319406 |     321122 |     322799 |     324506 |     326183 |     327890 |     329567 |     331274 |     332951 |     334658 |     336335 |     338043 |     339719 |     341427
  Idle time (%)                      |       0.0% |      16.3% |      16.5% |      16.6% |      16.7% |      16.8% |      16.9% |      16.9% |      17.0% |      17.1% |      17.2% |      17.3% |      17.4% |      17.5% |      17.6% |      17.6%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     546729 |     457351 |     549847 |     438192 |     427889 |     422484 |     522962 |     516344 |     394753 |     493194 |     378368 |     371959 |     367465 |     459361 |     449199 |     436269
  num incorrect                      |      11247 |        810 |        984 |        863 |        968 |        988 |       1104 |       1098 |        928 |       1118 |       1084 |       1055 |       1647 |       2007 |       1985 |       2394
  misprediction rate                 |      2.02% |      0.18% |      0.18% |      0.20% |      0.23% |      0.23% |      0.21% |      0.21% |      0.23% |      0.23% |      0.29% |      0.28% |      0.45% |      0.44% |      0.44% |      0.55%
  mpki                               |       2.58 |       0.22 |       0.25 |       0.24 |       0.27 |       0.28 |       0.28 |       0.29 |       0.27 |       0.30 |       0.33 |       0.32 |       0.50 |       0.56 |       0.56 |       0.69
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     401152 |     325141 |     314811 |     302758 |     292395 |     281087 |     270463 |     259483 |     247216 |     237072 |     225467 |     214699 |     204159 |     194792 |     184147 |     164967
    num misses                       |        131 |         21 |         23 |         21 |         23 |         21 |         23 |         21 |         23 |         21 |         23 |         23 |         23 |         23 |         21 |         21
    miss rate                        |      0.03% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.03 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1714810 |    1373753 |    1420434 |    1339256 |    1332858 |    1321399 |    1377498 |    1362658 |    1260603 |    1308286 |    1226726 |    1215197 |    1213994 |    1255586 |    1245076 |    1235462
    num misses                       |       4937 |       3573 |       3991 |       3585 |       3681 |       3731 |       3676 |       3801 |       3594 |       3496 |       3783 |       3738 |       3262 |       3566 |       3610 |       3497
    miss rate                        |      0.29% |      0.26% |      0.28% |      0.27% |      0.28% |      0.28% |      0.27% |      0.28% |      0.29% |      0.27% |      0.31% |      0.31% |      0.27% |      0.28% |      0.29% |      0.28%
    mpki                             |       1.13 |       0.97 |       0.99 |       1.00 |       1.03 |       1.06 |       0.95 |       0.99 |       1.06 |       0.94 |       1.14 |       1.14 |       1.00 |       1.00 |       1.02 |       1.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       5068 |       3594 |       4014 |       3606 |       3704 |       3752 |       3699 |       3822 |       3617 |       3517 |       3806 |       3761 |       3285 |       3589 |       3631 |       3518
    num misses                       |        592 |        183 |        201 |        219 |        198 |        196 |        192 |        223 |        186 |        191 |        206 |        216 |        192 |        195 |        186 |        216
    miss rate                        |     11.68% |      5.09% |      5.01% |      6.07% |      5.35% |      5.22% |      5.19% |      5.83% |      5.14% |      5.43% |      5.41% |      5.74% |      5.84% |      5.43% |      5.12% |      6.14%
    mpki                             |       0.14 |       0.05 |       0.05 |       0.06 |       0.06 |       0.06 |       0.05 |       0.06 |       0.05 |       0.05 |       0.06 |       0.07 |       0.06 |       0.05 |       0.05 |       0.06
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     401152 |     325141 |     314811 |     302758 |     292395 |     281087 |     270463 |     259483 |     247216 |     237072 |     225467 |     214699 |     204159 |     194792 |     184147 |     164967
    num cache misses                 |       1878 |        131 |        136 |        133 |        136 |        132 |        136 |        131 |        136 |        131 |        136 |        136 |        136 |        136 |        131 |        136
    miss rate                        |      0.47% |      0.04% |      0.04% |      0.04% |      0.05% |      0.05% |      0.05% |      0.05% |      0.06% |      0.06% |      0.06% |      0.06% |      0.07% |      0.07% |      0.07% |      0.08%
    mpki                             |       0.43 |       0.04 |       0.03 |       0.04 |       0.04 |       0.04 |       0.04 |       0.03 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1714810 |    1373753 |    1420434 |    1339256 |    1332858 |    1321399 |    1377498 |    1362658 |    1260603 |    1308286 |    1226726 |    1215197 |    1213994 |    1255586 |    1245076 |    1235462
    num cache misses                 |      60150 |      47337 |      45517 |      48025 |      46884 |      45699 |      44801 |      46248 |      46335 |      43802 |      46258 |      45362 |      44628 |      42204 |      42869 |      42906
    miss rate                        |      3.51% |      3.45% |      3.20% |      3.59% |      3.52% |      3.46% |      3.25% |      3.39% |      3.68% |      3.35% |      3.77% |      3.73% |      3.68% |      3.36% |      3.44% |      3.47%
    mpki                             |      13.78 |      12.82 |      11.34 |      13.34 |      13.17 |      12.94 |      11.54 |      12.01 |      13.67 |      11.74 |      13.98 |      13.86 |      13.68 |      11.78 |      12.10 |      12.30
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      77128 |      59722 |      57750 |      60249 |      59936 |      59632 |      60124 |      61835 |      59660 |      57887 |      58566 |      58734 |      59174 |      56833 |      57398 |      58892
    num cache misses                 |      46221 |      34837 |      36074 |      36407 |      36051 |      35385 |      36877 |      38795 |      35622 |      37362 |      37399 |      37389 |      36672 |      37261 |      38345 |      38682
    miss rate                        |     59.93% |     58.33% |     62.47% |     60.43% |     60.15% |     59.34% |     61.33% |     62.74% |     59.71% |     64.54% |     63.86% |     63.66% |     61.97% |     65.56% |     66.81% |     65.68%
