214068,21574,865,3940,819,10248,10270,16186,2435290,1485662,2823261,0
42413,76139,4296,5896,4031,9961,10077,23252,28144,16664,0,2823261
41531,75423,3694,6443,3292,7866,7006,28357,19195,0,16664,1485662
41498,77029,3549,5964,3724,8507,10738,23698,0,19195,28144,2435290
19777,227495,6210,20091,4916,10432,10964,0,23698,28357,23252,16186
121506,240126,5973,21634,7490,13890,0,10964,10738,7006,10077,10270
19550,212295,6559,19601,7087,0,13890,10432,8507,7866,9961,10248
4277,1046426,1976,3541,0,7087,7490,4916,3724,3292,4031,819
12557,3187196,3288,0,3541,19601,21634,20091,5964,6443,5896,3940
6042,1046810,0,3288,1976,6559,5973,6210,3549,3694,4296,865
6676,0,1046810,3187196,1046426,212295,240126,227495,77029,75423,76139,21574
0,6676,6042,12557,4277,19550,121506,19777,41498,41531,42413,214068

