216122775,26169572,17115908,9854036,15555232,7773736,9034696,6168276,7747744,14298184,9994548,16289656,11317968,0
292323851,43683608,22983536,14535508,15351548,11657292,10962244,8355024,8361952,10302272,10603136,17941224,0,11317968
229216941,37750796,22242984,18775072,19505188,13057044,13226284,20171752,19606216,19209012,11404860,0,17941224,16289656
117641707,22463656,14767404,10204408,14674620,12118996,17291164,16348112,7835388,14028660,0,11404860,10603136,9994548
304784923,44441396,26586512,15831240,20067260,14106584,12133944,7800064,12990564,0,14028660,19209012,10302272,14298184
170211579,23085180,14075368,8873676,11821132,6743872,7895804,5042100,0,12990564,7835388,19606216,8361952,7747744
133102699,18035656,14674724,7881860,9913952,5461340,9034304,0,5042100,7800064,16348112,20171752,8355024,6168276
136896783,22047364,16229412,11109720,18853592,16559948,0,9034304,7895804,12133944,17291164,13226284,10962244,9034696
118199451,19046620,13632520,12741148,20514208,0,16559948,5461340,6743872,14106584,12118996,13057044,11657292,7773736
231647127,38866704,30779596,22847768,0,20514208,18853592,9913952,11821132,20067260,14674620,19505188,15351548,15555232
125030723,26281592,25125840,0,22847768,12741148,11109720,7881860,8873676,15831240,10204408,18775072,14535508,9854036
155858820,44100664,0,25125840,30779596,13632520,16229412,14674724,14075368,26586512,14767404,22242984,22983536,17115908
123331306,0,44100664,26281592,38866704,19046620,22047364,18035656,23085180,44441396,22463656,37750796,43683608,26169572
0,123331306,155858820,125030723,231647127,118199451,136896783,133102699,170211579,304784923,117641707,229216941,292323851,216122775

