5517659,1024720,1033004,832888,1943736,852980,1486952,949408,1200936,3969040,803100,1643696,0
7699047,2719492,1876520,2062752,2584140,1718620,2796708,2061648,1682316,5013660,2135380,0,1643696
5703259,1424452,907812,1437032,2725372,601332,1775600,1564072,955528,3248260,0,2135380,803100
11660395,3549740,2967556,4110464,5340128,2670056,4571032,3719780,4126268,0,3248260,5013660,3969040
5404399,842796,1161348,907832,1595036,480996,1658036,1118900,0,4126268,955528,1682316,1200936
9254771,1216756,979204,1610028,1709636,249860,1657336,0,1118900,3719780,1564072,2061648,949408
9633363,1922012,1402228,708136,1829188,561136,0,1657336,1658036,4571032,1775600,2796708,1486952
7713895,227364,157620,313176,1131576,0,561136,249860,480996,2670056,601332,1718620,852980
6912727,1434704,1336304,1340564,0,1131576,1829188,1709636,1595036,5340128,2725372,2584140,1943736
5191555,687880,849112,0,1340564,313176,708136,1610028,907832,4110464,1437032,2062752,832888
8334198,429884,0,849112,1336304,157620,1402228,979204,1161348,2967556,907812,1876520,1033004
6180404,0,429884,687880,1434704,227364,1922012,1216756,842796,3549740,1424452,2719492,1024720
0,6180404,8334198,5191555,6912727,7713895,9633363,9254771,5404399,11660395,5703259,7699047,5517659

