40597,31140,2016,2432,2452,1264,10176,7836,9320,112,14356,11408,6112,636,1492,204,20301,72,11928,204,420,0,7192,320834,28300,188,0
56065,0,22344,29304,21448,22500,0,428,188,17676,8,4,34693,21700,4096,240,0,14900,12824,21212,17548,92,144,435966,0,0,188
14364,16940,10900,704,20196,6560,60388,30028,29936,576,11844,12824,784,13064,14040,152,32824,144,211187,7204,2960,0,14272,471624,0,0,28300
53209,1062602,1053467,1054416,760256,409361,306885,274481,270458,421686,280512,286064,1053929,401016,41121,192,1056694,388048,167944,387542,420884,388,281003,0,471624,435966,320834
37356,24652,1696,1888,104,1136,28788,12680,3472,604,9100,7356,6304,592,4796,160,21156,104,11288,1704,296,0,0,281003,14272,144,7192
1304,16,872,112,0,0,56,0,0,0,8,0,248,0,32,36,16,0,0,0,52,0,0,388,0,92,0
848035,432,27736,22600,42364,22000,1336,756,380,14692,1828,1772,28048,7876,3412,240,644,7648,14064,14260,0,52,296,420884,2960,17548,420
11164,708,16308,5112,28540,10872,37044,9400,24,13872,2872,15164,8176,13540,8776,84,9624,15968,3001143,0,14260,0,1704,387542,7204,21212,204
1145062,4792,5404,5456,10242875,3280712,220248,40156,12284,14538,99012,177041,4152,6083634,14597,0,7164,11820,0,3001143,14064,0,11288,167944,211187,12824,11928
50826,36,26864,28332,27592,11212,144,392,112,22348,0,152,24728,24220,3600,300,0,0,11820,15968,7648,0,104,388048,144,14900,72
32595,5888,3884,1956,20576,10232,20784,28880,23960,72,15148,15688,1808,13784,4724,712,0,0,7164,9624,644,16,21156,1056694,32824,0,20301
1284,2152,452,504,84,84,68,252,180,240,0,0,444,84,1868,0,712,300,0,84,240,36,160,192,152,240,204
2914,2156,5508,6204,15700,9208,13792,27512,1516,3940,6404,8220,3460,11680,0,1868,4724,3600,14597,8776,3412,32,4796,41121,14040,4096,1492
13318,1116,14120,10561,26992,16768,41684,6824,44,19232,5464,12936,6436,0,11680,84,13784,24220,6083634,13540,7876,0,592,401016,13064,21700,636
31855,1760,5056,3196,9160,12544,676,8612,6180,23452,388,564,0,6436,3460,444,1808,24728,4152,8176,28048,248,6304,1053929,784,34693,6112
9066,10456,8596,652,22196,16948,32380,19440,18116,288,8440,0,564,12936,8220,0,15688,152,177041,15164,1772,0,7356,286064,12824,4,11408
7443,7168,5348,468,9516,2324,31332,18300,7640,8,0,8440,388,5464,6404,0,15148,0,99012,2872,1828,8,9100,280512,11844,8,14356
52811,48,26001,38440,29212,13312,440,1260,260,0,8,288,23452,19232,3940,240,72,22348,14538,13872,14692,0,604,421686,576,17676,112
39520,21228,1824,2224,2016,1192,10404,7680,0,260,7640,18116,6180,44,1516,180,23960,112,12284,24,380,0,3472,270458,29936,188,9320
37658,24785,3148,2236,17396,6908,22188,0,7680,1260,18300,19440,8612,6824,27512,252,28880,392,40156,9400,756,0,12680,274481,30028,428,7836
10331,7640,9404,812,72584,38216,0,22188,10404,440,31332,32380,676,41684,13792,68,20784,144,220248,37044,1336,56,28788,306885,60388,0,10176
11797,1020,13916,4992,23468,0,38216,6908,1192,13312,2324,16948,12544,16768,9208,84,10232,11212,3280712,10872,22000,0,1136,409361,6560,22500,1264
20204,1676,31616,17940,0,23468,72584,17396,2016,29212,9516,22196,9160,26992,15700,84,20576,27592,10242875,28540,42364,0,104,760256,20196,21448,2452
19222,1400,4268,0,17940,4992,812,2236,2224,38440,468,652,3196,10561,6204,504,1956,28332,5456,5112,22600,112,1888,1054416,704,29304,2432
31177,3168,0,4268,31616,13916,9404,3148,1824,26001,5348,8596,5056,14120,5508,452,3884,26864,5404,16308,27736,872,1696,1053467,10900,22344,2016
36217,0,3168,1400,1676,1020,7640,24785,21228,48,7168,10456,1760,1116,2156,2152,5888,36,4792,708,432,16,24652,1062602,16940,0,31140
0,36217,31177,19222,20204,11797,10331,37658,39520,52811,7443,9066,31855,13318,2914,1284,32595,50826,1145062,11164,848035,1304,37356,53209,14364,56065,40597

