11556,19675,0,119,378,0,0,0,0,2730,24,0,0,1,0,1435,1307,336,92,1067,1946,289,3287,0,0,1164,729,905,608,1173,1411,1379,5007,155654,192,1507,273,304,0
6725,10418,0,44,347,0,0,0,0,0,24,0,771,1369,0,24,572,1428,1233,141,1242,73,0,0,2905,1150,369,531,3186,648,264,263,2033,12112,855,846,1442,0,304
6753,12032,0,107,460,0,0,13,0,0,1,0,1533,1663,0,24,363,1111,1235,126,936,361,0,0,1457,1087,343,395,307,590,238,215,2088,16265,860,1288,0,1442,273
6346,11856,6,80,430,6,11,0,6,0,18,6,2358,2508,0,0,489,985,1125,127,983,295,0,6,0,795,3427,3426,2067,2282,2163,1717,8908,13953,905,0,1288,846,1507
5830,10713,0,70,437,0,0,0,0,0,24,0,752,278,0,24,228,3349,929,97,809,151,0,0,1656,1182,232,359,179,475,205,196,1738,10174,0,905,860,855,192
206688,15802,0,588,1076,0,0,2054,0,2131,1615,0,2377,2419,2006,2355,2317,3509,508,536,927,1498,2283,0,1335,2417,333013,678289,790909,240063,32318,27265,30528,0,10174,13953,16265,12112,155654
15075,28909,4,153,597,4,4,0,4,2406,0,4,0,14,0,2542,4148,440,154,1921,2000,337,2219,4,0,1410,5582,5736,4176,4190,5806,5198,0,30528,1738,8908,2088,2033,5007
11304,19916,0,65,486,0,0,0,0,2133,24,0,0,14,0,2920,2045,243,131,798,2379,241,1660,0,0,1275,616,973,391,1160,1431,0,5198,27265,196,1717,215,263,1379
17222,19409,0,109,445,0,0,3,0,997,3,0,3,3,3,2544,3223,201,99,987,1930,106,1871,0,3,1083,797,1428,619,1233,0,1431,5806,32318,205,2163,238,264,1411
9450,17077,0,850,1126,0,0,1742,0,1,1291,0,0,18,1034,0,334,212,116,93,995,2420,0,0,0,968,3623,3313,2906,0,1233,1160,4190,240063,475,2282,590,648,1173
12298,19174,0,1264,1546,0,0,1895,0,19,2818,0,0,26,3269,26,481,365,140,184,1378,450,0,1,0,1566,3792,3887,0,2906,619,391,4176,790909,179,2067,307,3186,608
15931,26493,0,1615,1688,0,0,2239,0,5,3498,0,0,0,2247,8,729,435,173,199,1909,2390,0,1,1,1567,5279,0,3887,3313,1428,973,5736,678289,359,3426,395,531,905
15914,26252,0,1434,1876,0,1,3000,0,5,1206,0,0,0,2636,24,767,368,162,155,1957,3488,14,9,5,1572,0,5279,3792,3623,797,616,5582,333013,232,3427,343,369,729
955,38178,1,829,1044,270,9,502,22,281,508,5,1322,1103,451,283,240,1312,429,397,673,433,302,294,727,0,1572,1567,1566,968,1083,1275,1410,2417,1182,795,1087,1150,1164
3317,34086,0,376,199,7,0,20,0,18,26,4,49,679,12,2,1,61,3987,1,122,19,21,0,0,727,5,1,0,0,3,0,0,1335,1656,0,1457,2905,0
356,44,0,0,0,0,0,6,62,0,0,4,0,0,3,0,0,16,0,1,2,0,0,0,0,294,9,1,1,0,0,0,4,0,0,6,0,0,0
6429,73610,0,704,444,19,0,42,1,2689,8,0,8,5,18,425,2510,92,0,4830,3624,51,0,0,21,302,14,0,0,0,1871,1660,2219,2283,0,0,0,0,3287
107161,65856,0,3906,5102,1,13,2179,0,91,1812,0,6,12,2146,70,50,99,48,57,145,0,51,0,19,433,3488,2390,450,2420,106,241,337,1498,151,295,361,73,289
