290,0,0,153,2,5,66,12,0,27,6,0,3,12,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,0,0,8,4,0,16,0
782,3663,2375,1320,398,107,0,3,329,19188,0,1106,89,0,120,1453,1,1744,3639,0,0,388,0,1024,7124,1268,598,2035,2116,672,628,0,28095,812427,0,16
151376,1405073,2766,720,17117,532,0,2,518,20605,0,5926,523,0,1968,2175,2100,2519,5722,2554,2240,13130,1926,355791,1132268,616,33328,399082,2876,123740,45339,1703,22096,0,812427,0
576,7672,3114,387,3687,182,4,4,427,18671,12,5570,1711,4,141,40,25,12,0,0,0,4724,3486,6345,11171,326,3811,10798,40,5173,5097,4440,0,22096,28095,4
3153,26,593,440,995,2,0,0,10,45996,0,508,5425,0,8,6,8,6,4,4,6,1927,1567,0,0,316,25,24,11,24,0,0,4440,1703,0,8
593,806,3128,520,331,1286,0,0,1473,20315,0,1602,134,0,2288,0,6404,1,214,2177,217,319,8,2703,354,228,988,555,0,2264,0,0,5097,45339,628,0
853,909,2963,549,288,938,0,0,1652,21843,0,1253,162,0,1698,0,1239,0,291,3196,3670,280,10,2483,541,223,2381,508,18,0,2264,24,5173,123740,672,0
5608,4382,479,5251,0,0,16,0,40,71086,0,87,0,0,20,1013,13,1373,1499,16,22,0,20,1,3142,5898,1,2621,0,18,0,11,40,2876,2116,0
698,2618,2945,1161,228,22975,0,0,340,20390,0,1028,131,12,48,3013,1,2716,2234,0,0,241,0,847,9526,1577,546,0,2621,508,555,24,10798,399082,2035,0
507,815,2301,436,241,1197,1,1,908,16981,1,738,76,1,2863,1,1243,29,121,2447,558,181,1,2623,576,147,0,546,1,2381,988,25,3811,33328,598,1
5174,1829,618,1017,131,378,32,7,428,1053583,0,450,412,1,532,4575,549,5741,4611,638,716,101,288,267,803,0,147,1577,5898,223,228,316,326,616,1268,11
539,31979,2498,1631,213,10543,12,0,234,18534,0,1506,100,0,99,1762,1,2597,1018,0,0,205,0,627,0,803,576,9526,3142,541,354,0,11171,1132268,7124,0
839,1141,4426,689,379,1494,0,0,2049,28964,0,1901,202,1,2716,2,1643,0,248,2516,6002,380,1,0,627,267,2623,847,1,2483,2703,0,6345,355791,1024,0
3163,0,925,423,2136,0,0,0,0,50578,0,1491,4931,0,29,4,26,68,47,22,14,768,0,1,0,288,1,0,20,10,8,1567,3486,1926,0,0
436,334,1996,260,863,143,0,0,354,12664,3,3426,1228,0,0,0,2,0,1,8,18,0,768,380,205,101,181,241,0,280,319,1927,4724,13130,388,0
4804,0,320,444,42,4120,0,0,4099,79702,16,206,0,0,2269,16,689,19,14,1320,0,18,14,6002,0,716,558,0,22,3670,217,6,0,2240,0,0
4626,0,292,396,0,3409,0,0,4463,58811,0,186,0,0,643,16,1493,33,18,0,1320,8,22,2516,0,638,2447,0,16,3196,2177,4,0,2554,0,0
106127,4896,442,5745,0,0,0,0,40,75189,0,168,1,0,12,666,15,1385,0,18,14,1,47,248,1018,4611,121,2234,1499,291,214,4,0,5722,3639,0
4674,2952,398,4007,0,0,10,22,0,65667,0,186,0,0,74,1870,26,0,1385,33,19,0,68,0,2597,5741,29,2716,1373,0,1,6,12,2519,1744,0
4525,1,283,533,27,4140,1,1,3975,62722,2,189,4,20,1028,7,0,26,15,1493,689,2,26,1643,1,549,1243,1,13,1239,6404,8,25,2100,1,1
4568,3946,370,4395,0,0,0,0,0,58169,0,118,0,0,7,0,7,1870,666,16,16,0,4,2,1762,4575,1,3013,1013,0,0,6,40,2175,1453,0
4289,27,280,508,24,4506,0,0,3373,67575,0,200,0,13,0,7,1028,74,12,643,2269,0,29,2716,99,532,2863,48,20,1698,2288,8,141,1968,120,0
287,0,0,0,2,27,1,50,13,30,5,0,0,0,13,0,20,0,0,0,0,0,0,1,0,1,1,12,0,0,0,0,4,0,0,12
4436,168,855,694,1459,365,3,14,340,1045749,272,6255,0,0,0,0,4,0,1,0,0,1228,4931,202,100,412,76,131,0,162,134,5425,1711,523,89,3
3074,2482,3750,1036,4563,331,0,6,356,43113,13,0,6255,0,200,118,189,186,168,186,206,3426,1491,1901,1506,450,738,1028,87,1253,1602,508,5570,5926,1106,0
292,0,41,0,2,1,1,6,0,67,0,13,272,5,0,0,2,0,0,0,16,3,0,0,0,0,1,0,0,0,0,0,12,0,0,6
6754,30945,38437,1045872,13246,1048719,31,75,1046142,0,67,43113,1045749,30,67575,58169,62722,65667,75189,58811,79702,12664,50578,28964,18534,1053583,16981,20390,71086,21843,20315,45996,18671,20605,19188,27
4532,689,602,535,320,788,0,320,0,1046142,0,356,340,13,3373,0,3975,0,40,4463,4099,354,0,2049,234,428,908,340,40,1652,1473,10,427,518,329,0
330,0,0,12,2,12,11,0,320,75,6,6,14,50,0,0,1,22,0,0,0,0,0,0,0,7,1,0,0,0,0,0,4,2,3,12
